config_id,agent,depth,branch_limit,beam_widths,profile,position_id,seed,split,category,turn,sequence_index,remaining_word_count,legal_edge_count,risk_level,selected_edge,start_id,end_id,score,elapsed_time_sec,timed_out,nodes_searched,leaf_evaluations,ordering_evaluations,root_candidate_count,selected_root_candidate_count,completed_root_moves,root_completion_rate,effective_depth,depth_before,depth_after,depth_changed,depth_change_reason,recovery_streak,cutoff_count,pruned_move_count,beam_pruned_move_count,null_window_searches,research_count,research_rate,beam_widths_used,legal_move_generation_time_sec,candidate_evaluation_time_sec,candidate_sort_time_sec,root_ordering_time_sec,recursive_ordering_time_sec,leaf_evaluation_time_sec,recursive_other_time_sec,other_time_sec,max_depth_fixed_move_agreement,max_depth_fixed_score_agreement
pvs_d5_b8__conservative,pvs,5,8,,conservative,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→32,35,32,597.0,0.04862762498669326,False,805,584,4310,2,2,2,1.0,5,5,5,False,at_max_depth,0,159,3517,0,569,14,0.02460456942003515,{},1.4579854905605316e-06,0.010342053836211562,0.0009833697695285082,1.0375166311860085e-05,0.011401023715734482,0.034176547545939684,0.0029820536728948355,5.616690032184124e-05,True,True
pvs_d5_b8__conservative,pvs,5,8,,conservative,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,797.0,0.13520783302374184,False,1677,1104,11207,26,8,8,1.0,5,5,5,False,at_max_depth,0,431,9552,0,1081,22,0.020351526364477335,{},3.250082954764366e-06,0.026529597816988826,0.0025344351306557655,7.437518797814846e-05,0.029203341575339437,0.0998000733088702,0.006113667972385883,1.3124896213412285e-05,True,True
pvs_d5_b8__conservative,pvs,5,8,,conservative,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→63,63,63,827.0,0.010754000162705779,False,189,121,995,2,2,2,1.0,5,5,5,False,at_max_depth,0,33,810,0,133,4,0.03007518796992481,{},1.834006980061531e-06,0.002461708150804043,0.00024712481535971165,1.4666933566331863e-05,0.002715784590691328,0.007263673469424248,0.0007370419334620237,2.0999228581786156e-05,True,True
pvs_d5_b8__conservative,pvs,5,8,,conservative,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999995.0,0.029328374890610576,False,596,252,4850,23,8,8,1.0,5,5,5,False,at_max_depth,0,165,4261,0,377,7,0.01856763925729443,{},3.875000402331352e-06,0.011494454694911838,0.0010910762939602137,7.308297790586948e-05,0.01258747256360948,0.014537169365212321,0.002112358110025525,1.4416873455047607e-05,True,True
pvs_d5_b8__conservative,pvs,5,8,,conservative,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,13→35,13,35,758.5,0.04473629081621766,False,614,422,4676,1678,8,8,1.0,5,5,5,False,at_max_depth,0,119,4005,0,420,1,0.002380952380952381,{},0.00016987486742436886,0.011031932896003127,0.0008332815486937761,0.0041381248738616705,0.007799210026860237,0.030316664837300777,0.0022891671396791935,2.3249071091413498e-05,True,True
pvs_d5_b8__conservative,pvs,5,8,,conservative,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→12,2,12,788.0,0.4972799171227962,False,7034,4934,36706,29,8,8,1.0,5,5,5,False,recovery_streak_reset,0,1622,29584,0,4867,68,0.01397164577768646,{},3.666151314973831e-06,0.08758831792511046,0.00871479557827115,7.841689512133598e-05,0.09705734602175653,0.3746563803870231,0.025471940636634827,1.2167030945420265e-05,True,True
pvs_d5_b8__conservative,pvs,5,8,,conservative,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→49,9,49,768.0,0.06893120799213648,False,1125,737,7059,37,8,8,1.0,5,5,5,False,at_max_depth,0,277,5910,0,719,19,0.02642559109874826,{},5.041947588324547e-06,0.016510387184098363,0.0016626622527837753,0.00010620802640914917,0.018212454626336694,0.04642267385497689,0.004169579595327377,1.5249941498041153e-05,True,True
pvs_d5_b8__conservative,pvs,5,8,,conservative,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,667.0,0.05635320907458663,False,961,675,5209,2,2,2,1.0,5,5,5,False,at_max_depth,0,208,4245,0,662,20,0.030211480362537766,{},1.125037670135498e-06,0.012174694333225489,0.0012060818262398243,7.750000804662704e-06,0.013480465393513441,0.039332540705800056,0.003469160757958889,6.216717883944511e-05,True,True
pvs_d5_b8__conservative,pvs,5,8,,conservative,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.0008116248063743114,False,23,6,224,3,3,3,1.0,5,5,5,False,at_max_depth,0,10,194,0,10,0,0.0,{},1.1669471859931946e-06,0.0005243767518550158,5.0917500630021095e-05,1.2582866474986076e-05,0.0005696646403521299,0.0001287497580051422,8.15854873508215e-05,1.7875107005238533e-05,True,True
pvs_d5_b8__standard,pvs,5,8,,standard,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,597.0,0.09315445809625089,False,1481,1103,8216,1686,8,8,1.0,5,5,5,False,at_max_depth,0,278,6735,0,1101,1,0.0009082652134423251,{},0.0001820409670472145,0.01937756920233369,0.0016997409984469414,0.004102250095456839,0.01711847144179046,0.06613223068416119,0.005596047732979059,2.3417174816131592e-05,True,True
pvs_d5_b8__standard,pvs,5,8,,standard,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→32,35,32,597.0,0.048656166065484285,False,805,584,4310,2,2,2,1.0,5,5,5,False,at_max_depth,0,159,3517,0,569,14,0.02460456942003515,{},1.00000761449337e-06,0.01040047430433333,0.0010057860054075718,8.58306884765625e-06,0.0114870669785887,0.03404545830562711,0.0030496828258037567,6.43748790025711e-05,True,True
pvs_d5_b8__standard,pvs,5,8,,standard,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,797.0,0.13824049988761544,False,1677,1104,11207,26,8,8,1.0,5,5,5,False,at_max_depth,0,431,9552,0,1081,22,0.020351526364477335,{},3.7080608308315277e-06,0.027106793830171227,0.002605396555736661,7.783318869769573e-05,0.02985871210694313,0.1020399157423526,0.006245414027944207,1.4916760846972466e-05,True,True
pvs_d5_b8__standard,pvs,5,8,,standard,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→63,63,63,827.0,0.010882166912779212,False,189,121,995,2,2,2,1.0,5,5,5,False,at_max_depth,0,33,810,0,133,4,0.03007518796992481,{},1.250067725777626e-06,0.0025416656862944365,0.0002593791577965021,1.0291812941432e-05,0.0028136263135820627,0.007293628994375467,0.0007444527000188828,1.89170241355896e-05,True,True
pvs_d5_b8__standard,pvs,5,8,,standard,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999995.0,0.03005970804952085,False,596,252,4850,23,8,8,1.0,5,5,5,False,at_max_depth,0,165,4261,0,377,7,0.01856763925729443,{},3.2498501241207123e-06,0.011805290821939707,0.0011235803831368685,6.754091009497643e-05,0.012938774190843105,0.014864912023767829,0.0021740638185292482,1.1167256161570549e-05,True,True
pvs_d5_b8__standard,pvs,5,8,,standard,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,13→35,13,35,758.5,0.04548158310353756,False,614,422,4676,1678,8,8,1.0,5,5,5,False,at_max_depth,0,119,4005,0,420,1,0.002380952380952381,{},0.00017366698011755943,0.011184717994183302,0.0008559469133615494,0.00418983306735754,0.007925177458673716,0.03085608803667128,0.0023130676709115505,2.374988980591297e-05,True,True
pvs_d5_b8__standard,pvs,5,8,,standard,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→12,2,12,788.0,0.5523321249056607,False,7034,4934,36706,29,8,8,1.0,5,5,5,False,recovery_streak_reset,0,1622,29584,0,4867,68,0.01397164577768646,{},5.790963768959045e-06,0.09669628785923123,0.010358842089772224,8.995807729661465e-05,0.10803824826143682,0.4152987888082862,0.02888408792205155,1.5250872820615768e-05,True,True
pvs_d5_b8__standard,pvs,5,8,,standard,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→49,9,49,768.0,0.06841895915567875,False,1125,737,7059,37,8,8,1.0,5,5,5,False,at_max_depth,0,277,5910,0,719,19,0.02642559109874826,{},4.958128556609154e-06,0.016511271940544248,0.0016143557149916887,0.00010162522085011005,0.018167070113122463,0.046009275829419494,0.004123113118112087,1.2916745617985725e-05,True,True
pvs_d5_b8__standard,pvs,5,8,,standard,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,667.0,0.05637079197913408,False,961,675,5209,2,2,2,1.0,5,5,5,False,at_max_depth,0,208,4245,0,662,20,0.030211480362537766,{},1.2079253792762756e-06,0.012209269683808088,0.0012431966606527567,7.292022928595543e-06,0.013552431715652347,0.03927381755784154,0.003474875818938017,6.116693839430809e-05,True,True
pvs_d5_b8__standard,pvs,5,8,,standard,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.0007952500600367785,False,23,6,224,3,3,3,1.0,5,5,5,False,at_max_depth,0,10,194,0,10,0,0.0,{},1.209089532494545e-06,0.0005110837519168854,5.0499336794018745e-05,1.1167023330926895e-05,0.0005574149545282125,0.0001277509145438671,8.05840827524662e-05,1.712399534881115e-05,True,True
pvs_d5_b8__aggressive,pvs,5,8,,aggressive,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,597.0,0.09372666710987687,False,1481,1103,8216,1686,8,8,1.0,5,5,5,False,at_max_depth,0,278,6735,0,1101,1,0.0009082652134423251,{},0.00016808300279080868,0.019525105832144618,0.0017150752246379852,0.004099041922017932,0.01728633278980851,0.06653039832599461,0.005618477938696742,2.4333130568265915e-05,True,True
pvs_d5_b8__aggressive,pvs,5,8,,aggressive,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→32,35,32,597.0,0.04807724989950657,False,805,584,4310,2,2,2,1.0,5,5,5,False,at_max_depth,0,159,3517,0,569,14,0.02460456942003515,{},1.2919772416353226e-06,0.01028434606269002,0.0009953691624104977,9.750016033649445e-06,0.011352309724316001,0.03368758596479893,0.002971396315842867,5.4915901273489e-05,True,True
pvs_d5_b8__aggressive,pvs,5,8,,aggressive,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,797.0,0.13725799997337162,False,1677,1104,11207,26,8,8,1.0,5,5,5,False,at_max_depth,0,431,9552,0,1081,22,0.020351526364477335,{},3.4170225262641907e-06,0.026954550063237548,0.0025509344413876534,7.533305324614048e-05,0.029646379174664617,0.10127907432615757,0.006241796538233757,1.1999858543276787e-05,True,True
pvs_d5_b8__aggressive,pvs,5,8,,aggressive,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→63,63,63,827.0,0.01040941709652543,False,189,121,995,2,2,2,1.0,5,5,5,False,at_max_depth,0,33,810,0,133,4,0.03007518796992481,{},9.168870747089386e-07,0.0023527874145656824,0.0002362043596804142,9.041978046298027e-06,0.0025989930145442486,0.007076587062329054,0.0007083779200911522,1.5500234439969063e-05,True,True
pvs_d5_b8__aggressive,pvs,5,8,,aggressive,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999995.0,0.029466249980032444,False,596,252,4850,23,8,8,1.0,5,5,5,False,at_max_depth,0,165,4261,0,377,7,0.01856763925729443,{},2.9581133276224136e-06,0.011542092775925994,0.0011096152011305094,6.400002166628838e-05,0.012667017988860607,0.014560377225279808,0.002160979900509119,1.0916730388998985e-05,True,True
pvs_d5_b8__aggressive,pvs,5,8,,aggressive,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,13→35,13,35,758.5,0.04596483311615884,False,614,422,4676,1678,8,8,1.0,5,5,5,False,at_max_depth,0,119,4005,0,420,1,0.002380952380952381,{},0.00017187511548399925,0.011327930260449648,0.0008834940381348133,0.004273999948054552,0.00801852811127901,0.03106632875278592,0.002407684223726392,2.6416964828968048e-05,True,True
pvs_d5_b8__aggressive,pvs,5,8,,aggressive,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→12,2,12,788.0,0.49905020790174603,False,7034,4934,36706,29,8,8,1.0,5,5,5,False,at_max_depth,0,1622,29584,0,4867,68,0.01397164577768646,{},3.917142748832703e-06,0.08702459326013923,0.00898850616067648,8.070818148553371e-05,0.0967666155193001,0.3761400771327317,0.026045390404760838,1.3499520719051361e-05,True,True
pvs_d5_b8__aggressive,pvs,5,8,,aggressive,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→49,9,49,768.0,0.06825349992141128,False,1125,737,7059,37,8,8,1.0,5,5,5,False,at_max_depth,0,277,5910,0,719,19,0.02642559109874826,{},4.58303838968277e-06,0.01643621758557856,0.0016051607672125101,0.00010062498040497303,0.01808708510361612,0.04593311157077551,0.004115053452551365,1.3041775673627853e-05,True,True
pvs_d5_b8__aggressive,pvs,5,8,,aggressive,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,667.0,0.0561729168985039,False,961,675,5209,2,2,2,1.0,5,5,5,False,at_max_depth,0,208,4245,0,662,20,0.030211480362537766,{},1.2079253792762756e-06,0.012194765033200383,0.0012065661139786243,6.583984941244125e-06,0.013503161957487464,0.03913000435568392,0.003470999887213111,6.095878779888153e-05,True,True
pvs_d5_b8__aggressive,pvs,5,8,,aggressive,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.0007957499474287033,False,23,6,224,3,3,3,1.0,5,5,5,False,at_max_depth,0,10,194,0,10,0,0.0,{},1.2079253792762756e-06,0.0005121249705553055,5.008396692574024e-05,1.13749410957098e-05,0.0005573751404881477,0.0001281658187508583,8.095917291939259e-05,1.6666948795318604e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,,8-6-4-2,fixed,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,-597.0,0.11198070785030723,False,1899,992,15548,1686,8,8,1.0,6,6,6,False,adaptive_disabled,0,0,0,13645,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.00017820787616074085,0.037805753760039806,0.002728748368099332,0.004216042114421725,0.036709549371153116,0.0639174128882587,0.006927953800186515,3.154180012643337e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,,8-6-4-2,fixed,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→54,35,54,-190.0,0.04451987496577203,False,734,384,5051,2,2,2,1.0,6,6,6,False,adaptive_disabled,0,0,0,4317,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.3329554349184036e-06,0.011987615376710892,0.0009369412437081337,9.95793379843235e-06,0.013062967685982585,0.028886326821520925,0.002481955336406827,7.733423262834549e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,,8-6-4-2,fixed,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,-110.0,0.23421629192307591,False,2936,1536,20933,26,8,8,1.0,6,6,6,False,adaptive_disabled,0,0,0,17997,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",3.916909918189049e-06,0.05328478594310582,0.00406589824706316,7.487507537007332e-05,0.057909671450033784,0.1657662382349372,0.010447465116158128,1.4125136658549309e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,,8-6-4-2,fixed,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→59,63,59,-569.0,0.017168083926662803,False,335,142,2526,2,2,2,1.0,6,6,6,False,adaptive_disabled,0,0,0,2191,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.4170072972774506e-06,0.006170161999762058,0.000464701559394598,1.1084135621786118e-05,0.006696402793750167,0.009222089080139995,0.0011652170214802027,7.187388837337494e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,,8-6-4-2,fixed,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999997.0,0.09378050011582673,False,1851,778,14634,23,8,8,1.0,6,6,6,False,adaptive_disabled,0,0,0,12783,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",5.041016265749931e-06,0.03493867558427155,0.002637011930346489,8.087512105703354e-05,0.03786455327644944,0.04932099673897028,0.006491574924439192,1.7459038645029068e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,,8-6-4-2,fixed,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,63→63,63,63,-159.0,0.15252212504856288,False,2265,1184,16552,1678,8,8,1.0,6,6,6,False,adaptive_disabled,0,0,0,14282,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.00017583300359547138,0.03929590480402112,0.002977744210511446,0.0042352499440312386,0.03849739138968289,0.10209481022320688,0.007491923402994871,2.691708505153656e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,,8-6-4-2,fixed,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→8,2,8,-79.0,0.16061745816841722,False,2204,1070,17705,29,8,8,1.0,6,6,6,False,adaptive_disabled,0,0,0,15334,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",4.62518073618412e-06,0.040600910782814026,0.002984111662954092,8.062482811510563e-05,0.043980439426377416,0.10895854234695435,0.007580935023725033,1.2291362509131432e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,,8-6-4-2,fixed,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→20,9,20,1831.25,0.0894298329949379,False,1730,801,14168,37,8,8,1.0,6,6,6,False,adaptive_disabled,0,0,0,12223,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",5.082925781607628e-06,0.032725845696404576,0.002361673628911376,9.995815344154835e-05,0.035380342276766896,0.047939153388142586,0.005993379512801766,1.1916738003492355e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,,8-6-4-2,fixed,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,-799.5,0.012228209059685469,False,254,112,2058,2,2,2,1.0,6,6,6,False,adaptive_disabled,0,0,0,1771,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.1671800166368484e-06,0.0046952415723353624,0.0003508699592202902,6.9160014390945435e-06,0.005097826477140188,0.0061982423067092896,0.0008636813145130873,6.037577986717224e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,,8-6-4-2,fixed,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.01721962494775653,False,406,159,3348,3,3,3,1.0,6,6,6,False,adaptive_disabled,0,0,0,2863,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.8330756574869156e-06,0.00777336535975337,0.0005604487378150225,1.3584038242697716e-05,0.008421472739428282,0.007396955508738756,0.0013672797940671444,1.8499791622161865e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,,8-6-4-2,conservative,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,-597.0,0.11174774984829128,False,1899,992,15548,1686,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,13645,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.00016829208470880985,0.0376478829421103,0.002737313276156783,0.004199417075142264,0.03657480119727552,0.06386571074835956,0.006905446061864495,3.408268094062805e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,,8-6-4-2,conservative,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→54,35,54,-190.0,0.04478041687980294,False,734,384,5051,2,2,2,1.0,6,6,6,False,at_max_depth,0,0,0,4317,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.375097781419754e-06,0.011989244958385825,0.0009390981867909431,1.0250136256217957e-05,0.013068618718534708,0.029140621656551957,0.002482467796653509,7.708347402513027e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,,8-6-4-2,conservative,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,-110.0,0.2211691248230636,False,2936,1536,20933,26,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,17997,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",3.917142748832703e-06,0.04943070583976805,0.003820551559329033,7.533305324614048e-05,0.053771317237988114,0.15743133216165006,0.009873391594737768,1.3833632692694664e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,,8-6-4-2,conservative,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→59,63,59,-569.0,0.016645709052681923,False,335,142,2526,2,2,2,1.0,6,6,6,False,at_max_depth,0,0,0,2191,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.3748649507761002e-06,0.005941456183791161,0.0004353609401732683,1.033395528793335e-05,0.006436573341488838,0.008983006700873375,0.0011480450630187988,6.63751270622015e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,,8-6-4-2,conservative,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999997.0,0.0943526669871062,False,1851,778,14634,23,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,12783,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",3.4170225262641907e-06,0.035043473821133375,0.0026563438586890697,6.533297710120678e-05,0.038005591835826635,0.04965665773488581,0.006608917377889156,1.2750038877129555e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,,8-6-4-2,conservative,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,63→63,63,63,-159.0,0.19642737484537065,False,2265,1184,16552,1678,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,14282,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.00017979205586016178,0.05001290747895837,0.004747867351397872,0.004337833961471915,0.051159808645024896,0.13081904663704336,0.009901436744257808,2.945680171251297e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,,8-6-4-2,conservative,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→8,2,8,-79.0,0.1625816251616925,False,2204,1070,17705,29,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,15334,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",4.832865670323372e-06,0.041341557167470455,0.0029755798168480396,8.158315904438496e-05,0.04471098049543798,0.11010807566344738,0.0076611938420683146,1.495913602411747e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,,8-6-4-2,conservative,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→20,9,20,1831.25,0.0906711658462882,False,1730,801,14168,37,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,12223,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",5.375128239393234e-06,0.033134524477645755,0.002364309038966894,0.0001029998529702425,0.03577796369791031,0.04874841566197574,0.006022203480824828,1.4208024367690086e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,,8-6-4-2,conservative,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,-799.5,0.012423792155459523,False,254,112,2058,2,2,2,1.0,6,6,6,False,at_max_depth,0,0,0,1771,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.458916813135147e-06,0.004800162045285106,0.0003469910006970167,7.875030860304832e-06,0.0051983974408358335,0.006277535576373339,0.0008769829291850328,6.154226139187813e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,,8-6-4-2,conservative,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.01688458281569183,False,406,159,3348,3,3,3,1.0,6,6,6,False,at_max_depth,0,0,0,2863,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.62515789270401e-06,0.007647078484296799,0.0005487366579473019,1.1666910722851753e-05,0.008282651891931891,0.007198874838650227,0.0013728062622249126,1.6957754269242287e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,,8-6-4-2,standard,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,-597.0,0.10956812486983836,False,1899,992,15548,1686,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,13645,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.00018095807172358036,0.036987879080697894,0.002667966764420271,0.004146707942709327,0.0358861496206373,0.06260536541230977,0.00672402698546648,2.4916836991906166e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,,8-6-4-2,standard,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→54,35,54,-190.0,0.04447262501344085,False,734,384,5051,2,2,2,1.0,6,6,6,False,at_max_depth,0,0,0,4317,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.166015863418579e-06,0.011927756713703275,0.0009360285475850105,8.999835699796677e-06,0.01300325128249824,0.02889899956062436,0.0024827071465551853,7.750117219984531e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,,8-6-4-2,standard,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,-110.0,0.22438458306714892,False,2936,1536,20933,26,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,17997,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",3.958120942115784e-06,0.0501014047767967,0.003897784510627389,7.491698488593102e-05,0.05453168321400881,0.1596241935621947,0.010135956341400743,1.3874843716621399e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,,8-6-4-2,standard,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→59,63,59,-569.0,0.016980625223368406,False,335,142,2526,2,2,2,1.0,6,6,6,False,at_max_depth,0,0,0,2191,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",2.208864316344261e-06,0.006120077567175031,0.00045645516365766525,1.4709075912833214e-05,0.006633859593421221,0.009123007766902447,0.0011362575460225344,7.058237679302692e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,,8-6-4-2,standard,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999997.0,0.09385633398778737,False,1851,778,14634,23,8,8,1.0,6,6,6,False,at_max_depth,0,0,0,12783,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",3.7080608308315277e-06,0.03499368904158473,0.002619212493300438,6.79579097777605e-05,0.03791596251539886,0.04937207419425249,0.006485172314569354,1.1458992958068848e-05,True,True
