config_id,agent,depth,initial_depth,max_depth,target_time_sec,branch_limit,beam_widths,profile,position_id,seed,split,category,turn,sequence_index,remaining_word_count,legal_edge_count,risk_level,selected_edge,start_id,end_id,score,elapsed_time_sec,elapsed_ratio,target_elapsed_ratio,timed_out,nodes_searched,leaf_evaluations,ordering_evaluations,root_candidate_count,selected_root_candidate_count,completed_root_moves,root_completion_rate,effective_depth,depth_before,depth_after,depth_changed,depth_change_reason,recovery_streak,cutoff_count,pruned_move_count,beam_pruned_move_count,null_window_searches,research_count,research_rate,beam_widths_used,legal_move_generation_time_sec,candidate_evaluation_time_sec,candidate_sort_time_sec,root_ordering_time_sec,recursive_ordering_time_sec,leaf_evaluation_time_sec,recursive_other_time_sec,other_time_sec,max_depth_fixed_move_agreement,max_depth_fixed_score_agreement
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,6,6,1.0,,8-6-4-2,fixed,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→20,9,20,1831.25,0.09116083290427923,0.09116083290427923,0.09116083290427923,False,1730,801,14168,37,8,8,1.0,6,6,6,False,adaptive_disabled,0,0,0,12223,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",4.916917532682419e-06,0.03330835769884288,0.0023927080910652876,0.00010079191997647285,0.03598044626414776,0.04899716516956687,0.00606280448846519,1.4708144590258598e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,6,6,1.0,,8-6-4-2,fixed,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,-799.5,0.012443500105291605,0.012443500105291605,0.012443500105291605,False,254,112,2058,2,2,2,1.0,6,6,6,False,adaptive_disabled,0,0,0,1771,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.3748649507761002e-06,0.004787955665960908,0.000352037837728858,8.082948625087738e-06,0.005190531723201275,0.006312247598543763,0.0008685535285621881,6.270944140851498e-05,True,True
beam_negamax_d6_w8-6-4-2__fixed,beam_negamax,6,6,6,1.0,,8-6-4-2,fixed,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.01737366709858179,0.01737366709858179,0.01737366709858179,False,406,159,3348,3,3,3,1.0,6,6,6,False,adaptive_disabled,0,0,0,2863,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.7499551177024841e-06,0.0078401705250144,0.0005709899123758078,1.6666948795318604e-05,0.008497504983097315,0.007434378378093243,0.0014002416282892227,2.312520518898964e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,6,7,0.25,,8-6-4-2,conservative,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,-597.0,0.1105137919075787,0.1105137919075787,0.4420551676303148,False,1899,992,15548,1686,8,8,1.0,6,6,6,False,recovery_streak_reset,0,0,0,13645,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.0001688748598098755,0.037173208547756076,0.002730816137045622,0.004230374936014414,0.03606641944497824,0.06308644777163863,0.006930007832124829,3.1667063012719154e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,6,7,0.25,,8-6-4-2,conservative,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→54,35,54,-190.0,0.044283082941547036,0.044283082941547036,0.17713233176618814,False,734,384,5051,2,2,2,1.0,6,6,6,False,recovery_wait,1,0,0,4317,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.416075974702835e-06,0.01186061860062182,0.0009196479804813862,1.0584015399217606e-05,0.01291156536899507,0.02883103839121759,0.002451229142025113,7.724994793534279e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,6,7,0.25,,8-6-4-2,conservative,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,-110.0,0.22073212498798966,0.22073212498798966,0.8829284999519587,False,2936,1536,20933,26,8,8,1.0,6,6,5,True,elapsed_ratio_high,0,0,0,17997,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",4.125060513615608e-06,0.04909964511170983,0.0037492276169359684,7.679197005927563e-05,0.053352318704128265,0.15745910466648638,0.009826451539993286,1.3333046808838844e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,6,7,0.25,,8-6-4-2,conservative,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→63,63,63,1047.5,0.008796292124316096,0.008796292124316096,0.035185168497264385,False,180,82,1313,2,2,2,1.0,5,5,5,False,recovery_wait,1,0,0,1133,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",1.375097781419754e-06,0.00310879317112267,0.0002464915160089731,1.00000761449337e-05,0.0033827403094619513,0.004777329973876476,0.0006082206964492798,1.6625970602035522e-05,False,False
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,6,7,0.25,,8-6-4-2,conservative,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999997.0,0.050181041937321424,0.050181041937321424,0.2007241677492857,False,1013,419,7740,23,8,8,1.0,5,5,5,False,recovery_wait,2,0,0,6727,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",3.6670826375484467e-06,0.018358118599280715,0.0014172906521707773,6.537488661706448e-05,0.0198958539403975,0.026728126220405102,0.0034756867680698633,1.2333039194345474e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,6,7,0.25,,8-6-4-2,conservative,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,63→63,63,63,-159.0,0.15585233294405043,0.15585233294405043,0.6234093317762017,False,2265,1184,16552,1678,8,8,1.0,6,6,6,False,recovery_streak_reset,0,0,0,14282,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.00016079191118478775,0.03968192404136062,0.0030428089667111635,0.004139208933338523,0.039060130482539535,0.10459382412955165,0.007868712535127997,2.966495230793953e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,6,7,0.25,,8-6-4-2,conservative,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→8,2,8,-79.0,0.2193182499613613,0.2193182499613613,0.8772729998454452,False,2204,1070,17705,29,8,8,1.0,6,6,5,True,elapsed_ratio_high,0,0,0,15334,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",4.791887477040291e-06,0.056288225343450904,0.0048915972001850605,8.437503129243851e-05,0.061966094421222806,0.14647857355885208,0.01076674903742969,1.7666025087237358e-05,True,True
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,6,7,0.25,,8-6-4-2,conservative,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→20,9,20,799.5,0.052544291131198406,0.052544291131198406,0.21017716452479362,False,929,475,6634,37,8,8,1.0,5,5,5,False,recovery_wait,1,0,0,5627,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",5.707843229174614e-06,0.01582959806546569,0.0011719788890331984,0.00010395911522209644,0.017087064450606704,0.03203236754052341,0.0032996099907904863,1.5582190826535225e-05,True,False
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,6,7,0.25,,8-6-4-2,conservative,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,768.0,0.007642833981662989,0.007642833981662989,0.030571335926651955,False,142,72,1062,2,2,2,1.0,5,5,5,False,recovery_wait,2,0,0,909,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",1.458916813135147e-06,0.0025485821533948183,0.0001879553310573101,7.3749106377363205e-06,0.0027599160093814135,0.0043130924459546804,0.0004910326097160578,6.995908915996552e-05,True,False
beam_negamax_d6_w8-6-4-2__conservative,beam_negamax,6,6,7,0.25,,8-6-4-2,conservative,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.012106958078220487,0.012106958078220487,0.04842783231288195,False,247,114,1739,3,3,3,1.0,5,5,6,True,recovered,0,0,0,1459,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",1.334119588136673e-06,0.004099532263353467,0.00030552735552191734,1.1999858543276787e-05,0.00444927578791976,0.006790789542719722,0.0008368096314370632,1.674913801252842e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,6,8,0.4,,8-6-4-2,standard,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,-597.0,0.113507374888286,0.113507374888286,0.283768437220715,False,1899,992,15548,1686,8,8,1.0,6,6,6,False,recovery_wait,1,0,0,13645,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.0001582079567015171,0.038053590105846524,0.002834093291312456,0.004214833024889231,0.037093935534358025,0.06479123933240771,0.007220950210466981,2.820882946252823e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,6,8,0.4,,8-6-4-2,standard,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→54,35,54,-190.0,0.06636012508533895,0.06636012508533895,0.16590031271334738,False,734,384,5051,2,2,2,1.0,6,6,6,False,recovery_wait,2,0,0,4317,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.8330756574869156e-06,0.01690311194397509,0.0021379180252552032,1.5625031664967537e-05,0.019394742790609598,0.04273995920084417,0.0040375059470534325,0.00017045903950929642,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,6,8,0.4,,8-6-4-2,standard,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,-110.0,0.23662095796316862,0.23662095796316862,0.5915523949079216,False,2936,1536,20933,26,8,8,1.0,6,6,6,False,recovery_streak_reset,0,0,0,17997,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",6.958143785595894e-06,0.05247440515086055,0.004184239078313112,9.275018237531185e-05,0.057254690676927567,0.16820576786994934,0.011041291523724794,1.949956640601158e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,6,8,0.4,,8-6-4-2,standard,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→59,63,59,-569.0,0.016359540866687894,0.016359540866687894,0.040898852166719735,False,335,142,2526,2,2,2,1.0,6,6,6,False,recovery_wait,1,0,0,2191,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.500127837061882e-06,0.005825202679261565,0.00043995119631290436,1.091696321964264e-05,0.006323990412056446,0.008839787216857076,0.0011165975593030453,6.674858741462231e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,6,8,0.4,,8-6-4-2,standard,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999997.0,0.09335966710932553,0.09335966710932553,0.23339916777331382,False,1851,778,14634,23,8,8,1.0,6,6,6,False,recovery_wait,2,0,0,12783,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",3.6249402910470963e-06,0.03454291680827737,0.002594500547274947,6.562517955899239e-05,0.03742197761312127,0.049206359311938286,0.006649120943620801,1.295912079513073e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,6,8,0.4,,8-6-4-2,standard,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,63→63,63,63,-159.0,0.15636783395893872,0.15636783395893872,0.3909195848973468,False,2265,1184,16552,1678,8,8,1.0,6,6,6,False,recovery_wait,1,0,0,14282,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.00015833391807973385,0.040018423460423946,0.003071477171033621,0.004177417140454054,0.03939132369123399,0.104692576918751,0.007920391391962767,2.7790898457169533e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,6,8,0.4,,8-6-4-2,standard,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→8,2,8,-79.0,0.16419525002129376,0.16419525002129376,0.4104881250532344,False,2204,1070,17705,29,8,8,1.0,6,6,6,False,recovery_wait,2,0,0,15334,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",4.791887477040291e-06,0.04163110698573291,0.0030245473608374596,8.087512105703354e-05,0.045048982137814164,0.11128169624134898,0.0077651136089116335,1.3791024684906006e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,6,8,0.4,,8-6-4-2,standard,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→20,9,20,1831.25,0.09046674985438585,0.09046674985438585,0.22616687463596463,False,1730,801,14168,37,8,8,1.0,6,6,7,True,recovered,0,0,0,12223,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",6.00004568696022e-06,0.03305008681491017,0.0023752294946461916,0.00011354195885360241,0.03569003939628601,0.048537072725594044,0.006101679755374789,1.8415972590446472e-05,True,True
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,6,8,0.4,,8-6-4-2,standard,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,-1831.25,0.018398792017251253,0.018398792017251253,0.04599698004312813,False,413,159,3502,2,2,2,1.0,7,7,7,False,recovery_wait,1,0,0,3013,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2}",1.4579854905605316e-06,0.008036380168050528,0.0005968997720628977,7.95791856944561e-06,0.008727320469915867,0.008217330323532224,0.0013816833961755037,6.30419235676527e-05,True,False
beam_negamax_d6_w8-6-4-2__standard,beam_negamax,6,6,8,0.4,,8-6-4-2,standard,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.021683417027816176,0.021683417027816176,0.05420854256954044,False,588,182,5187,3,3,3,1.0,7,7,7,False,recovery_wait,2,0,0,4436,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2}",1.5408731997013092e-06,0.01177046587690711,0.000851939432322979,1.1833151802420616e-05,0.01277014589868486,0.0069270452950149775,0.0019550167489796877,1.7835060134530067e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,6,8,0.6,,8-6-4-2,aggressive,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,-597.0,0.11073812516406178,0.11073812516406178,0.184563541940103,False,1899,992,15548,1686,8,8,1.0,6,6,6,False,recovery_wait,1,0,0,13645,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.00016145803965628147,0.03714630869217217,0.0026999444235116243,0.004126250045374036,0.03610855923034251,0.06343629653565586,0.006878978339955211,2.6582973077893257e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,6,8,0.6,,8-6-4-2,aggressive,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→54,35,54,-190.0,0.04456833400763571,0.04456833400763571,0.07428055667939286,False,734,384,5051,2,2,2,1.0,6,6,7,True,recovered,0,0,0,4317,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.3748649507761002e-06,0.01200533239170909,0.0009283248800784349,1.0833842679858208e-05,0.013068233383819461,0.02893399680033326,0.0024761869572103024,7.77081586420536e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,6,8,0.6,,8-6-4-2,aggressive,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,589.0,0.43095987499691546,0.43095987499691546,0.7182664583281925,False,6008,3072,43064,26,8,8,1.0,7,7,7,False,recovery_streak_reset,0,0,0,37056,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2}",4.37488779425621e-06,0.10226122592575848,0.007766000926494598,7.558311335742474e-05,0.11116267624311149,0.2991829887032509,0.020519918063655496,1.433398574590683e-05,True,False
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,6,8,0.6,,8-6-4-2,aggressive,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→63,63,63,827.0,0.02970158401876688,0.02970158401876688,0.04950264003127813,False,604,247,4768,2,2,2,1.0,7,7,7,False,recovery_wait,1,0,0,4164,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2}",1.5830155462026596e-06,0.011556496378034353,0.000871030380949378,1.1874828487634659e-05,0.012553195236250758,0.014999913517385721,0.0021137660369277,2.1251384168863297e-05,False,False
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,6,8,0.6,,8-6-4-2,aggressive,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999997.0,0.19996683299541473,0.19996683299541473,0.3332780549923579,False,3407,1454,28919,23,8,8,1.0,7,7,8,True,recovered,0,0,0,25512,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2}",4.9578957259655e-06,0.0808871709741652,0.006276086671277881,7.329089567065239e-05,0.08802510309033096,0.09649979812093079,0.015344598796218634,1.9084196537733078e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,6,8,0.6,,8-6-4-2,aggressive,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,63→63,63,63,-159.0,0.15466366684995592,0.15466366684995592,0.2577727780832599,False,2265,1184,16552,1678,8,8,1.0,6,6,6,False,recovery_wait,1,0,0,14282,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.00016875006258487701,0.039566182997077703,0.0029621783178299665,0.004270790843293071,0.03872594563290477,0.10365440091118217,0.00781211256980896,3.16668301820755e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,6,8,0.6,,8-6-4-2,aggressive,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→8,2,8,-79.0,0.16394991613924503,0.16394991613924503,0.2732498602320751,False,2204,1070,17705,29,8,8,1.0,6,6,7,True,recovered,0,0,0,15334,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",5.249865353107452e-06,0.04153823689557612,0.002959260018542409,8.562486618757248e-05,0.044894884107634425,0.11120224231854081,0.007745581679046154,1.633330248296261e-05,True,True
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,6,8,0.6,,8-6-4-2,aggressive,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→20,9,20,3326.733916083916,0.14565599989145994,0.14565599989145994,0.2427599998190999,False,3001,1271,24398,37,8,8,1.0,7,7,7,False,recovery_wait,1,0,0,20897,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2}",5.249865353107452e-06,0.05605863220989704,0.003978351131081581,0.00010258401744067669,0.06064931070432067,0.07458076672628522,0.010302797425538301,1.5291152521967888e-05,True,False
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,6,8,0.6,,8-6-4-2,aggressive,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,-1831.25,0.018335415981709957,0.018335415981709957,0.030559026636183262,False,413,159,3502,2,2,2,1.0,7,7,8,True,recovered,0,0,0,3013,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2}",1.5830155462026596e-06,0.008039994165301323,0.0005686059594154358,7.834052667021751e-06,0.008704393170773983,0.008181411307305098,0.0013779876753687859,6.220676004886627e-05,True,False
beam_negamax_d6_w8-6-4-2__aggressive,beam_negamax,6,6,8,0.6,,8-6-4-2,aggressive,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.025286874966695905,0.025286874966695905,0.042144791611159846,False,748,160,6921,3,3,3,1.0,8,8,8,False,at_max_depth,0,0,0,5890,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2, ""6"": 2, ""7"": 2}",1.4579854905605316e-06,0.015646949876099825,0.0010866750963032246,1.1875061318278313e-05,0.01694758073426783,0.005858741467818618,0.002449844731017947,1.737498678267002e-05,True,True
pvs_d5_b8__fixed,pvs,5,5,5,1.0,8,,fixed,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,597.0,0.09470037487335503,0.09470037487335503,0.09470037487335503,False,1481,1103,8216,1686,8,8,1.0,5,5,5,False,adaptive_disabled,0,278,6735,0,1101,1,0.0009082652134423251,{},0.00016791699454188347,0.019633145537227392,0.001730938907712698,0.004144459031522274,0.01737254555337131,0.06706463336013258,0.0059244041331112385,2.641580067574978e-05,True,True
pvs_d5_b8__fixed,pvs,5,5,5,1.0,8,,fixed,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→32,35,32,597.0,0.04754054197110236,0.04754054197110236,0.04754054197110236,False,805,584,4310,2,2,2,1.0,5,5,5,False,adaptive_disabled,0,159,3517,0,569,14,0.02460456942003515,{},1.4579854905605316e-06,0.010098390746861696,0.0010027424432337284,1.0249903425574303e-05,0.01117473840713501,0.03328962670639157,0.003008801955729723,5.566701292991638e-05,True,True
pvs_d5_b8__fixed,pvs,5,5,5,1.0,8,,fixed,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,797.0,0.13614533399231732,0.13614533399231732,0.13614533399231732,False,1677,1104,11207,26,8,8,1.0,5,5,5,False,adaptive_disabled,0,431,9552,0,1081,22,0.020351526364477335,{},4.166970029473305e-06,0.0266053369268775,0.002582133049145341,7.49160535633564e-05,0.029328242409974337,0.10038106213323772,0.006343945395201445,1.3001030310988426e-05,True,True
pvs_d5_b8__fixed,pvs,5,5,5,1.0,8,,fixed,seed0_middle_t27,0,tuning,middle,27,3,2,2,critical,63→63,63,63,827.0,0.010385583154857159,0.010385583154857159,0.010385583154857159,False,189,121,995,2,2,2,1.0,5,5,5,False,adaptive_disabled,0,33,810,0,133,4,0.03007518796992481,{},1.500127837061882e-06,0.0023683796171098948,0.00023762299679219723,9.666895493865013e-06,0.0026160008274018764,0.00702940858900547,0.0007122575771063566,1.674913801252842e-05,True,True
pvs_d5_b8__fixed,pvs,5,5,5,1.0,8,,fixed,seed0_late_t49,0,tuning,late,49,4,78,23,normal,11→28,11,28,999995.0,0.029203415848314762,0.029203415848314762,0.029203415848314762,False,596,252,4850,23,8,8,1.0,5,5,5,False,adaptive_disabled,0,165,4261,0,377,7,0.01856763925729443,{},3.541121259331703e-06,0.01139517081901431,0.0011263659689575434,6.441702134907246e-05,0.012533811153843999,0.014369795797392726,0.002222268143668771,9.582610800862312e-06,True,True
pvs_d5_b8__fixed,pvs,5,5,5,1.0,8,,fixed,seed1_early_t0,1,tuning,early,0,0,5000,1678,normal,13→35,13,35,758.5,0.045315624913200736,0.045315624913200736,0.045315624913200736,False,614,422,4676,1678,8,8,1.0,5,5,5,False,adaptive_disabled,0,119,4005,0,420,1,0.002380952380952381,{},0.00015454087406396866,0.011046640342101455,0.0008572032675147057,0.00409670895896852,0.007882324047386646,0.030719567788764834,0.0024375661741942167,2.491706982254982e-05,True,True
pvs_d5_b8__fixed,pvs,5,5,5,1.0,8,,fixed,seed1_early_pruning_t75,1,tuning,early_pruning,75,1,66,29,normal,2→12,2,12,788.0,0.5199242080561817,0.5199242080561817,0.5199242080561817,False,7034,4934,36706,29,8,8,1.0,5,5,5,False,adaptive_disabled,0,1622,29584,0,4867,68,0.01397164577768646,{},5.125068128108978e-06,0.0905924120452255,0.009670529281720519,8.32919031381607e-05,0.10110744787380099,0.3910761922597885,0.02763798483647406,1.416611485183239e-05,True,True
pvs_d5_b8__fixed,pvs,5,5,5,1.0,8,,fixed,seed1_middle_t120,1,tuning,middle,120,2,90,37,normal,9→49,9,49,768.0,0.068272499833256,0.068272499833256,0.068272499833256,False,1125,737,7059,37,8,8,1.0,5,5,5,False,adaptive_disabled,0,277,5910,0,719,19,0.02642559109874826,{},4.458008334040642e-06,0.016413720091804862,0.0016096271574497223,0.00010004197247326374,0.018060598988085985,0.04593295603990555,0.004161403048783541,1.3041775673627853e-05,True,True
pvs_d5_b8__fixed,pvs,5,5,5,1.0,8,,fixed,seed1_few_legal_t121,1,tuning,few_legal,121,3,4,2,critical,20→2,20,2,667.0,0.05649054213427007,0.05649054213427007,0.05649054213427007,False,961,675,5209,2,2,2,1.0,5,5,5,False,adaptive_disabled,0,208,4245,0,662,20,0.030211480362537766,{},1.9168946892023087e-06,0.012270007282495499,0.0012381051201373339,1.3082986697554588e-05,0.01359881809912622,0.03931410750374198,0.0034943653736263514,6.825127638876438e-05,True,True
pvs_d5_b8__fixed,pvs,5,5,5,1.0,8,,fixed,seed1_late_t236,1,tuning,late,236,4,4,3,danger,35→63,35,63,-999996.0,0.0008184581529349089,0.0008184581529349089,0.0008184581529349089,False,23,6,224,3,3,3,1.0,5,5,5,False,adaptive_disabled,0,10,194,0,10,0,0.0,{},1.5408731997013092e-06,0.0005211695097386837,5.879392847418785e-05,1.3250159099698067e-05,0.0005735845770686865,0.0001288331113755703,8.245720528066158e-05,1.8792226910591125e-05,True,True
pvs_d5_b8__conservative,pvs,5,5,6,0.25,8,,conservative,seed0_early_t0,0,tuning,early,0,0,5000,1686,normal,1→35,1,35,597.0,0.09343329211696982,0.09343329211696982,0.3737331684678793,False,1481,1103,8216,1686,8,8,1.0,5,5,5,False,recovery_wait,1,278,6735,0,1101,1,0.0009082652134423251,{},0.000152332941070199,0.019468778045848012,0.0017405569087713957,0.004108250141143799,0.01723970309831202,0.06622008397243917,0.0056875457521528006,2.537621185183525e-05,True,True
pvs_d5_b8__conservative,pvs,5,5,6,0.25,8,,conservative,seed0_few_legal_t6,0,tuning,few_legal,6,1,2,2,critical,35→32,35,32,597.0,0.04747562506236136,0.04747562506236136,0.18990250024944544,False,805,584,4310,2,2,2,1.0,5,5,5,False,recovery_wait,2,159,3517,0,569,14,0.02460456942003515,{},1.1669471859931946e-06,0.010098392143845558,0.0009975798893719912,9.040813893079758e-06,0.01117556681856513,0.03326201671734452,0.002973999362438917,5.3834402933716774e-05,True,True
pvs_d5_b8__conservative,pvs,5,5,6,0.25,8,,conservative,seed0_early_pruning_t17,0,tuning,early_pruning,17,2,44,26,normal,28→60,28,60,797.0,0.137041375041008,0.137041375041008,0.548165500164032,False,1677,1104,11207,26,8,8,1.0,5,5,5,False,recovery_streak_reset,0,431,9552,0,1081,22,0.020351526364477335,{},3.375113010406494e-06,0.026837691199034452,0.0026221489533782005,7.254118099808693e-05,0.029598086839541793,0.10106782871298492,0.006286417366936803,1.31258275359869e-05,True,True
