match_id,turn,agent,candidate_count,survival_min,survival_max,survival_varies,survival_changes_static_best,selected_equals_attack_best,selected_equals_total_best,agent_won
D10000_seed0_pvs_vs_beam_negamax,72,beam_negamax,10,0.0,852.6833333333334,True,False,False,False,False
D10000_seed0_pvs_vs_beam_negamax,78,beam_negamax,9,0.0,834.3833333333333,True,False,False,False,False
D10000_seed0_pvs_vs_beam_negamax,80,beam_negamax,8,0.0,834.3833333333333,True,False,False,False,False
D10000_seed0_pvs_vs_beam_negamax,82,beam_negamax,7,0.0,834.35,True,False,False,False,False
D10000_seed0_pvs_vs_beam_negamax,84,beam_negamax,6,0.0,834.2,True,False,True,True,False
D20000_seed0_greedy_vs_beam_negamax,60,beam_negamax,7,0.0,1043.3634615384615,True,False,False,False,True
D20000_seed0_greedy_vs_beam_negamax,62,beam_negamax,7,0.0,1043.351923076923,True,False,False,False,True
D20000_seed0_greedy_vs_beam_negamax,64,beam_negamax,6,0.0,1043.3403846153847,True,False,False,False,True
D20000_seed0_greedy_vs_beam_negamax,66,beam_negamax,6,0.0,1043.3288461538461,True,False,False,False,True
D20000_seed0_alpha_beta_vs_beam_negamax,98,beam_negamax,7,0.0,576.2169811320755,True,False,True,True,False
D20000_seed0_alpha_beta_vs_beam_negamax,130,beam_negamax,10,0.0,428.0377358490566,True,False,True,True,False
D20000_seed0_alpha_beta_vs_beam_negamax,132,beam_negamax,9,0.0,409.9754716981132,True,False,True,True,False
D20000_seed0_alpha_beta_vs_beam_negamax,134,beam_negamax,8,0.0,391.9132075471698,True,False,True,True,False
D20000_seed0_alpha_beta_vs_beam_negamax,136,beam_negamax,7,0.0,373.8509433962264,True,False,True,True,False
D20000_seed0_alpha_beta_vs_beam_negamax,138,beam_negamax,7,0.0,355.788679245283,True,False,True,True,False
D20000_seed0_alpha_beta_vs_pvs,127,alpha_beta,7,0.0,578.0288461538462,True,False,True,True,False
D20000_seed0_alpha_beta_vs_pvs,131,alpha_beta,7,0.0,577.9538461538461,True,False,True,True,False
D20000_seed0_alpha_beta_vs_pvs,145,alpha_beta,6,0.0,366.45714285714286,True,False,False,False,False
D20000_seed0_alpha_beta_vs_pvs,147,alpha_beta,6,0.0,348.3897959183673,True,False,True,True,False
D20000_seed0_alpha_beta_vs_pvs,173,alpha_beta,6,0.0,342.6245283018868,True,False,True,True,False
D20000_seed0_alpha_beta_vs_pvs,175,alpha_beta,6,0.0,342.60188679245283,True,False,True,True,False
D20000_seed0_alpha_beta_vs_pvs,177,alpha_beta,6,0.0,342.57924528301885,True,False,True,True,False
D20000_seed0_alpha_beta_vs_pvs,179,alpha_beta,6,0.0,342.55660377358487,True,False,True,True,False
D20000_seed0_alpha_beta_vs_pvs,181,alpha_beta,6,0.0,338.53396226415094,True,False,True,True,False
D20000_seed0_alpha_beta_vs_pvs,187,alpha_beta,5,0.0,321.47142857142853,True,False,True,True,False
D20000_seed0_beam_negamax_vs_alpha_beta,75,beam_negamax,7,0.0,574.9773584905661,True,False,True,True,False
D20000_seed0_beam_negamax_vs_alpha_beta,85,beam_negamax,7,0.0,673.0615384615385,True,False,True,True,False
D20000_seed0_beam_negamax_vs_alpha_beta,233,beam_negamax,6,0.0,364.1428571428571,True,False,False,False,False
D20000_seed0_beam_negamax_vs_alpha_beta,235,beam_negamax,6,0.0,360.1183673469388,True,False,True,True,False
D20000_seed0_beam_negamax_vs_alpha_beta,259,beam_negamax,6,0.0,340.53584905660375,True,False,True,True,False
D20000_seed0_beam_negamax_vs_alpha_beta,261,beam_negamax,6,0.0,340.5132075471698,True,False,True,True,False
D20000_seed0_beam_negamax_vs_alpha_beta,263,beam_negamax,6,0.0,340.49056603773585,True,False,True,True,False
D20000_seed0_beam_negamax_vs_alpha_beta,265,beam_negamax,6,0.0,340.46792452830186,True,False,True,True,False
D20000_seed0_beam_negamax_vs_alpha_beta,267,beam_negamax,6,0.0,336.44528301886794,True,False,True,True,False
D20000_seed0_beam_negamax_vs_alpha_beta,273,beam_negamax,5,0.0,319.26734693877546,True,False,True,True,False
D20000_seed0_beam_negamax_vs_pvs,75,beam_negamax,7,0.0,574.9773584905661,True,False,True,True,False
D20000_seed0_beam_negamax_vs_pvs,85,beam_negamax,7,0.0,673.0615384615385,True,False,True,True,False
D20000_seed0_beam_negamax_vs_pvs,233,beam_negamax,6,0.0,364.1428571428571,True,False,False,False,False
D20000_seed0_beam_negamax_vs_pvs,235,beam_negamax,6,0.0,360.1183673469388,True,False,True,True,False
D20000_seed0_beam_negamax_vs_pvs,259,beam_negamax,6,0.0,340.53584905660375,True,False,True,True,False
D20000_seed0_beam_negamax_vs_pvs,261,beam_negamax,6,0.0,340.5132075471698,True,False,True,True,False
D20000_seed0_beam_negamax_vs_pvs,263,beam_negamax,6,0.0,340.49056603773585,True,False,True,True,False
D20000_seed0_beam_negamax_vs_pvs,265,beam_negamax,6,0.0,340.46792452830186,True,False,True,True,False
D20000_seed0_beam_negamax_vs_pvs,267,beam_negamax,6,0.0,336.44528301886794,True,False,True,True,False
D20000_seed0_beam_negamax_vs_pvs,273,beam_negamax,5,0.0,319.26734693877546,True,False,True,True,False
D20000_seed0_pvs_vs_alpha_beta,127,pvs,7,0.0,578.0288461538462,True,False,True,True,False
D20000_seed0_pvs_vs_alpha_beta,131,pvs,7,0.0,577.9538461538461,True,False,True,True,False
D20000_seed0_pvs_vs_alpha_beta,145,pvs,6,0.0,366.45714285714286,True,False,False,False,False
D20000_seed0_pvs_vs_alpha_beta,147,pvs,6,0.0,348.3897959183673,True,False,True,True,False
D20000_seed0_pvs_vs_alpha_beta,173,pvs,6,0.0,342.6245283018868,True,False,True,True,False
D20000_seed0_pvs_vs_alpha_beta,175,pvs,6,0.0,342.60188679245283,True,False,True,True,False
D20000_seed0_pvs_vs_alpha_beta,177,pvs,6,0.0,342.57924528301885,True,False,True,True,False
D20000_seed0_pvs_vs_alpha_beta,179,pvs,6,0.0,342.55660377358487,True,False,True,True,False
D20000_seed0_pvs_vs_alpha_beta,181,pvs,6,0.0,338.53396226415094,True,False,True,True,False
D20000_seed0_pvs_vs_alpha_beta,187,pvs,5,0.0,321.47142857142853,True,False,True,True,False
D20000_seed0_pvs_vs_beam_negamax,98,beam_negamax,7,0.0,576.2169811320755,True,False,True,True,False
D20000_seed0_pvs_vs_beam_negamax,130,beam_negamax,10,0.0,428.0377358490566,True,False,True,True,False
D20000_seed0_pvs_vs_beam_negamax,132,beam_negamax,9,0.0,409.9754716981132,True,False,True,True,False
D20000_seed0_pvs_vs_beam_negamax,134,beam_negamax,8,0.0,391.9132075471698,True,False,True,True,False
D20000_seed0_pvs_vs_beam_negamax,136,beam_negamax,7,0.0,373.8509433962264,True,False,True,True,False
D20000_seed0_pvs_vs_beam_negamax,138,beam_negamax,7,0.0,355.788679245283,True,False,True,True,False
D20000_seed1_alpha_beta_vs_beam_negamax,146,beam_negamax,7,0.0,606.5235294117647,True,False,False,False,False
D20000_seed1_alpha_beta_vs_beam_negamax,148,beam_negamax,6,0.0,606.5117647058823,True,False,False,False,False
D20000_seed1_alpha_beta_vs_beam_negamax,150,beam_negamax,6,0.0,606.5,True,False,False,False,False
D20000_seed1_alpha_beta_vs_beam_negamax,152,beam_negamax,5,0.0,606.4882352941177,True,False,False,False,False
D20000_seed1_alpha_beta_vs_beam_negamax,154,beam_negamax,5,0.0,606.4764705882353,True,False,False,False,False
D20000_seed1_alpha_beta_vs_pvs,150,pvs,7,0.0,650.3764705882353,True,False,True,True,True
D20000_seed1_alpha_beta_vs_pvs,187,alpha_beta,6,0.0,364.95,True,False,False,False,False
D20000_seed1_alpha_beta_vs_pvs,189,alpha_beta,6,0.0,352.9224137931035,True,False,False,False,False
D20000_seed1_alpha_beta_vs_pvs,195,alpha_beta,6,0.0,348.78793103448277,True,False,True,True,False
D20000_seed1_alpha_beta_vs_pvs,205,alpha_beta,5,0.0,330.53965517241375,True,False,True,True,False
D20000_seed1_beam_negamax_vs_alpha_beta,163,beam_negamax,7,0.0,383.88,True,False,True,True,False
D20000_seed1_beam_negamax_vs_alpha_beta,165,beam_negamax,6,0.0,365.81399999999996,True,False,False,False,False
D20000_seed1_beam_negamax_vs_alpha_beta,167,beam_negamax,6,0.0,361.78999999999996,True,False,False,False,False
D20000_seed1_beam_negamax_vs_alpha_beta,169,beam_negamax,6,0.0,357.766,True,False,True,True,False
D20000_seed1_beam_negamax_vs_alpha_beta,189,beam_negamax,7,0.0,342.3698113207547,True,False,True,True,False
D20000_seed1_beam_negamax_vs_alpha_beta,191,beam_negamax,6,0.0,342.3075471698113,True,False,True,True,False
D20000_seed1_beam_negamax_vs_alpha_beta,193,beam_negamax,6,0.0,342.2849056603773,True,False,True,True,False
D20000_seed1_beam_negamax_vs_alpha_beta,195,beam_negamax,6,0.0,342.2622641509434,True,False,True,True,False
D20000_seed1_beam_negamax_vs_alpha_beta,197,beam_negamax,6,0.0,338.2396226415094,True,False,True,True,False
D20000_seed1_beam_negamax_vs_alpha_beta,203,beam_negamax,5,0.0,317.06399999999996,True,False,True,True,False
D20000_seed1_beam_negamax_vs_pvs,163,beam_negamax,7,0.0,383.88,True,False,True,True,False
D20000_seed1_beam_negamax_vs_pvs,165,beam_negamax,6,0.0,365.81399999999996,True,False,False,False,False
D20000_seed1_beam_negamax_vs_pvs,167,beam_negamax,6,0.0,361.78999999999996,True,False,False,False,False
D20000_seed1_beam_negamax_vs_pvs,169,beam_negamax,6,0.0,357.766,True,False,True,True,False
D20000_seed1_beam_negamax_vs_pvs,189,beam_negamax,7,0.0,342.3698113207547,True,False,True,True,False
D20000_seed1_beam_negamax_vs_pvs,191,beam_negamax,6,0.0,342.3075471698113,True,False,True,True,False
D20000_seed1_beam_negamax_vs_pvs,193,beam_negamax,6,0.0,342.2849056603773,True,False,True,True,False
D20000_seed1_beam_negamax_vs_pvs,195,beam_negamax,6,0.0,342.2622641509434,True,False,True,True,False
D20000_seed1_beam_negamax_vs_pvs,197,beam_negamax,6,0.0,338.2396226415094,True,False,True,True,False
D20000_seed1_beam_negamax_vs_pvs,203,beam_negamax,5,0.0,317.06399999999996,True,False,True,True,False
D20000_seed1_pvs_vs_alpha_beta,150,alpha_beta,7,0.0,650.3764705882353,True,False,True,True,True
D20000_seed1_pvs_vs_alpha_beta,187,pvs,6,0.0,364.95,True,False,False,False,False
D20000_seed1_pvs_vs_alpha_beta,189,pvs,6,0.0,352.9224137931035,True,False,False,False,False
D20000_seed1_pvs_vs_alpha_beta,195,pvs,6,0.0,348.78793103448277,True,False,True,True,False
D20000_seed1_pvs_vs_alpha_beta,205,pvs,5,0.0,330.53965517241375,True,False,True,True,False
D20000_seed1_pvs_vs_beam_negamax,146,beam_negamax,7,0.0,606.5235294117647,True,False,False,False,False
D20000_seed1_pvs_vs_beam_negamax,148,beam_negamax,6,0.0,606.5117647058823,True,False,False,False,False
D20000_seed1_pvs_vs_beam_negamax,150,beam_negamax,6,0.0,606.5,True,False,False,False,False
D20000_seed1_pvs_vs_beam_negamax,152,beam_negamax,5,0.0,606.4882352941177,True,False,False,False,False
D20000_seed1_pvs_vs_beam_negamax,154,beam_negamax,5,0.0,606.4764705882353,True,False,False,False,False
D20000_seed2_alpha_beta_vs_beam_negamax,119,alpha_beta,9,0.0,408.7903846153846,True,False,True,True,True
D20000_seed2_alpha_beta_vs_beam_negamax,121,alpha_beta,8,0.0,394.7269230769231,True,False,True,True,True
D20000_seed2_alpha_beta_vs_beam_negamax,123,alpha_beta,7,0.0,376.66346153846155,True,False,True,True,True
D20000_seed2_alpha_beta_vs_beam_negamax,125,alpha_beta,6,0.0,358.59999999999997,True,False,True,True,True
D20000_seed2_alpha_beta_vs_beam_negamax,127,alpha_beta,6,0.0,354.57692307692304,True,False,True,True,True
D20000_seed2_alpha_beta_vs_pvs,143,alpha_beta,5,0.0,358.6755102040816,True,False,True,True,False
D20000_seed2_alpha_beta_vs_pvs,147,alpha_beta,5,0.0,354.6265306122449,True,False,True,True,False
D20000_seed2_alpha_beta_vs_pvs,149,alpha_beta,5,0.0,638.3641509433962,True,False,True,True,False
D20000_seed2_alpha_beta_vs_pvs,153,alpha_beta,5,0.0,641.1192307692309,True,False,True,True,False
D20000_seed2_alpha_beta_vs_pvs,158,pvs,5,0.0,641.0326923076923,True,False,True,True,True
D20000_seed2_beam_negamax_vs_alpha_beta,118,alpha_beta,9,0.0,408.80192307692306,True,False,True,True,True
D20000_seed2_beam_negamax_vs_alpha_beta,120,alpha_beta,8,0.0,394.73846153846154,True,False,True,True,True
D20000_seed2_beam_negamax_vs_alpha_beta,122,alpha_beta,7,0.0,376.675,True,False,True,True,True
D20000_seed2_beam_negamax_vs_alpha_beta,124,alpha_beta,6,0.0,358.61153846153843,True,False,True,True,True
D20000_seed2_beam_negamax_vs_alpha_beta,126,alpha_beta,6,0.0,354.5884615384615,True,False,True,True,True
D20000_seed2_beam_negamax_vs_pvs,118,pvs,9,0.0,408.80192307692306,True,False,True,True,True
D20000_seed2_beam_negamax_vs_pvs,120,pvs,8,0.0,394.73846153846154,True,False,True,True,True
D20000_seed2_beam_negamax_vs_pvs,122,pvs,7,0.0,376.675,True,False,True,True,True
D20000_seed2_beam_negamax_vs_pvs,124,pvs,6,0.0,358.61153846153843,True,False,True,True,True
D20000_seed2_beam_negamax_vs_pvs,126,pvs,6,0.0,354.5884615384615,True,False,True,True,True
D20000_seed2_pvs_vs_alpha_beta,143,pvs,5,0.0,358.6755102040816,True,False,True,True,False
D20000_seed2_pvs_vs_alpha_beta,147,pvs,5,0.0,354.6265306122449,True,False,True,True,False
D20000_seed2_pvs_vs_alpha_beta,149,pvs,5,0.0,638.3641509433962,True,False,True,True,False
D20000_seed2_pvs_vs_alpha_beta,153,pvs,5,0.0,641.1192307692309,True,False,True,True,False
D20000_seed2_pvs_vs_alpha_beta,158,alpha_beta,5,0.0,641.0326923076923,True,False,True,True,True
D20000_seed2_pvs_vs_beam_negamax,119,pvs,9,0.0,408.7903846153846,True,False,True,True,True
D20000_seed2_pvs_vs_beam_negamax,121,pvs,8,0.0,394.7269230769231,True,False,True,True,True
D20000_seed2_pvs_vs_beam_negamax,123,pvs,7,0.0,376.66346153846155,True,False,True,True,True
D20000_seed2_pvs_vs_beam_negamax,125,pvs,6,0.0,358.59999999999997,True,False,True,True,True
D20000_seed2_pvs_vs_beam_negamax,127,pvs,6,0.0,354.57692307692304,True,False,True,True,True
