agent,games,wins,losses,draws,win_rate,win_rate_ci95_low,win_rate_ci95_high,first_win_rate,second_win_rate,decision_count,mean_decision_time_sec,max_decision_time_sec,timeout_count,mean_nodes,mean_effective_depth,depth_change_count,mode_switch_count,fallback_count,exact_attempt_count,exact_success_count,exact_timeout_count,exact_limit_count,null_window_search_count,research_count,beam_pruned_move_count
alpha_beta,10,3,7,0,0.3,0.10779126740630099,0.6032218525388546,0.2,0.4,549,0.3379851511839708,1.000034,20,4254.001821493624,6.287795992714026,184,0,0,0,0,0,0,0,0,0
beam_alpha_beta,140,88,52,0,0.6285714285714286,0.546100629606141,0.7041749188702957,0.7142857142857143,0.5428571428571428,11558,0.22182857553209898,1.00003,9,3385.6611870565844,8.905087385360789,480,0,0,0,0,0,0,0,0,438106633
beam_pvs,10,3,7,0,0.3,0.10779126740630099,0.6032218525388546,0.4,0.2,1032,0.22611315310077518,0.869834,0,3985.0901162790697,8.918604651162791,46,0,0,0,0,0,0,1436770,33426,43179437
dynamic_beam_alpha_beta,20,5,15,0,0.25,0.11186170140766569,0.468700877618744,0.3,0.2,1472,0.2788097880434783,1.000035,26,3568.6134510869565,8.419836956521738,244,0,0,0,0,0,0,0,0,60320579
dynamic_beam_pvs,20,6,14,0,0.3,0.1454772448676043,0.5189728183535235,0.5,0.1,1343,0.2566408883097543,1.000058,12,3402.048399106478,8.499627699180937,234,0,0,0,0,0,0,1947350,34308,54487406
dynamic_proof_extension_beam_alpha_beta,20,9,11,0,0.45,0.2581978582556243,0.6579146575496577,0.5,0.4,1678,0.3160138134684148,1.000019,24,1825.119189511323,7.592371871275327,374,0,0,0,0,0,0,0,0,35498510
endgame_exact_hybrid,20,11,9,0,0.55,0.34208534245034233,0.7418021417443759,0.6,0.5,2108,0.23743635009487665,1.126561,3,3952.7931688804556,8.922201138519924,58,0,0,9,9,0,0,0,0,86692723
proof_extension_beam_alpha_beta,20,8,12,0,0.4,0.21880653237281705,0.6134184992377469,0.6,0.2,2121,0.32081856199905706,1.016709,3,2169.174917491749,8.279113625648279,300,0,0,53994,50686,0,0,0,0,51894989
research_adaptive_beam,20,7,13,0,0.35,0.18119182410108206,0.5671457233147638,0.4,0.3,1273,0.3487597014925373,1.000027,17,4508.843676355067,8.04241948153967,342,341,17,0,0,0,0,1796442,39393,66590429
