agent,games,wins,losses,draws,win_rate,win_rate_ci95_low,win_rate_ci95_high,mean_match_turns,mean_time_sec,timeout_count,invalid_move_count,nodes_per_move,candidate_evaluations_per_move
alpha_beta,90,83,7,0,0.9222222222222223,0.8480613981740798,0.9618151846827111,40.4,0.11919846247240619,0,0,1261.0507726269316,6533.210264900662
beam_negamax,90,76,14,0,0.8444444444444444,0.7556715472270163,0.9050172440508919,53.63333333333333,0.09162975747508305,0,0,1143.6839700996677,7722.716777408637
graph_control,90,53,37,0,0.5888888888888889,0.48563237347145555,0.684867959761553,22.177777777777777,0.057542833333333335,24,0,0.0,91.45080321285141
greedy,90,54,36,0,0.6,0.4967030736405094,0.6951098012466252,22.544444444444444,0.0004445665024630542,0,0,0.0,0.0
minimax,90,82,8,0,0.9111111111111111,0.8342945337394592,0.9542695074632055,40.25555555555555,0.04444898448753463,0,0,493.74072022160664,1345.1556786703602
monte_carlo,210,44,166,0,0.20952380952380953,0.1599468720029172,0.2695370051048569,51.91904761904762,0.24724456373626374,0,0,0.0,0.0
pvs,90,83,7,0,0.9222222222222223,0.8480613981740798,0.9618151846827111,41.15555555555556,0.12477532249322493,0,0,1363.2119241192413,7799.358807588076
random,210,5,205,0,0.023809523809523808,0.01021190353883258,0.05451576385096098,51.61904761904762,2.7253585877160722e-05,0,0,0.0,0.0
