match_id,turn,dict_size,remaining_bin,remaining_word_rate,graph_control_won,candidate_count,score_range,score_stddev,best_score_tie_count,distinct_score_count,all_candidates_tied,all_candidate_score_range_including_terminal,scc_nearly_whole,reachable_chars_all_same,reachable_edges_nearly_same,feature_contribution,greedy_agreement,alpha_beta_agreement,evaluation_time_sec,scc_time_sec,reachability_time_sec,local_time_sec
D5000_seed0_graph_control_vs_beam_negamax_rep0,19,5000,80-100%,0.9964,False,2,0.0783428663932142,0.0391714331966071,1,2,False,0.0783428663932142,True,True,True,local_only,,,0.0019397500436753035,0.0008699169848114252,5.3875031881034374e-05,9.92080895230174e-05
D5000_seed0_graph_control_vs_beam_negamax_rep0,21,5000,80-100%,0.996,False,1,0.0,0.0,1,1,True,0.0,False,True,True,neither,,,0.0009212079457938671,0.0004146250430494547,2.7499976567924023e-05,5.0292001105844975e-05
D5000_seed1_random_vs_graph_control_rep0,2,5000,80-100%,0.9998,True,16,1.661040882411843,0.4571309295012766,1,15,False,1000000010.2543389,True,False,False,both,,,0.008864959003403783,0.004227294237352908,0.00022929301485419273,0.0004410417750477791
D5000_seed1_random_vs_graph_control_rep0,4,5000,80-100%,0.9994,True,18,1.5406077462027383,0.41075218646953804,1,17,False,1000000010.3686193,True,False,False,both,,,0.009679541923105717,0.004566626972518861,0.00024924997705966234,0.00048091704957187176
D5000_seed1_random_vs_graph_control_rep0,6,5000,80-100%,0.999,True,38,2.1287388810304897,0.40646463296949237,1,37,False,1000000010.693883,True,False,False,both,,,0.020399624947458506,0.009594746050424874,0.0005351207219064236,0.0010507077677175403
D5000_seed1_random_vs_graph_control_rep0,8,5000,80-100%,0.9986,True,26,1.1345441288009273,0.27607193067249775,1,25,False,1000000009.7503873,True,False,False,both,,,0.014000750030390918,0.006550747202709317,0.00036404316779226065,0.000709833693690598
D5000_seed1_random_vs_graph_control_rep0,10,5000,80-100%,0.9982,True,23,2.6131963315254136,0.5261657146600526,1,22,False,1000000011.2005523,True,False,False,both,,,0.011965208919718862,0.005814912146888673,0.0003143741050735116,0.0006117098964750767
D5000_seed1_random_vs_graph_control_rep0,12,5000,80-100%,0.9978,True,3,1.5214157351847053,0.7607078675923526,1,2,False,1000000011.1825975,True,False,False,both,,,0.0013998330105096102,0.0007608758751302958,3.041699528694153e-05,4.608393646776676e-05
D5000_seed1_random_vs_graph_control_rep0,14,5000,80-100%,0.9974,True,2,0.0,0.0,1,1,True,1000000009.6977522,True,False,False,both,,,0.0008486249716952443,0.0005128741031512618,1.612398773431778e-05,3.058300353586674e-05
D5000_seed1_random_vs_graph_control_rep0,16,5000,80-100%,0.997,True,41,16.179992768111646,2.4353398273244355,1,40,False,1000000024.8505335,False,False,False,both,,,0.02191387501079589,0.010274750180542469,0.0005667521618306637,0.0011019151424989104
D5000_seed1_random_vs_graph_control_rep1,2,5000,80-100%,0.9998,True,33,1.6890189963489206,0.3958504395068665,1,32,False,1000000010.2543389,True,False,False,both,,,0.019489457947202027,0.009189878008328378,0.0005077088717371225,0.001079292269423604
D5000_seed1_random_vs_graph_control_rep1,4,5000,80-100%,0.9994,True,18,1.5406077462027383,0.41051624652520885,1,17,False,1000000010.3686193,True,False,False,both,,,0.010311875026673079,0.0049374980153515935,0.0002648361260071397,0.0005137489642947912
D5000_seed1_random_vs_graph_control_rep1,6,5000,80-100%,0.999,True,5,1.3847774780097684,0.5085802610135156,1,4,False,1000000010.3298265,True,False,False,both,,,0.0026241670129820704,0.001355209038592875,6.395892705768347e-05,0.00011904106941074133
D5000_seed1_random_vs_graph_control_rep1,8,5000,80-100%,0.9986,True,26,1.1005114042957072,0.27236234193714304,1,25,False,1000000009.6936274,True,False,False,both,,,0.015299541992135346,0.0070950030349195,0.0003873339155688882,0.0007831640541553497
D5000_seed1_random_vs_graph_control_rep1,10,5000,80-100%,0.9982,True,4,1.781013274650105,0.7361409077261316,1,3,False,1000000010.7487682,True,False,False,both,,,0.0022154999896883965,0.0011579999700188637,5.141703877598047e-05,9.074888657778502e-05
D5000_seed1_random_vs_graph_control_rep1,12,5000,80-100%,0.9978,True,38,2.889625081756666,0.4884204314068704,1,37,False,1000000011.476893,True,False,False,both,,,0.028078833944164217,0.012806625221855938,0.0007572073955088854,0.0014505397994071245
D5000_seed1_random_vs_graph_control_rep1,14,5000,80-100%,0.9974,True,19,16.179915102815755,3.5857938208557196,1,18,False,1000000024.8505344,False,False,False,both,,,0.010834124987013638,0.0051123714074492455,0.0002704160287976265,0.0005748311523348093
D5000_seed1_random_vs_graph_control_rep2,2,5000,80-100%,0.9998,True,31,1.6890189963489206,0.32672766358951344,1,30,False,1000000010.2543389,True,False,False,both,,,0.043424083036370575,0.014691831776872277,0.0012996654259040952,0.001295371213927865
D5000_seed1_random_vs_graph_control_rep2,4,5000,80-100%,0.9994,True,6,1.2728466292225828,0.4173554292093141,1,5,False,1000000010.2179062,True,False,False,both,,,0.004363999934867024,0.002219832153059542,0.00011145730968564749,0.0002047497546300292
D5000_seed1_random_vs_graph_control_rep2,6,5000,80-100%,0.999,True,19,1.7953441444814864,0.4397321413479533,1,18,False,1000000010.3604882,True,False,False,both,True,False,0.015865250024944544,0.007468545227311552,0.0004307510098442435,0.0008114979136735201
D5000_seed1_random_vs_graph_control_rep2,8,5000,80-100%,0.9986,True,38,2.1084150581924614,0.40300137356258053,1,37,False,1000000010.6734711,True,False,False,both,,,0.029144832980819046,0.013542496366426349,0.0007737497799098492,0.001468369155190885
D5000_seed1_random_vs_graph_control_rep2,10,5000,80-100%,0.9982,True,18,2.1559556188277664,0.5126304449648528,1,17,False,1000000011.0067319,True,False,False,both,,,0.014121958054602146,0.006541667273268104,0.00037425034679472446,0.000716374721378088
D5000_seed1_random_vs_graph_control_rep2,12,5000,80-100%,0.9978,True,2,0.0,0.0,1,1,True,1000000009.4133584,True,False,False,both,,,0.001181500032544136,0.0007380419410765171,2.2249994799494743e-05,4.175002686679363e-05
D5000_seed1_random_vs_graph_control_rep2,14,5000,80-100%,0.9974,True,31,16.179915102815755,2.810790820307493,1,30,False,1000000024.8505344,False,False,False,both,,,0.025287332944571972,0.011899667093530297,0.0006494561675935984,0.0013111652806401253
D5000_seed1_random_vs_graph_control_rep3,2,5000,80-100%,0.9998,True,23,1.6890189963489206,0.3720233329533074,1,22,False,1000000010.2543389,True,False,False,both,,,0.021707875072024763,0.010327042080461979,0.000558455940335989,0.0012580801267176867
D5000_seed1_random_vs_graph_control_rep3,4,5000,80-100%,0.9994,True,19,1.83404913063033,0.4454444771707554,1,18,False,1000000010.3992811,True,False,False,both,,,0.017522749956697226,0.008262206916697323,0.00045728927943855524,0.0008965020533651114
D5000_seed1_random_vs_graph_control_rep3,6,5000,80-100%,0.999,True,5,1.4154392427156512,0.5202265816199951,1,4,False,1000000010.3604882,True,False,False,both,,,0.0038427080726251006,0.0019074160372838378,9.850005153566599e-05,0.00017204100731760263
D5000_seed1_random_vs_graph_control_rep3,8,5000,80-100%,0.9986,True,18,1.6888520037505579,0.43346575518477565,1,17,False,1000000010.5168885,True,False,False,both,,,0.014202499995008111,0.006647875998169184,0.00036175199784338474,0.0007161659887060523
D5000_seed1_random_vs_graph_control_rep3,10,5000,80-100%,0.9982,True,38,2.4193757747981604,0.43477021521831893,1,37,False,1000000011.0067319,True,False,False,both,,,0.03346250008326024,0.015592749346978962,0.000882043270394206,0.0017765784868970513
D5000_seed1_random_vs_graph_control_rep3,12,5000,80-100%,0.9978,True,2,0.0,0.0,1,1,True,1000000009.4133584,True,False,False,both,,,0.0012450000504031777,0.0007505420362576842,2.5000073947012424e-05,4.554097540676594e-05
D5000_seed1_random_vs_graph_control_rep3,14,5000,80-100%,0.9974,True,41,16.179915102815755,2.4353312093374684,1,40,False,1000000024.8505344,False,False,False,both,,,0.0351123750442639,0.016521203331649303,0.0009302479447796941,0.001859414391219616
D5000_seed1_random_vs_graph_control_rep4,2,5000,80-100%,0.9998,True,26,1.1001639095285682,0.2725047516277094,1,25,False,1000000009.6934619,True,False,False,both,,,0.02106937498319894,0.009777916129678488,0.0005242947954684496,0.0010682501597329974
D5000_seed1_random_vs_graph_control_rep4,4,5000,80-100%,0.9994,True,33,1.6891766254534044,0.350351535580809,1,32,False,1000000010.2544086,True,False,False,both,,,0.029260333045385778,0.01352583325933665,0.000793917803093791,0.0015156639274209738
D5000_seed1_random_vs_graph_control_rep4,6,5000,80-100%,0.999,True,19,1.834207447111309,0.44514842796974113,1,18,False,1000000010.3993515,True,False,False,both,,,0.018570291926153004,0.008653707685880363,0.0005112439393997192,0.0009225414833053946
D5000_seed1_random_vs_graph_control_rep4,8,5000,80-100%,0.9986,True,5,1.415521472802011,0.5199886684797638,1,4,False,1000000010.3605598,True,False,False,both,,,0.004087792010977864,0.0020334161818027496,0.00010025000665336847,0.0001606650184839964
D5000_seed1_random_vs_graph_control_rep4,10,5000,80-100%,0.9982,True,4,0.6322047748105337,0.2590998833310851,1,3,False,1000000009.5999597,True,False,False,both,,,0.002746333018876612,0.001415667007677257,6.66249543428421e-05,0.00012670806609094143
D5000_seed1_random_vs_graph_control_rep4,12,5000,80-100%,0.9978,True,3,0.3644841429977639,0.18224207149888194,1,2,False,1000000009.3322283,True,False,False,both,,,0.0019790410296991467,0.0010620418470352888,4.35409601777792e-05,8.645793423056602e-05
D5000_seed1_random_vs_graph_control_rep4,14,5000,80-100%,0.9974,True,16,2.5102585236325226,0.5991934338413133,1,15,False,1000000011.1259192,True,False,False,both,,,0.013838083948940039,0.006376000004820526,0.0003630813444033265,0.0007016250165179372
