remaining_bin,turns,mean_score_range,mean_score_stddev,mean_best_score_tie_count,mean_distinct_score_count,all_candidates_tied_rate,greedy_agreement_rate,greedy_reference_positions,alpha_beta_agreement_rate,alpha_beta_reference_positions
80-100%,996,2.1518095930172785,0.43892851249204423,0.9738955823293173,23.90963855421687,0.06124497991967871,0.94,100,0.75,100
