agent,beam_pruned_move_count,beam_widths,beam_widths_used,branch_limit,candidate_evaluation_time_sec,candidate_sort_time_sec,category,completed_root_moves,config_id,cutoff_count,depth,depth_after,depth_before,depth_change_reason,depth_changed,effective_depth,elapsed_time_sec,end_id,leaf_evaluation_time_sec,leaf_evaluations,legal_edge_count,legal_move_generation_time_sec,nodes_searched,null_window_searches,ordering_evaluations,other_time_sec,position_id,profile,pruned_move_count,recovery_streak,recursive_ordering_time_sec,recursive_other_time_sec,remaining_word_count,research_count,research_rate,risk_level,root_candidate_count,root_completion_rate,root_ordering_time_sec,score,seed,selected_edge,selected_root_candidate_count,sequence_index,split,start_id,timed_out,turn,max_depth_fixed_move_agreement,max_depth_fixed_score_agreement
pvs,0,,{},8,0.20935615501366556,0.02969613461755216,early,4,pvs_d6_b8__fixed,725,6,6,6,adaptive_disabled,False,6,1.0003150838892907,35,0.6840279893949628,2304,1678,0.000940707977861166,3249,2288,19143,0.00023029185831546783,seed1_early_t0,fixed,15731,0,0.226611262653023,0.07225462282076478,5000,15,0.006555944055944056,normal,1678,0.5,0.016250209184363484,-758.5,1,13→35,8,0,tuning,13,True,0,True,True
pvs,0,,{},8,0.20331633975729346,0.016620701644569635,early_pruning,1,pvs_d6_b8__fixed,377,6,6,6,adaptive_disabled,False,6,1.0455384999513626,63,0.7669364628382027,1078,29,2.491706982254982e-05,1622,1060,9286,7.858383469283581e-05,seed1_early_pruning_t75,fixed,7588,0,0.23067681421525776,0.04709238884970546,66,26,0.024528301886792454,normal,29,0.125,0.0007293331436812878,-999996.0,1,2→63,8,1,tuning,2,True,75,True,True
pvs,0,,{},8,0.19138441910035908,0.0251510227099061,middle,8,pvs_d6_b8__fixed,610,6,6,6,adaptive_disabled,False,6,0.682200875133276,20,0.41159600322134793,1456,37,2.687494270503521e-05,2256,1448,14491,0.00019404198974370956,seed1_middle_t120,fixed,12174,0,0.21923129260540009,0.05070045427419245,90,20,0.013812154696132596,normal,37,1.0,0.000452208099886775,-667.0,1,9→20,8,2,tuning,9,False,120,True,True
pvs,0,,{},8,0.23392684385180473,0.03156988462433219,few_legal,0,pvs_d6_b8__fixed,936,6,6,6,adaptive_disabled,False,6,1.0003559167962521,2,0.6398377683945,2358,2,1.2167030945420265e-05,3573,2362,21778,0.00022612488828599453,seed1_few_legal_t121,fixed,18124,0,0.26957982894964516,0.09058390255086124,4,31,0.013124470787468248,critical,2,0.0,0.00011612498201429844,-1296.0,1,20→2,2,3,tuning,20,True,121,True,False
pvs,0,,{},8,0.0026150825433433056,0.00036779209040105343,late,3,pvs_d6_b8__fixed,10,6,6,6,adaptive_disabled,False,6,0.009919875068590045,63,0.005803167354315519,24,3,1.3040844351053238e-05,47,31,273,0.0001531683374196291,seed1_late_t236,fixed,216,0,0.0029537896625697613,0.0009117089211940765,4,0,0.0,danger,3,1.0,8.499994874000549e-05,-999996.0,1,35→63,3,4,tuning,35,False,236,True,True
pvs,0,,{},8,0.19558150484226644,0.03225236129947007,early,8,pvs_d6_b8__conservative,451,6,5,6,elapsed_ratio_high,True,6,0.9391410001553595,35,0.6433903120923787,1218,1686,0.0013134169857949018,1791,1217,12877,0.0001296240370720625,seed0_early_t0,conservative,11079,0,0.20907801436260343,0.06268725753761828,5000,0,0.0,normal,1686,1.0,0.0225423751398921,-597.0,0,1→35,8,0,tuning,1,False,0,True,True
pvs,0,,{},8,0.09148104768246412,0.007984587224200368,few_legal,2,pvs_d6_b8__conservative,159,6,5,5,recovery_streak_reset,False,5,0.4401119169779122,32,0.2904753447510302,584,2,1.1625001206994057e-05,805,569,4310,0.0002426248975098133,seed0_few_legal_t6,conservative,3517,0,0.10121424659155309,0.048102533677592874,2,14,0.02460456942003515,critical,2,1.0,6.554205901920795e-05,597.0,0,35→32,2,1,tuning,35,False,6,False,False
pvs,0,,{},8,0.11807517451234162,0.017725741490721703,early_pruning,8,pvs_d6_b8__conservative,431,6,5,5,recovery_streak_reset,False,5,0.6090287081897259,60,0.43739584530703723,1104,26,4.2208004742860794e-05,1677,1081,11207,0.00010641710832715034,seed0_early_pruning_t17,conservative,9552,0,0.13756404537707567,0.03361210925504565,44,22,0.020351526364477335,normal,26,1.0,0.00030808313749730587,797.0,0,28→60,8,2,tuning,28,False,17,False,False
pvs,0,,{},8,0.01913787587545812,0.0018918737769126892,middle,2,pvs_d6_b8__conservative,33,6,5,5,recovery_wait,False,5,0.06494870781898499,63,0.03809932922013104,121,2,1.2667151167988777e-05,189,133,995,0.00017220666632056236,seed0_middle_t27,conservative,810,1,0.021159667056053877,0.005435503786429763,2,4,0.03007518796992481,critical,2,1.0,6.933393888175488e-05,827.0,0,63→63,2,3,tuning,63,False,27,True,False
pvs,0,,{},8,0.05354654276743531,0.0071249238681048155,late,8,pvs_d6_b8__conservative,165,6,5,5,recovery_wait,False,5,0.13956091599538922,28,0.061555241933092475,252,23,1.77919864654541e-05,596,377,4850,6.208289414644241e-05,seed0_late_t49,conservative,4261,2,0.061617829836905,0.016074469313025475,78,7,0.01856763925729443,normal,23,1.0,0.0002335000317543745,999995.0,0,11→28,8,4,tuning,11,False,49,True,True
pvs,0,,{},8,0.24048674455843866,0.03867451031692326,early,2,pvs_d6_b8__conservative,493,6,5,6,timeout,True,6,1.0001328750513494,35,0.6552382197696716,1622,1678,0.0009221250656992197,2275,1606,13776,0.00013291719369590282,seed1_early_t0,conservative,11380,0,0.2585404550191015,0.061126908054575324,5000,15,0.00933997509339975,normal,1678,0.25,0.024172249948605895,-758.5,1,13→35,8,0,tuning,13,True,0,True,True
pvs,0,,{},8,0.17266897344961762,0.030674786306917667,early_pruning,2,pvs_d6_b8__conservative,753,6,4,5,timeout,True,5,1.000103750033304,8,0.7263067762833089,2371,29,2.2374792024493217e-05,3347,2330,17023,6.279256194829941e-05,seed1_early_pruning_t75,conservative,13633,0,0.20758446725085378,0.0658322973176837,66,42,0.018025751072961373,normal,29,0.25,0.0002950418274849653,757.0,1,2→8,8,1,tuning,2,True,75,False,False
pvs,0,,{},8,0.012558289337903261,0.0016940042842179537,middle,8,pvs_d6_b8__conservative,63,6,4,4,recovery_wait,False,4,0.047976292204111814,20,0.02954246522858739,132,37,2.8582988306879997e-05,215,129,1559,5.825120024383068e-05,seed1_middle_t120,conservative,1337,1,0.013881918275728822,0.0038748665247112513,90,2,0.015503875968992248,normal,37,1.0,0.0005902079865336418,-768.0,1,9→20,8,2,tuning,9,False,120,True,False
pvs,0,,{},8,0.013527169125154614,0.002097788965329528,few_legal,2,pvs_d6_b8__conservative,58,6,4,4,recovery_wait,False,4,0.07280408288352191,2,0.051584916887804866,237,2,8.333008736371994e-06,321,222,1704,0.00020408397540450096,seed1_few_legal_t121,conservative,1393,2,0.01584745361469686,0.0051083795260638,4,15,0.06756756756756757,critical,2,1.0,5.091587081551552e-05,-667.0,1,20→2,2,3,tuning,20,False,121,True,False
pvs,0,,{},8,0.0009694576729089022,0.00011912407353520393,late,3,pvs_d6_b8__conservative,3,6,4,4,recovery_wait,False,4,0.0019838749431073666,63,0.0005960406269878149,8,3,9.333016350865364e-06,17,10,144,7.937615737318993e-05,seed1_late_t236,conservative,122,3,0.0010388323571532965,0.00019166781567037106,4,0,0.0,danger,3,1.0,6.862496957182884e-05,-999996.0,1,35→63,3,4,tuning,35,False,236,True,True
pvs,0,,{},8,0.15730403177440166,0.03055079746991396,early,8,pvs_d6_b8__standard,451,6,6,6,recovery_streak_reset,False,6,0.7026072910521179,35,0.42110913107171655,1218,1686,0.0005719589535146952,1791,1217,12877,0.00023049814626574516,seed0_early_t0,standard,11079,0,0.1760142024140805,0.08975629159249365,5000,0,0.0,normal,1686,1.0,0.014925208874046803,-597.0,0,1→35,8,0,tuning,1,False,0,True,True
pvs,0,,{},8,0.16982897464185953,0.027348915114998817,few_legal,1,pvs_d6_b8__standard,705,6,5,6,timeout,True,6,1.000275667058304,32,0.711993306176737,2749,2,9.666895493865013e-06,3734,2732,17555,0.00025237491354346275,seed0_few_legal_t6,standard,13811,0,0.2006268841214478,0.08726118481718004,2,16,0.005856515373352855,critical,2,0.5,0.0001322501339018345,-619.0,0,35→32,2,1,tuning,35,True,6,False,False
pvs,0,,{},8,0.11387638072483242,0.014209770364686847,early_pruning,8,pvs_d6_b8__standard,431,6,5,5,recovery_streak_reset,False,5,0.5534559998195618,60,0.3883905678521842,1104,26,2.1290965378284454e-05,1677,1081,11207,7.679290138185024e-05,seed0_early_pruning_t17,standard,9552,0,0.12951761041767895,0.035069279838353395,44,22,0.020351526364477335,normal,26,1.0,0.0003804578445851803,797.0,0,28→60,8,2,tuning,28,False,17,False,False
pvs,0,,{},8,0.011683288728818297,0.001417622435837984,middle,2,pvs_d6_b8__standard,33,6,5,5,recovery_wait,False,5,0.046746667008847,63,0.029869414400309324,121,2,7.250113412737846e-06,189,133,995,0.0001152500044554472,seed0_middle_t27,standard,810,1,0.013181458227336407,0.0035156693775206804,2,4,0.03007518796992481,critical,2,1.0,5.762488581240177e-05,827.0,0,63→63,2,3,tuning,63,False,27,True,False
pvs,0,,{},8,0.047742003574967384,0.005488080438226461,late,8,pvs_d6_b8__standard,165,6,5,5,recovery_wait,False,5,0.13045820780098438,28,0.06542699737474322,252,23,1.53339933604002e-05,596,377,4850,5.045672878623009e-05,seed0_late_t49,standard,4261,2,0.05347078572958708,0.011272091884166002,78,7,0.01856763925729443,normal,23,1.0,0.00022254209034144878,999995.0,0,11→28,8,4,tuning,11,False,49,True,True
pvs,0,,{},8,0.20794430025853217,0.027192396111786366,early,6,pvs_d6_b8__standard,794,6,5,6,timeout,True,6,1.0002071249764413,35,0.6936435357201844,2452,1678,0.0006009580101817846,3480,2436,20876,0.0001465417444705963,seed1_early_t0,standard,17218,0,0.2222230900079012,0.06699637440033257,5000,15,0.006157635467980296,normal,1678,0.75,0.016596625093370676,-758.5,1,13→35,8,0,tuning,13,True,0,True,True
pvs,0,,{},8,0.16788954730145633,0.03308292874135077,early_pruning,2,pvs_d6_b8__standard,710,6,4,5,timeout,True,5,1.0000842090230435,8,0.7277918104082346,2233,29,2.4958979338407516e-05,3158,2193,16121,5.354220047593117e-05,seed1_early_pruning_t75,standard,12921,0,0.20488074491731822,0.06701877759769559,66,42,0.019151846785225718,normal,29,0.25,0.0003143749199807644,757.0,1,2→8,8,1,tuning,2,True,75,False,False
pvs,0,,{},8,0.019398795440793037,0.0036593321710824966,middle,8,pvs_d6_b8__standard,63,6,4,4,recovery_wait,False,4,0.06806591711938381,20,0.03902216628193855,132,37,2.1875137463212013e-05,215,129,1559,9.187520481646061e-05,seed1_middle_t120,standard,1337,1,0.022819999139755964,0.0055365844164043665,90,2,0.015503875968992248,normal,37,1.0,0.0005734169390052557,-768.0,1,9→20,8,2,tuning,9,False,120,True,False
pvs,0,,{},8,0.014080337947234511,0.0021045817993581295,few_legal,2,pvs_d6_b8__standard,58,6,4,4,recovery_wait,False,4,0.06884795799851418,2,0.04727574624121189,237,2,8.958857506513596e-06,321,222,1704,0.00034862407483160496,seed1_few_legal_t121,standard,1393,2,0.016374455066397786,0.004788423655554652,4,15,0.06756756756756757,critical,2,1.0,5.175010301172733e-05,-667.0,1,20→2,2,3,tuning,20,False,121,True,False
pvs,0,,{},8,0.006357916165143251,0.00017362297512590885,late,3,pvs_d6_b8__standard,3,6,4,4,recovery_wait,False,4,0.008654291043058038,63,0.0009139594621956348,8,3,0.0007491668220609426,17,10,144,0.00010541616939008236,seed1_late_t236,standard,122,3,0.0018174601718783379,0.0003210383001714945,4,0,0.0,danger,3,1.0,0.0047472501173615456,-999996.0,1,35→63,3,4,tuning,35,False,236,True,True
pvs,0,,{},8,0.12438853713683784,0.01827955082990229,early,8,pvs_d6_b8__aggressive,451,6,6,6,at_max_depth,False,6,0.49133195891045034,35,0.31252769520506263,1218,1686,0.0005692080594599247,1791,1217,12877,0.00014512613415718079,seed0_early_t0,aggressive,11079,0,0.12436720752157271,0.03362788911908865,5000,0,0.0,normal,1686,1.0,0.020094832871109247,-597.0,0,1→35,8,0,tuning,1,False,0,True,True
pvs,0,,{},8,0.17337012384086847,0.02813399932347238,few_legal,1,pvs_d6_b8__aggressive,497,6,5,6,timeout,True,6,1.0002114579547197,32,0.706005792832002,1977,2,1.537497155368328e-05,2683,1961,12673,0.0001984999980777502,seed0_few_legal_t6,aggressive,9968,0,0.20539041212759912,0.08850466995500028,2,16,0.00815910249872514,critical,2,0.5,9.670807048678398e-05,-619.0,0,35→32,2,1,tuning,35,True,6,False,False
pvs,0,,{},8,0.23343484150245786,0.029695994220674038,early_pruning,7,pvs_d6_b8__aggressive,327,6,4,5,timeout,True,5,1.0000909168738872,66,0.6706476816907525,749,26,2.008303999900818e-05,1184,736,8484,5.837460048496723e-05,seed0_early_pruning_t17,aggressive,7276,0,0.2653081251773983,0.06375556834973395,44,13,0.017663043478260868,normal,26,0.875,0.0003010840155184269,575.5,0,28→66,8,2,tuning,28,True,17,True,False
pvs,0,,{},8,0.004610998323187232,0.0006270818412303925,middle,2,pvs_d6_b8__aggressive,16,6,4,4,recovery_wait,False,4,0.015961708035320044,63,0.009226290276274085,49,2,1.154094934463501e-05,73,50,435,8.02499707788229e-05,seed0_middle_t27,aggressive,364,1,0.005243831081315875,0.001333295600488782,2,2,0.04,critical,2,1.0,6.650015711784363e-05,-797.0,0,63→63,2,3,tuning,63,False,27,True,True
pvs,0,,{},8,0.026247037574648857,0.0030323343817144632,late,8,pvs_d6_b8__aggressive,95,6,4,4,recovery_wait,False,4,0.06939266598783433,28,0.034226915100589395,117,23,1.4916062355041504e-05,303,176,2560,5.650008097290993e-05,seed0_late_t49,aggressive,2266,2,0.029284506104886532,0.005522203631699085,78,9,0.05113636363636364,normal,23,1.0,0.0002876250073313713,999995.0,0,11→28,8,4,tuning,11,False,49,True,True
pvs,0,,{},8,0.1973902548197657,0.03243000083602965,early,3,pvs_d6_b8__aggressive,642,6,5,6,timeout,True,6,1.000156959053129,35,0.6725283088162541,2088,1678,0.000721791060641408,2931,2073,17175,0.00011608493514358997,seed1_early_t0,aggressive,14096,0,0.21319749089889228,0.0935134922619909,5000,15,0.00723589001447178,normal,1678,0.375,0.020079791080206633,-758.5,1,13→35,8,0,tuning,13,True,0,True,True
pvs,0,,{},8,0.16737554874271154,0.02627138001844287,early_pruning,2,pvs_d6_b8__aggressive,762,6,4,5,timeout,True,5,1.0000840839929879,8,0.7339341735932976,2391,29,0.004365250002592802,3378,2350,17215,8.095917291939259e-05,seed1_early_pruning_t75,aggressive,13791,0,0.19610912795178592,0.06497319834306836,66,42,0.017872340425531916,normal,29,0.25,0.0006213749293237925,757.0,1,2→8,8,1,tuning,2,True,75,False,False
pvs,0,,{},8,0.01508370554074645,0.0024954569526016712,middle,8,pvs_d6_b8__aggressive,63,6,4,4,recovery_wait,False,4,0.06185195897705853,20,0.039282451616600156,132,37,2.4875160306692123e-05,215,129,1559,6.575090810656548e-05,seed1_middle_t120,aggressive,1337,1,0.01726016099564731,0.004612595308572054,90,2,0.015503875968992248,normal,37,1.0,0.0006061249878257513,-768.0,1,9→20,8,2,tuning,9,False,120,True,False
pvs,0,,{},8,0.020333251683041453,0.0060812493320554495,few_legal,2,pvs_d6_b8__aggressive,58,6,4,4,recovery_wait,False,4,0.13003220804966986,2,0.09352512587793171,237,2,2.4667009711265564e-05,321,222,1704,0.0002789171412587166,seed1_few_legal_t121,aggressive,1393,2,0.026751876808702946,0.009354038164019585,4,15,0.06756756756756757,critical,2,1.0,9.758304804563522e-05,-667.0,1,20→2,2,3,tuning,20,False,121,True,False
pvs,0,,{},8,0.000973834190517664,0.0001164148561656475,late,3,pvs_d6_b8__aggressive,3,6,5,4,recovered,True,4,0.001990749966353178,63,0.0006105413194745779,8,3,9.083189070224762e-06,17,10,144,7.912563160061836e-05,seed1_late_t236,aggressive,122,0,0.0010399185121059418,0.00018416531383991241,4,0,0.0,danger,3,1.0,6.791600026190281e-05,-999996.0,1,35→63,3,4,tuning,35,False,236,True,True
beam_negamax,7058,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.06782042724080384,0.00553617998957634,early,8,beam_negamax_d5_w8-6-4-2__fixed,0,5,5,5,adaptive_disabled,False,5,0.19624499999918044,35,0.1087500867433846,496,1686,0.0005669998936355114,907,0,7969,9.2250294983387e-05,seed0_early_t0,fixed,0,0,0.061390836257487535,0.012669452000409365,5000,0,0.0,normal,1686,1.0,0.012775374809280038,597.0,0,1→35,8,0,tuning,1,False,0,True,True
beam_negamax,2083,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.029692336451262236,0.002568628406152129,few_legal,2,beam_negamax_d5_w8-6-4-2__fixed,0,5,5,5,adaptive_disabled,False,5,0.10730545897968113,54,0.06731703924015164,192,2,8.875038474798203e-06,350,0,2433,0.0004235839005559683,seed0_few_legal_t6,fixed,0,0,0.032638209173455834,0.006863834569230676,2,0,0.0,critical,2,1.0,5.39170578122139e-05,515.5,0,35→54,2,1,tuning,35,False,6,True,True
beam_negamax,8125,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.12105880049057305,0.02475182805210352,early_pruning,8,beam_negamax_d5_w8-6-4-2__fixed,0,5,5,5,adaptive_disabled,False,5,0.5890587500762194,58,0.40996262896806,768,26,2.887495793402195e-05,1400,0,9525,6.529130041599274e-05,seed0_early_pruning_t17,fixed,0,0,0.14961996348574758,0.028938449453562498,44,0,0.0,normal,26,1.0,0.00044354191049933434,589.0,0,28→58,8,2,tuning,28,False,17,True,True
beam_negamax,1133,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.018623414915055037,0.0013664185535162687,middle,2,beam_negamax_d5_w8-6-4-2__fixed,0,5,5,5,adaptive_disabled,False,5,0.05320687498897314,63,0.029489542357623577,82,2,7.917173206806183e-06,180,0,1313,8.112471550703049e-05,seed0_middle_t27,fixed,0,0,0.020187922520563006,0.0033515761606395245,2,0,0.0,critical,2,1.0,8.879206143319607e-05,1047.5,0,63→63,2,3,tuning,63,False,27,True,True
beam_negamax,6727,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.0670543231535703,0.006426412612199783,late,8,beam_negamax_d5_w8-6-4-2__fixed,0,5,5,5,adaptive_disabled,False,5,0.18866304215043783,28,0.09945173701271415,419,23,3.2207928597927094e-05,1013,0,7740,6.966828368604183e-05,seed0_late_t49,fixed,0,0,0.07422887696884573,0.01460509398020804,78,0,0.0,normal,23,1.0,0.00027545797638595104,999997.0,0,11→28,8,4,tuning,11,False,49,True,True
beam_negamax,7457,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.09080362739041448,0.008717542747035623,early,8,beam_negamax_d5_w8-6-4-2__fixed,0,5,5,5,adaptive_disabled,False,5,0.33404020802117884,35,0.21322311600670218,592,1678,0.0010946248658001423,1081,0,8543,0.0001060832291841507,seed1_early_t0,fixed,0,0,0.08236820949241519,0.018787049455568194,5000,0,0.0,normal,1678,1.0,0.01846112497150898,209.0,1,13→35,8,0,tuning,13,False,0,True,True
beam_negamax,6795,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.07350986637175083,0.01200896454975009,early_pruning,8,beam_negamax_d5_w8-6-4-2__fixed,0,5,5,5,adaptive_disabled,False,5,0.33526487508788705,8,0.22299685282632709,602,29,4.03339508920908e-05,1134,0,7974,7.283338345587254e-05,seed1_early_pruning_t75,fixed,0,0,0.08742838585749269,0.024444219190627337,66,0,0.0,normal,29,1.0,0.0002822498790919781,799.5,1,2→8,8,1,tuning,2,False,75,True,True
beam_negamax,5627,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.10538391140289605,0.009896331001073122,middle,8,beam_negamax_d5_w8-6-4-2__fixed,0,5,5,5,adaptive_disabled,False,5,0.3050575410015881,20,0.15161608066409826,475,37,2.0584091544151306e-05,929,0,6634,5.833175964653492e-05,seed1_middle_t120,fixed,0,0,0.11635320400819182,0.036545465467497706,90,0,0.0,normal,37,1.0,0.00046387501060962677,799.5,1,9→20,8,2,tuning,9,False,120,True,True
beam_negamax,909,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.014002717332914472,0.001283501274883747,few_legal,2,beam_negamax_d5_w8-6-4-2__fixed,0,5,5,5,adaptive_disabled,False,5,0.04187291697598994,2,0.023147958563640714,72,2,1.3333046808838844e-05,142,0,1062,0.0001999586820602417,seed1_few_legal_t121,fixed,0,0,0.015442291274666786,0.0029929173178970814,4,0,0.0,critical,2,1.0,7.645809091627598e-05,768.0,1,20→2,2,3,tuning,20,False,121,True,True
beam_negamax,1459,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.020138248102739453,0.001863701269030571,late,3,beam_negamax_d5_w8-6-4-2__fixed,0,5,5,5,adaptive_disabled,False,5,0.06112179206684232,63,0.033999994629994035,114,3,1.545785926282406e-05,247,0,1739,0.0001238761469721794,seed1_late_t236,fixed,0,0,0.022262002807110548,0.00461191963404417,4,0,0.0,danger,3,1.0,0.00010854098945856094,-999996.0,1,35→63,3,4,tuning,35,False,236,True,True
beam_negamax,7058,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.10913538234308362,0.009036001283675432,early,8,beam_negamax_d5_w8-6-4-2__conservative,0,5,5,5,at_max_depth,False,5,0.29981691716238856,35,0.15640265448018909,496,1686,0.0009875830728560686,907,0,7969,0.00016558426432311535,seed0_early_t0,conservative,0,0,0.0966338743455708,0.02220622100867331,5000,0,0.0,normal,1686,1.0,0.02342099999077618,597.0,0,1→35,8,0,tuning,1,False,0,True,True
beam_negamax,2083,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.024178340565413237,0.0027229124680161476,few_legal,2,beam_negamax_d5_w8-6-4-2__conservative,0,5,5,5,at_max_depth,False,5,0.09943162486888468,54,0.06569895637221634,192,2,1.2625008821487427e-05,350,0,2433,0.0002283337526023388,seed0_few_legal_t6,conservative,0,0,0.027413206873461604,0.005993294762447476,2,0,0.0,critical,2,1.0,8.520809933543205e-05,515.5,0,35→54,2,1,tuning,35,False,6,True,True
beam_negamax,8125,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.09268012992106378,0.011823858134448528,early_pruning,8,beam_negamax_d5_w8-6-4-2__conservative,0,5,5,5,recovery_streak_reset,False,5,0.44487679190933704,58,0.3144673011265695,768,26,3.124983049929142e-05,1400,0,9525,6.16251491010189e-05,seed0_early_pruning_t17,conservative,0,0,0.1065448047593236,0.023531103041023016,44,0,0.0,normal,26,1.0,0.000240708002820611,589.0,0,28→58,8,2,tuning,28,False,17,True,True
beam_negamax,1133,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.009912129258736968,0.0011730361729860306,middle,2,beam_negamax_d5_w8-6-4-2__conservative,0,5,5,5,at_max_depth,False,5,0.030506584094837308,63,0.016696544596925378,82,2,6.708083674311638e-06,180,0,1313,6.862496957182884e-05,seed0_middle_t27,conservative,0,0,0.011246249778196216,0.0024377477820962667,2,0,0.0,critical,2,1.0,5.070888437330723e-05,1047.5,0,63→63,2,3,tuning,63,False,27,True,True
beam_negamax,6727,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.07120888493955135,0.007224083878099918,late,8,beam_negamax_d5_w8-6-4-2__conservative,0,5,5,5,at_max_depth,False,5,0.19786620885133743,28,0.10208941344171762,419,23,2.2833002731204033e-05,1013,0,7740,7.679290138185024e-05,seed0_late_t49,conservative,0,0,0.08170674974098802,0.013650128850713372,78,0,0.0,normal,23,1.0,0.00032029091380536556,999997.0,0,11→28,8,4,tuning,11,False,49,True,True
beam_negamax,7457,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.08023287705145776,0.01094997557811439,early,8,beam_negamax_d5_w8-6-4-2__conservative,0,5,5,5,at_max_depth,False,5,0.32428504107519984,35,0.20326924952678382,592,1678,0.0006497499998658895,1081,0,8543,9.812507778406143e-05,seed1_early_t0,conservative,0,0,0.07862069015391171,0.021883560344576836,5000,0,0.0,normal,1678,1.0,0.019763665972277522,209.0,1,13→35,8,0,tuning,13,False,0,True,True
beam_negamax,6795,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.09450888307765126,0.018973328173160553,early_pruning,8,beam_negamax_d5_w8-6-4-2__conservative,0,5,5,5,recovery_streak_reset,False,5,0.49618741706945,8,0.3329164390452206,602,29,4.6416884288191795e-05,1134,0,7974,9.825034067034721e-05,seed1_early_pruning_t75,conservative,0,0,0.11705475766211748,0.04563472024165094,66,0,0.0,normal,29,1.0,0.0004368328955024481,799.5,1,2→8,8,1,tuning,2,False,75,True,True
beam_negamax,5627,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.06533441436477005,0.006403834791854024,middle,8,beam_negamax_d5_w8-6-4-2__conservative,0,5,5,5,at_max_depth,False,5,0.21909358398988843,20,0.13260320480912924,475,37,3.095809370279312e-05,929,0,6634,7.220893166959286e-05,seed1_middle_t120,conservative,0,0,0.07211941853165627,0.013664460740983486,90,0,0.0,normal,37,1.0,0.0006033328827470541,799.5,1,9→20,8,2,tuning,9,False,120,True,True
beam_negamax,909,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.01387245999649167,0.001646334771066904,few_legal,2,beam_negamax_d5_w8-6-4-2__conservative,0,5,5,5,at_max_depth,False,5,0.052528792060911655,2,0.025289332028478384,72,2,1.1125113815069199e-05,142,0,1062,0.0002472498454153538,seed1_few_legal_t121,conservative,0,0,0.015739912167191505,0.011179463937878609,4,0,0.0,critical,2,1.0,6.17089681327343e-05,768.0,1,20→2,2,3,tuning,20,False,121,True,True
beam_negamax,1459,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.07007387955673039,0.00477413390763104,late,3,beam_negamax_d5_w8-6-4-2__conservative,0,5,5,5,at_max_depth,False,5,0.12780420808121562,63,0.04583216551691294,114,3,1.4249933883547783e-05,247,0,1739,0.00020612496882677078,seed1_late_t236,conservative,0,0,0.07542117242701352,0.0062449120450764894,4,0,0.0,danger,3,1.0,8.558318950235844e-05,-999996.0,1,35→63,3,4,tuning,35,False,236,True,True
beam_negamax,7058,8-6-4-2,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",,0.11643938696943223,0.015752664767205715,early,8,beam_negamax_d5_w8-6-4-2__standard,0,5,5,5,at_max_depth,False,5,0.35528304195031524,35,0.17934372904710472,496,1686,0.0007065839599817991,907,0,7969,0.00011316617019474506,seed0_early_t0,standard,0,0,0.11925519653595984,0.040177116403356194,5000,0,0.0,normal,1686,1.0,0.015687249833717942,597.0,0,1→35,8,0,tuning,1,False,0,True,True
