config_id,agent,position_id,seed,risk_level,repetition,selected_edge,score,elapsed_time_sec,timed_out,nodes_searched,completed_root_moves,effective_depth
alpha_beta_d4_b8,alpha_beta,seed1_middle_t33,1,normal,4,1→63,-496.5,0.021777958027087152,False,235,8,4
alpha_beta_d4_b8,alpha_beta,seed1_late_t57,1,normal,0,1→63,-146.5,0.022993542021140456,False,162,8,4
alpha_beta_d4_b8,alpha_beta,seed1_late_t57,1,normal,1,1→63,-146.5,0.023004709044471383,False,162,8,4
alpha_beta_d4_b8,alpha_beta,seed1_late_t57,1,normal,2,1→63,-146.5,0.02324291702825576,False,162,8,4
alpha_beta_d4_b8,alpha_beta,seed1_late_t57,1,normal,3,1→63,-146.5,0.023204291937872767,False,162,8,4
alpha_beta_d4_b8,alpha_beta,seed1_late_t57,1,normal,4,1→63,-146.5,0.022647458943538368,False,162,8,4
alpha_beta_d4_b8,alpha_beta,seed1_caution_t48,1,caution,0,63→19,-316.5,0.058247750042937696,False,605,8,4
alpha_beta_d4_b8,alpha_beta,seed1_caution_t48,1,caution,1,63→19,-316.5,0.05819945805706084,False,605,8,4
alpha_beta_d4_b8,alpha_beta,seed1_caution_t48,1,caution,2,63→19,-316.5,0.05826225003693253,False,605,8,4
alpha_beta_d4_b8,alpha_beta,seed1_caution_t48,1,caution,3,63→19,-316.5,0.058271125075407326,False,605,8,4
alpha_beta_d4_b8,alpha_beta,seed1_caution_t48,1,caution,4,63→19,-316.5,0.05838562501594424,False,605,8,4
alpha_beta_d4_b8,alpha_beta,seed1_danger_t58,1,danger,0,63→0,-734.0,0.01841816701926291,False,168,5,4
alpha_beta_d4_b8,alpha_beta,seed1_danger_t58,1,danger,1,63→0,-734.0,0.01830241596326232,False,168,5,4
alpha_beta_d4_b8,alpha_beta,seed1_danger_t58,1,danger,2,63→0,-734.0,0.018280958058312535,False,168,5,4
alpha_beta_d4_b8,alpha_beta,seed1_danger_t58,1,danger,3,63→0,-734.0,0.01825824996922165,False,168,5,4
alpha_beta_d4_b8,alpha_beta,seed1_danger_t58,1,danger,4,63→0,-734.0,0.018281708005815744,False,168,5,4
alpha_beta_d4_b8,alpha_beta,seed1_critical_t63,1,critical,0,63→63,999997.0,0.0009844580199569464,False,20,3,4
alpha_beta_d4_b8,alpha_beta,seed1_critical_t63,1,critical,1,63→63,999997.0,0.0009697909699752927,False,20,3,4
alpha_beta_d4_b8,alpha_beta,seed1_critical_t63,1,critical,2,63→63,999997.0,0.0010042079957202077,False,20,3,4
alpha_beta_d4_b8,alpha_beta,seed1_critical_t63,1,critical,3,63→63,999997.0,0.0010334159014746547,False,20,3,4
alpha_beta_d4_b8,alpha_beta,seed1_critical_t63,1,critical,4,63→63,999997.0,0.0009381250711157918,False,20,3,4
alpha_beta_d4_b12,alpha_beta,seed0_early_t0,0,normal,0,0→35,-906.5,0.11044912494253367,False,1198,12,4
alpha_beta_d4_b12,alpha_beta,seed0_early_t0,0,normal,1,0→35,-906.5,0.1083944170968607,False,1198,12,4
alpha_beta_d4_b12,alpha_beta,seed0_early_t0,0,normal,2,0→35,-906.5,0.10826925002038479,False,1198,12,4
alpha_beta_d4_b12,alpha_beta,seed0_early_t0,0,normal,3,0→35,-906.5,0.10964720894116908,False,1198,12,4
alpha_beta_d4_b12,alpha_beta,seed0_early_t0,0,normal,4,0→35,-906.5,0.1270370000274852,False,1198,12,4
alpha_beta_d4_b12,alpha_beta,seed0_middle_t39,0,normal,0,55→63,-566.5,0.05675737501587719,False,613,12,4
alpha_beta_d4_b12,alpha_beta,seed0_middle_t39,0,normal,1,55→63,-566.5,0.0569637919543311,False,613,12,4
alpha_beta_d4_b12,alpha_beta,seed0_middle_t39,0,normal,2,55→63,-566.5,0.05604337505064905,False,613,12,4
alpha_beta_d4_b12,alpha_beta,seed0_middle_t39,0,normal,3,55→63,-566.5,0.056777624995447695,False,613,12,4
alpha_beta_d4_b12,alpha_beta,seed0_middle_t39,0,normal,4,55→63,-566.5,0.05781116697471589,False,613,12,4
alpha_beta_d4_b12,alpha_beta,seed0_late_t69,0,normal,0,1→63,-146.5,0.03790724999271333,False,248,12,4
alpha_beta_d4_b12,alpha_beta,seed0_late_t69,0,normal,1,1→63,-146.5,0.03722441603895277,False,248,12,4
alpha_beta_d4_b12,alpha_beta,seed0_late_t69,0,normal,2,1→63,-146.5,0.036913624964654446,False,248,12,4
alpha_beta_d4_b12,alpha_beta,seed0_late_t69,0,normal,3,1→63,-146.5,0.03728770895395428,False,248,12,4
alpha_beta_d4_b12,alpha_beta,seed0_late_t69,0,normal,4,1→63,-146.5,0.03690245794132352,False,248,12,4
alpha_beta_d4_b12,alpha_beta,seed0_caution_t60,0,caution,0,63→19,-2284.0,0.05699675006326288,False,549,9,4
alpha_beta_d4_b12,alpha_beta,seed0_caution_t60,0,caution,1,63→19,-2284.0,0.05666608305182308,False,549,9,4
alpha_beta_d4_b12,alpha_beta,seed0_caution_t60,0,caution,2,63→19,-2284.0,0.056359709007665515,False,549,9,4
alpha_beta_d4_b12,alpha_beta,seed0_caution_t60,0,caution,3,63→19,-2284.0,0.05638320802245289,False,549,9,4
alpha_beta_d4_b12,alpha_beta,seed0_caution_t60,0,caution,4,63→19,-2284.0,0.05630616704002023,False,549,9,4
alpha_beta_d4_b12,alpha_beta,seed0_danger_t70,0,danger,0,63→1,-3526.0,0.024107999983243644,False,211,5,4
alpha_beta_d4_b12,alpha_beta,seed0_danger_t70,0,danger,1,63→1,-3526.0,0.0240687089972198,False,211,5,4
alpha_beta_d4_b12,alpha_beta,seed0_danger_t70,0,danger,2,63→1,-3526.0,0.02455575007479638,False,211,5,4
alpha_beta_d4_b12,alpha_beta,seed0_danger_t70,0,danger,3,63→1,-3526.0,0.024732750025577843,False,211,5,4
alpha_beta_d4_b12,alpha_beta,seed0_danger_t70,0,danger,4,63→1,-3526.0,0.027327582938596606,False,211,5,4
alpha_beta_d4_b12,alpha_beta,seed0_critical_t75,0,critical,0,63→63,999997.0,0.0017053750343620777,False,28,3,4
alpha_beta_d4_b12,alpha_beta,seed0_critical_t75,0,critical,1,63→63,999997.0,0.0016426669899374247,False,28,3,4
alpha_beta_d4_b12,alpha_beta,seed0_critical_t75,0,critical,2,63→63,999997.0,0.0017714579589664936,False,28,3,4
alpha_beta_d4_b12,alpha_beta,seed0_critical_t75,0,critical,3,63→63,999997.0,0.0016565000405535102,False,28,3,4
alpha_beta_d4_b12,alpha_beta,seed0_critical_t75,0,critical,4,63→63,999997.0,0.0016730830539017916,False,28,3,4
alpha_beta_d4_b12,alpha_beta,seed1_early_t0,1,normal,0,0→35,-886.5,0.11858825001399964,False,1242,12,4
alpha_beta_d4_b12,alpha_beta,seed1_early_t0,1,normal,1,0→35,-886.5,0.12030254199635237,False,1242,12,4
alpha_beta_d4_b12,alpha_beta,seed1_early_t0,1,normal,2,0→35,-886.5,0.1193667909828946,False,1242,12,4
alpha_beta_d4_b12,alpha_beta,seed1_early_t0,1,normal,3,0→35,-886.5,0.1335267920512706,False,1242,12,4
alpha_beta_d4_b12,alpha_beta,seed1_early_t0,1,normal,4,0→35,-886.5,0.11673054203856736,False,1242,12,4
alpha_beta_d4_b12,alpha_beta,seed1_middle_t33,1,normal,0,1→63,-506.5,0.050965916947461665,False,509,12,4
alpha_beta_d4_b12,alpha_beta,seed1_middle_t33,1,normal,1,1→63,-506.5,0.051179332891479135,False,509,12,4
alpha_beta_d4_b12,alpha_beta,seed1_middle_t33,1,normal,2,1→63,-506.5,0.05126979202032089,False,509,12,4
alpha_beta_d4_b12,alpha_beta,seed1_middle_t33,1,normal,3,1→63,-506.5,0.04876208398491144,False,509,12,4
alpha_beta_d4_b12,alpha_beta,seed1_middle_t33,1,normal,4,1→63,-506.5,0.04993887501768768,False,509,12,4
alpha_beta_d4_b12,alpha_beta,seed1_late_t57,1,normal,0,1→63,-146.5,0.03598291601520032,False,250,12,4
alpha_beta_d4_b12,alpha_beta,seed1_late_t57,1,normal,1,1→63,-146.5,0.0371262920089066,False,250,12,4
alpha_beta_d4_b12,alpha_beta,seed1_late_t57,1,normal,2,1→63,-146.5,0.03640170895960182,False,250,12,4
alpha_beta_d4_b12,alpha_beta,seed1_late_t57,1,normal,3,1→63,-146.5,0.03616999997757375,False,250,12,4
alpha_beta_d4_b12,alpha_beta,seed1_late_t57,1,normal,4,1→63,-146.5,0.036241875030100346,False,250,12,4
alpha_beta_d4_b12,alpha_beta,seed1_caution_t48,1,caution,0,63→19,-754.0,0.0743232499808073,False,741,9,4
alpha_beta_d4_b12,alpha_beta,seed1_caution_t48,1,caution,1,63→19,-754.0,0.073977250023745,False,741,9,4
alpha_beta_d4_b12,alpha_beta,seed1_caution_t48,1,caution,2,63→19,-754.0,0.07385095907375216,False,741,9,4
alpha_beta_d4_b12,alpha_beta,seed1_caution_t48,1,caution,3,63→19,-754.0,0.07437429204583168,False,741,9,4
alpha_beta_d4_b12,alpha_beta,seed1_caution_t48,1,caution,4,63→19,-754.0,0.0740375000750646,False,741,9,4
alpha_beta_d4_b12,alpha_beta,seed1_danger_t58,1,danger,0,63→0,-754.0,0.027190040913410485,False,248,5,4
alpha_beta_d4_b12,alpha_beta,seed1_danger_t58,1,danger,1,63→0,-754.0,0.027442167047411203,False,248,5,4
alpha_beta_d4_b12,alpha_beta,seed1_danger_t58,1,danger,2,63→0,-754.0,0.02728116698563099,False,248,5,4
alpha_beta_d4_b12,alpha_beta,seed1_danger_t58,1,danger,3,63→0,-754.0,0.027612791978754103,False,248,5,4
alpha_beta_d4_b12,alpha_beta,seed1_danger_t58,1,danger,4,63→0,-754.0,0.0276319159893319,False,248,5,4
alpha_beta_d4_b12,alpha_beta,seed1_critical_t63,1,critical,0,63→63,999997.0,0.0014509169850498438,False,28,3,4
alpha_beta_d4_b12,alpha_beta,seed1_critical_t63,1,critical,1,63→63,999997.0,0.0014294999418780208,False,28,3,4
alpha_beta_d4_b12,alpha_beta,seed1_critical_t63,1,critical,2,63→63,999997.0,0.0014322909992188215,False,28,3,4
alpha_beta_d4_b12,alpha_beta,seed1_critical_t63,1,critical,3,63→63,999997.0,0.0014447089051827788,False,28,3,4
alpha_beta_d4_b12,alpha_beta,seed1_critical_t63,1,critical,4,63→63,999997.0,0.001427958020940423,False,28,3,4
alpha_beta_d4_b16,alpha_beta,seed0_early_t0,0,normal,0,0→35,-916.5,0.25203033396974206,False,2205,16,4
alpha_beta_d4_b16,alpha_beta,seed0_early_t0,0,normal,1,0→35,-916.5,0.2134401659714058,False,2205,16,4
alpha_beta_d4_b16,alpha_beta,seed0_early_t0,0,normal,2,0→35,-916.5,0.21795570803806186,False,2205,16,4
alpha_beta_d4_b16,alpha_beta,seed0_early_t0,0,normal,3,0→35,-916.5,0.2099488329840824,False,2205,16,4
alpha_beta_d4_b16,alpha_beta,seed0_early_t0,0,normal,4,0→35,-916.5,0.20931083301547915,False,2205,16,4
alpha_beta_d4_b16,alpha_beta,seed0_middle_t39,0,normal,0,55→63,-566.5,0.08069441607221961,False,913,16,4
alpha_beta_d4_b16,alpha_beta,seed0_middle_t39,0,normal,1,55→63,-566.5,0.0809386249165982,False,913,16,4
alpha_beta_d4_b16,alpha_beta,seed0_middle_t39,0,normal,2,55→63,-566.5,0.08062062493991107,False,913,16,4
alpha_beta_d4_b16,alpha_beta,seed0_middle_t39,0,normal,3,55→63,-566.5,0.08182354201562703,False,913,16,4
alpha_beta_d4_b16,alpha_beta,seed0_middle_t39,0,normal,4,55→63,-566.5,0.08093870803713799,False,913,16,4
alpha_beta_d4_b16,alpha_beta,seed0_late_t69,0,normal,0,1→63,-146.5,0.05512954096775502,False,371,16,4
alpha_beta_d4_b16,alpha_beta,seed0_late_t69,0,normal,1,1→63,-146.5,0.055335375014692545,False,371,16,4
alpha_beta_d4_b16,alpha_beta,seed0_late_t69,0,normal,2,1→63,-146.5,0.05539133306592703,False,371,16,4
alpha_beta_d4_b16,alpha_beta,seed0_late_t69,0,normal,3,1→63,-146.5,0.05516824999358505,False,371,16,4
alpha_beta_d4_b16,alpha_beta,seed0_late_t69,0,normal,4,1→63,-146.5,0.05496374994982034,False,371,16,4
alpha_beta_d4_b16,alpha_beta,seed0_caution_t60,0,caution,0,63→19,-2284.0,0.06661420792806894,False,638,9,4
alpha_beta_d4_b16,alpha_beta,seed0_caution_t60,0,caution,1,63→19,-2284.0,0.06623533403035253,False,638,9,4
alpha_beta_d4_b16,alpha_beta,seed0_caution_t60,0,caution,2,63→19,-2284.0,0.06624891702085733,False,638,9,4
alpha_beta_d4_b16,alpha_beta,seed0_caution_t60,0,caution,3,63→19,-2284.0,0.06959100009407848,False,638,9,4
alpha_beta_d4_b16,alpha_beta,seed0_caution_t60,0,caution,4,63→19,-2284.0,0.06640954094473273,False,638,9,4
alpha_beta_d4_b16,alpha_beta,seed0_danger_t70,0,danger,0,63→1,-3526.0,0.0319938330212608,False,280,5,4
alpha_beta_d4_b16,alpha_beta,seed0_danger_t70,0,danger,1,63→1,-3526.0,0.032055667019449174,False,280,5,4
alpha_beta_d4_b16,alpha_beta,seed0_danger_t70,0,danger,2,63→1,-3526.0,0.03205549996346235,False,280,5,4
alpha_beta_d4_b16,alpha_beta,seed0_danger_t70,0,danger,3,63→1,-3526.0,0.03189587499946356,False,280,5,4
alpha_beta_d4_b16,alpha_beta,seed0_danger_t70,0,danger,4,63→1,-3526.0,0.03193716693203896,False,280,5,4
alpha_beta_d4_b16,alpha_beta,seed0_critical_t75,0,critical,0,63→63,999997.0,0.0020667079370468855,False,36,3,4
alpha_beta_d4_b16,alpha_beta,seed0_critical_t75,0,critical,1,63→63,999997.0,0.002032125019468367,False,36,3,4
alpha_beta_d4_b16,alpha_beta,seed0_critical_t75,0,critical,2,63→63,999997.0,0.0020329580875113606,False,36,3,4
alpha_beta_d4_b16,alpha_beta,seed0_critical_t75,0,critical,3,63→63,999997.0,0.0020376250613480806,False,36,3,4
alpha_beta_d4_b16,alpha_beta,seed0_critical_t75,0,critical,4,63→63,999997.0,0.002028416027314961,False,36,3,4
alpha_beta_d4_b16,alpha_beta,seed1_early_t0,1,normal,0,0→35,-896.5,0.22522379201836884,False,2331,16,4
alpha_beta_d4_b16,alpha_beta,seed1_early_t0,1,normal,1,0→35,-896.5,0.2235695420531556,False,2331,16,4
alpha_beta_d4_b16,alpha_beta,seed1_early_t0,1,normal,2,0→35,-896.5,0.22417708300054073,False,2331,16,4
alpha_beta_d4_b16,alpha_beta,seed1_early_t0,1,normal,3,0→35,-896.5,0.23868237505666912,False,2331,16,4
alpha_beta_d4_b16,alpha_beta,seed1_early_t0,1,normal,4,0→35,-896.5,0.22973379190079868,False,2331,16,4
alpha_beta_d4_b16,alpha_beta,seed1_middle_t33,1,normal,0,1→63,-506.5,0.07776979194022715,False,793,16,4
alpha_beta_d4_b16,alpha_beta,seed1_middle_t33,1,normal,1,1→63,-506.5,0.07874216604977846,False,793,16,4
alpha_beta_d4_b16,alpha_beta,seed1_middle_t33,1,normal,2,1→63,-506.5,0.07828058302402496,False,793,16,4
alpha_beta_d4_b16,alpha_beta,seed1_middle_t33,1,normal,3,1→63,-506.5,0.07734325004275888,False,793,16,4
alpha_beta_d4_b16,alpha_beta,seed1_middle_t33,1,normal,4,1→63,-506.5,0.07840008405037224,False,793,16,4
alpha_beta_d4_b16,alpha_beta,seed1_late_t57,1,normal,0,1→63,-146.5,0.055290750111453235,False,360,16,4
alpha_beta_d4_b16,alpha_beta,seed1_late_t57,1,normal,1,1→63,-146.5,0.0557379579404369,False,360,16,4
alpha_beta_d4_b16,alpha_beta,seed1_late_t57,1,normal,2,1→63,-146.5,0.058121583075262606,False,360,16,4
alpha_beta_d4_b16,alpha_beta,seed1_late_t57,1,normal,3,1→63,-146.5,0.054920083028264344,False,360,16,4
alpha_beta_d4_b16,alpha_beta,seed1_late_t57,1,normal,4,1→63,-146.5,0.05380666698329151,False,360,16,4
alpha_beta_d4_b16,alpha_beta,seed1_caution_t48,1,caution,0,63→19,-754.0,0.08405120903626084,False,828,9,4
alpha_beta_d4_b16,alpha_beta,seed1_caution_t48,1,caution,1,63→19,-754.0,0.08512850000988692,False,828,9,4
alpha_beta_d4_b16,alpha_beta,seed1_caution_t48,1,caution,2,63→19,-754.0,0.08409412496257573,False,828,9,4
alpha_beta_d4_b16,alpha_beta,seed1_caution_t48,1,caution,3,63→19,-754.0,0.08409691695123911,False,828,9,4
alpha_beta_d4_b16,alpha_beta,seed1_caution_t48,1,caution,4,63→19,-754.0,0.08452362497337162,False,828,9,4
alpha_beta_d4_b16,alpha_beta,seed1_danger_t58,1,danger,0,63→0,-754.0,0.03935687500052154,False,336,5,4
alpha_beta_d4_b16,alpha_beta,seed1_danger_t58,1,danger,1,63→0,-754.0,0.04000270797405392,False,336,5,4
alpha_beta_d4_b16,alpha_beta,seed1_danger_t58,1,danger,2,63→0,-754.0,0.04319887503515929,False,336,5,4
alpha_beta_d4_b16,alpha_beta,seed1_danger_t58,1,danger,3,63→0,-754.0,0.037982249981723726,False,336,5,4
alpha_beta_d4_b16,alpha_beta,seed1_danger_t58,1,danger,4,63→0,-754.0,0.03810162504669279,False,336,5,4
alpha_beta_d4_b16,alpha_beta,seed1_critical_t63,1,critical,0,63→63,999997.0,0.0019438329618424177,False,36,3,4
alpha_beta_d4_b16,alpha_beta,seed1_critical_t63,1,critical,1,63→63,999997.0,0.001976875006221235,False,36,3,4
alpha_beta_d4_b16,alpha_beta,seed1_critical_t63,1,critical,2,63→63,999997.0,0.0019217920489609241,False,36,3,4
alpha_beta_d4_b16,alpha_beta,seed1_critical_t63,1,critical,3,63→63,999997.0,0.001933166990056634,False,36,3,4
alpha_beta_d4_b16,alpha_beta,seed1_critical_t63,1,critical,4,63→63,999997.0,0.0019730000058189034,False,36,3,4
alpha_beta_d5_b8,alpha_beta,seed0_early_t0,0,normal,0,0→35,886.5,0.12512337497901171,False,1303,8,5
alpha_beta_d5_b8,alpha_beta,seed0_early_t0,0,normal,1,0→35,886.5,0.1249799580546096,False,1303,8,5
alpha_beta_d5_b8,alpha_beta,seed0_early_t0,0,normal,2,0→35,886.5,0.12456070794723928,False,1303,8,5
alpha_beta_d5_b8,alpha_beta,seed0_early_t0,0,normal,3,0→35,886.5,0.12928658293094486,False,1303,8,5
alpha_beta_d5_b8,alpha_beta,seed0_early_t0,0,normal,4,0→35,886.5,0.1304863339755684,False,1303,8,5
alpha_beta_d5_b8,alpha_beta,seed0_middle_t39,0,normal,0,55→63,2284.0,0.15389370790217072,False,1439,8,5
alpha_beta_d5_b8,alpha_beta,seed0_middle_t39,0,normal,1,55→63,2284.0,0.14302691700868309,False,1439,8,5
alpha_beta_d5_b8,alpha_beta,seed0_middle_t39,0,normal,2,55→63,2284.0,0.1616860000649467,False,1439,8,5
alpha_beta_d5_b8,alpha_beta,seed0_middle_t39,0,normal,3,55→63,2284.0,0.14396975003182888,False,1439,8,5
alpha_beta_d5_b8,alpha_beta,seed0_middle_t39,0,normal,4,55→63,2284.0,0.14327062491793185,False,1439,8,5
alpha_beta_d5_b8,alpha_beta,seed0_late_t69,0,normal,0,1→63,3526.0,0.06031920900568366,False,485,8,5
alpha_beta_d5_b8,alpha_beta,seed0_late_t69,0,normal,1,1→63,3526.0,0.06029166700318456,False,485,8,5
alpha_beta_d5_b8,alpha_beta,seed0_late_t69,0,normal,2,1→63,3526.0,0.06063066690694541,False,485,8,5
alpha_beta_d5_b8,alpha_beta,seed0_late_t69,0,normal,3,1→63,3526.0,0.06143954093568027,False,485,8,5
alpha_beta_d5_b8,alpha_beta,seed0_late_t69,0,normal,4,1→63,3526.0,0.0599865410476923,False,485,8,5
alpha_beta_d5_b8,alpha_beta,seed0_caution_t60,0,caution,0,63→19,266.5,0.09316499996930361,False,853,8,5
alpha_beta_d5_b8,alpha_beta,seed0_caution_t60,0,caution,1,63→19,266.5,0.09395958390086889,False,853,8,5
alpha_beta_d5_b8,alpha_beta,seed0_caution_t60,0,caution,2,63→19,266.5,0.09821479103993624,False,853,8,5
alpha_beta_d5_b8,alpha_beta,seed0_caution_t60,0,caution,3,63→19,266.5,0.09264316700864583,False,853,8,5
alpha_beta_d5_b8,alpha_beta,seed0_caution_t60,0,caution,4,63→19,266.5,0.09342675004154444,False,853,8,5
alpha_beta_d5_b8,alpha_beta,seed0_danger_t70,0,danger,0,63→1,116.5,0.023265250027179718,False,216,5,5
alpha_beta_d5_b8,alpha_beta,seed0_danger_t70,0,danger,1,63→1,116.5,0.022893000044859946,False,216,5,5
alpha_beta_d5_b8,alpha_beta,seed0_danger_t70,0,danger,2,63→1,116.5,0.022514041978865862,False,216,5,5
alpha_beta_d5_b8,alpha_beta,seed0_danger_t70,0,danger,3,63→1,116.5,0.022539999918080866,False,216,5,5
alpha_beta_d5_b8,alpha_beta,seed0_danger_t70,0,danger,4,63→1,116.5,0.022843208978883922,False,216,5,5
alpha_beta_d5_b8,alpha_beta,seed0_critical_t75,0,critical,0,63→63,999997.0,0.0015570420073345304,False,28,3,5
alpha_beta_d5_b8,alpha_beta,seed0_critical_t75,0,critical,1,63→63,999997.0,0.0015298749785870314,False,28,3,5
alpha_beta_d5_b8,alpha_beta,seed0_critical_t75,0,critical,2,63→63,999997.0,0.0015406669117510319,False,28,3,5
alpha_beta_d5_b8,alpha_beta,seed0_critical_t75,0,critical,3,63→63,999997.0,0.0015290420269593596,False,28,3,5
alpha_beta_d5_b8,alpha_beta,seed0_critical_t75,0,critical,4,63→63,999997.0,0.0015407920582219958,False,28,3,5
alpha_beta_d5_b8,alpha_beta,seed1_early_t0,1,normal,0,0→35,866.5,0.1455467080231756,False,1301,8,5
alpha_beta_d5_b8,alpha_beta,seed1_early_t0,1,normal,1,0→35,866.5,0.12703920807689428,False,1301,8,5
alpha_beta_d5_b8,alpha_beta,seed1_early_t0,1,normal,2,0→35,866.5,0.12451112491544336,False,1301,8,5
alpha_beta_d5_b8,alpha_beta,seed1_early_t0,1,normal,3,0→35,866.5,0.12526045797858387,False,1301,8,5
alpha_beta_d5_b8,alpha_beta,seed1_early_t0,1,normal,4,0→35,866.5,0.12543483299668878,False,1301,8,5
alpha_beta_d5_b8,alpha_beta,seed1_middle_t33,1,normal,0,1→63,734.0,0.09696470899507403,False,994,8,5
alpha_beta_d5_b8,alpha_beta,seed1_middle_t33,1,normal,1,1→63,734.0,0.09733091702219099,False,994,8,5
alpha_beta_d5_b8,alpha_beta,seed1_middle_t33,1,normal,2,1→63,734.0,0.09754533297382295,False,994,8,5
alpha_beta_d5_b8,alpha_beta,seed1_middle_t33,1,normal,3,1→63,734.0,0.09677370893768966,False,994,8,5
alpha_beta_d5_b8,alpha_beta,seed1_middle_t33,1,normal,4,1→63,734.0,0.09681941603776067,False,994,8,5
alpha_beta_d5_b8,alpha_beta,seed1_late_t57,1,normal,0,1→63,734.0,0.06435987504664809,False,531,8,5
alpha_beta_d5_b8,alpha_beta,seed1_late_t57,1,normal,1,1→63,734.0,0.06365779193583876,False,531,8,5
alpha_beta_d5_b8,alpha_beta,seed1_late_t57,1,normal,2,1→63,734.0,0.06377249991055578,False,531,8,5
alpha_beta_d5_b8,alpha_beta,seed1_late_t57,1,normal,3,1→63,734.0,0.06383625010494143,False,531,8,5
alpha_beta_d5_b8,alpha_beta,seed1_late_t57,1,normal,4,1→63,734.0,0.06363154191058129,False,531,8,5
alpha_beta_d5_b8,alpha_beta,seed1_caution_t48,1,caution,0,63→19,266.5,0.09208500001113862,False,850,8,5
alpha_beta_d5_b8,alpha_beta,seed1_caution_t48,1,caution,1,63→19,266.5,0.09241562499664724,False,850,8,5
alpha_beta_d5_b8,alpha_beta,seed1_caution_t48,1,caution,2,63→19,266.5,0.094619584036991,False,850,8,5
alpha_beta_d5_b8,alpha_beta,seed1_caution_t48,1,caution,3,63→19,266.5,0.09355662507005036,False,850,8,5
alpha_beta_d5_b8,alpha_beta,seed1_caution_t48,1,caution,4,63→19,266.5,0.09303458291105926,False,850,8,5
alpha_beta_d5_b8,alpha_beta,seed1_danger_t58,1,danger,0,63→0,116.5,0.022581416997127235,False,217,5,5
alpha_beta_d5_b8,alpha_beta,seed1_danger_t58,1,danger,1,63→0,116.5,0.02248812490142882,False,217,5,5
alpha_beta_d5_b8,alpha_beta,seed1_danger_t58,1,danger,2,63→0,116.5,0.022595667047426105,False,217,5,5
alpha_beta_d5_b8,alpha_beta,seed1_danger_t58,1,danger,3,63→0,116.5,0.022426542011089623,False,217,5,5
alpha_beta_d5_b8,alpha_beta,seed1_danger_t58,1,danger,4,63→0,116.5,0.02245712501462549,False,217,5,5
alpha_beta_d5_b8,alpha_beta,seed1_critical_t63,1,critical,0,63→63,999997.0,0.0018684170208871365,False,28,3,5
alpha_beta_d5_b8,alpha_beta,seed1_critical_t63,1,critical,1,63→63,999997.0,0.0018051658989861608,False,28,3,5
alpha_beta_d5_b8,alpha_beta,seed1_critical_t63,1,critical,2,63→63,999997.0,0.001807499909773469,False,28,3,5
alpha_beta_d5_b8,alpha_beta,seed1_critical_t63,1,critical,3,63→63,999997.0,0.0018124589696526527,False,28,3,5
alpha_beta_d5_b8,alpha_beta,seed1_critical_t63,1,critical,4,63→63,999997.0,0.0017947499873116612,False,28,3,5
alpha_beta_d5_b12,alpha_beta,seed0_early_t0,0,normal,0,0→35,886.5,0.4377476250519976,False,3969,12,5
alpha_beta_d5_b12,alpha_beta,seed0_early_t0,0,normal,1,0→35,886.5,0.4281626670854166,False,3969,12,5
alpha_beta_d5_b12,alpha_beta,seed0_early_t0,0,normal,2,0→35,886.5,0.4213604580145329,False,3969,12,5
alpha_beta_d5_b12,alpha_beta,seed0_early_t0,0,normal,3,0→35,886.5,0.42015166697092354,False,3969,12,5
alpha_beta_d5_b12,alpha_beta,seed0_early_t0,0,normal,4,0→35,886.5,0.43085758306551725,False,3969,12,5
alpha_beta_d5_b12,alpha_beta,seed0_middle_t39,0,normal,0,55→63,2284.0,0.3682179580209777,False,3175,12,5
alpha_beta_d5_b12,alpha_beta,seed0_middle_t39,0,normal,1,55→63,2284.0,0.3589585410663858,False,3175,12,5
alpha_beta_d5_b12,alpha_beta,seed0_middle_t39,0,normal,2,55→63,2284.0,0.3641237079864368,False,3175,12,5
alpha_beta_d5_b12,alpha_beta,seed0_middle_t39,0,normal,3,55→63,2284.0,0.3719920840812847,False,3175,12,5
alpha_beta_d5_b12,alpha_beta,seed0_middle_t39,0,normal,4,55→63,2284.0,0.36580483394209296,False,3175,12,5
alpha_beta_d5_b12,alpha_beta,seed0_late_t69,0,normal,0,1→63,3526.0,0.09535116702318192,False,761,12,5
alpha_beta_d5_b12,alpha_beta,seed0_late_t69,0,normal,1,1→63,3526.0,0.095473250024952,False,761,12,5
alpha_beta_d5_b12,alpha_beta,seed0_late_t69,0,normal,2,1→63,3526.0,0.09493324998766184,False,761,12,5
alpha_beta_d5_b12,alpha_beta,seed0_late_t69,0,normal,3,1→63,3526.0,0.09636529092676938,False,761,12,5
alpha_beta_d5_b12,alpha_beta,seed0_late_t69,0,normal,4,1→63,3526.0,0.09530404093675315,False,761,12,5
alpha_beta_d5_b12,alpha_beta,seed0_caution_t60,0,caution,0,63→19,266.5,0.10460608301218599,False,985,9,5
alpha_beta_d5_b12,alpha_beta,seed0_caution_t60,0,caution,1,63→19,266.5,0.10519462497904897,False,985,9,5
alpha_beta_d5_b12,alpha_beta,seed0_caution_t60,0,caution,2,63→19,266.5,0.1061041250359267,False,985,9,5
alpha_beta_d5_b12,alpha_beta,seed0_caution_t60,0,caution,3,63→19,266.5,0.10468000010587275,False,985,9,5
alpha_beta_d5_b12,alpha_beta,seed0_caution_t60,0,caution,4,63→19,266.5,0.10431308299303055,False,985,9,5
