position_id,seed,split,category,turn,depth,branch_limit,full_config_id,selective_config_id,full_complete,selective_complete,comparable,full_selected_edge,selective_selected_edge,move_agreement,score_agreement,full_score,selective_score,full_time_sec,selective_time_sec,selective_speedup,full_nodes,selective_nodes,selective_node_ratio,full_root_candidates,selective_root_candidates,full_root_completion_rate,selective_root_completion_rate,full_timed_out,selective_timed_out
seed0_middle_t27,0,tuning,middle,27,4,16,full_alpha_beta_d4,selective_alpha_beta_d4_b16,True,True,True,63→28,63→28,True,True,-308.0,-308.0,0.10661279107443988,0.07661562482826412,1.3915280507522478,1099,867,0.7888989990900819,9,9,1.0,1.0,False,False
seed1_early_pruning_t75,1,tuning,early_pruning,75,4,16,full_alpha_beta_d4,selective_alpha_beta_d4_b16,True,True,True,2→61,2→61,True,True,-664.0,-664.0,0.31302637490443885,0.16060604201629758,1.9490323712271942,3725,1964,0.527248322147651,37,16,1.0,1.0,False,False
seed1_early_t0,1,tuning,early,0,4,16,full_alpha_beta_d4,selective_alpha_beta_d4_b16,False,True,False,63→63,4→35,,,-488.5,-528.5,1.0000333751086146,0.09971583401784301,10.02883228083586,14191,1218,0.08582904657881756,2284,16,0.1786339754816112,1.0,True,False
seed1_late_t236,1,tuning,late,236,4,16,full_alpha_beta_d4,selective_alpha_beta_d4_b16,True,True,True,35→56,35→56,True,False,-668.5,-624.0,0.16947829187847674,0.09428233304060996,1.7975614986688742,1872,1172,0.6260683760683761,7,7,1.0,1.0,False,False
seed1_middle_t120,1,tuning,middle,120,4,16,full_alpha_beta_d4,selective_alpha_beta_d4_b16,True,True,True,9→35,9→35,True,True,-644.0,-644.0,0.21954383398406208,0.07541658403351903,2.9110816513047775,2889,1002,0.34683281412253375,47,16,1.0,1.0,False,False
seed2_early_pruning_t10,2,validation,early_pruning,10,4,16,full_alpha_beta_d4,selective_alpha_beta_d4_b16,True,True,True,63→42,63→42,True,False,-1346.5,-1157.5,0.09582862490788102,0.08742433413863182,1.0961321679147389,1022,1067,1.044031311154599,10,10,1.0,1.0,False,False
seed2_early_t0,2,validation,early,0,4,16,full_alpha_beta_d4,selective_alpha_beta_d4_b16,False,True,False,63→63,0→35,,,-388.0,-789.0,1.000040375161916,0.2362365829758346,4.233215544199661,12664,3065,0.24202463676563488,2252,16,0.14209591474245115,1.0,True,False
seed2_few_legal_t64,2,validation,few_legal,64,4,16,full_alpha_beta_d4,selective_alpha_beta_d4_b16,True,True,True,20→2,20→2,True,True,-1326.5,-1326.5,0.13005500007420778,0.06723054102621973,1.934463089081593,1145,624,0.5449781659388646,6,6,1.0,1.0,False,False
seed2_late_t60,2,validation,late,60,4,16,full_alpha_beta_d4,selective_alpha_beta_d4_b16,True,True,True,63→42,63→42,True,True,-1326.5,-1326.5,0.08948550000786781,0.057132541900500655,1.5662789897167808,951,665,0.6992639327024185,10,10,1.0,1.0,False,False
seed2_middle_t32,2,validation,middle,32,4,16,full_alpha_beta_d4,selective_alpha_beta_d4_b16,True,True,True,55→63,55→63,True,True,-248.0,-248.0,0.09597483300603926,0.05665350006893277,1.694067143058461,1125,655,0.5822222222222222,32,16,1.0,1.0,False,False
seed0_early_pruning_t17,0,tuning,early_pruning,17,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,False,True,False,28→58,28→58,,,369.5,369.5,1.0000304579734802,0.2082815421745181,4.801339799642733,11195,2273,0.20303707012058955,37,8,0.5945945945945946,1.0,True,False
seed0_early_t0,0,tuning,early,0,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,False,True,False,55→20,20→20,,,1195.5,449.5,1.0000387078616768,0.13913687504827976,7.1874455101472465,10310,1577,0.15295829291949564,2248,8,0.02179715302491103,1.0,True,False
seed0_few_legal_t1,0,tuning,few_legal,1,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,True,True,True,35→32,35→32,True,True,419.5,419.5,0.4674687501974404,0.1942459160927683,2.4065821284715496,5255,2235,0.4253092293054234,8,8,1.0,1.0,False,False
seed0_late_t49,0,tuning,late,49,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,False,True,False,11→46,11→46,,,308.0,308.0,1.0000248330179602,0.23549812496639788,4.2464237588331075,10917,2930,0.26838875148850416,32,8,0.3125,1.0,True,False
seed0_middle_t27,0,tuning,middle,27,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,True,True,True,63→46,63→46,True,True,209.5,209.5,0.11486970796249807,0.08792312513105571,1.3064789017823986,1382,1014,0.7337192474674384,9,8,1.0,1.0,False,False
seed1_early_pruning_t75,1,tuning,early_pruning,75,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,False,True,False,2→55,2→55,,,664.0,664.0,1.0000232078600675,0.23111562500707805,4.326938984888803,9074,2808,0.30945558739255014,37,8,0.16216216216216217,1.0,True,False
seed1_early_t0,1,tuning,early,0,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,False,True,False,0→20,4→35,,,854.5,708.5,1.0000349171459675,0.16377470805309713,6.106162111562109,10330,1910,0.18489835430784124,2284,8,0.005253940455341506,1.0,True,False
seed1_late_t236,1,tuning,late,236,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,True,True,True,35→56,35→37,False,False,668.5,624.0,0.5729820840060711,0.13455862505361438,4.258233790496659,6571,1389,0.21138335108811443,7,7,1.0,1.0,False,False
seed1_middle_t120,1,tuning,middle,120,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,False,True,False,9→35,9→35,,,644.0,1094.0647727272728,1.000025707995519,0.2087011670228094,4.791663229589052,9948,2453,0.24658222758343384,47,8,0.1276595744680851,1.0,True,False
seed2_early_pruning_t10,2,validation,early_pruning,10,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,True,True,True,63→59,63→59,True,False,1346.5,789.0,0.337643459206447,0.13236554199829698,2.550841058096458,3974,1522,0.38298943130347257,10,8,1.0,1.0,False,False
