position_id,seed,split,category,turn,depth,branch_limit,full_config_id,selective_config_id,full_complete,selective_complete,comparable,full_selected_edge,selective_selected_edge,move_agreement,score_agreement,full_score,selective_score,full_time_sec,selective_time_sec,selective_speedup,full_nodes,selective_nodes,selective_node_ratio,full_root_candidates,selective_root_candidates,full_root_completion_rate,selective_root_completion_rate,full_timed_out,selective_timed_out
seed2_early_t0,2,validation,early,0,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,False,True,False,0→35,0→35,,,1177.5,789.0,1.0000374999362975,0.21351525001227856,4.683681844171733,10297,2555,0.24813052345343303,2252,8,0.011101243339253997,1.0,True,False
seed2_few_legal_t64,2,validation,few_legal,64,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,True,True,True,20→2,20→2,True,False,1313.0,1303.0,0.43617874989286065,0.11811379203572869,3.692868905275002,3286,1066,0.32440657334144857,6,6,1.0,1.0,False,False
seed2_late_t60,2,validation,late,60,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,True,True,True,63→52,63→52,True,True,218.0,218.0,0.2428585838060826,0.11413587490096688,2.12780235852054,2717,1274,0.4688995215311005,10,8,1.0,1.0,False,False
seed2_middle_t32,2,validation,middle,32,5,8,full_alpha_beta_d5,selective_alpha_beta_d5_b8,True,True,True,55→20,55→20,True,False,1326.5,1117.5,0.5672564590349793,0.11803662497550249,4.805766508087712,5851,1337,0.22850794735942573,32,8,1.0,1.0,False,False
seed0_early_pruning_t17,0,tuning,early_pruning,17,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,False,True,False,28→58,28→58,,,369.5,369.5,1.0000304579734802,0.4905295418575406,2.038675294023186,11195,5468,0.4884323358642251,37,12,0.5945945945945946,1.0,True,False
seed0_early_t0,0,tuning,early,0,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,False,True,False,55→20,20→20,,,1195.5,764.0,1.0000387078616768,0.30012379097752273,3.33208741834323,10310,3015,0.2924345295829292,2248,12,0.02179715302491103,1.0,True,False
seed0_few_legal_t1,0,tuning,few_legal,1,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,True,True,True,35→32,35→32,True,True,419.5,419.5,0.4674687501974404,0.35491716605611145,1.3171207112691046,5255,3932,0.7482397716460514,8,8,1.0,1.0,False,False
seed0_late_t49,0,tuning,late,49,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,False,True,False,11→46,11→46,,,308.0,308.0,1.0000248330179602,0.557140874909237,1.7949227530305916,10917,6679,0.6117981130347165,32,12,0.3125,1.0,True,False
seed0_middle_t27,0,tuning,middle,27,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,True,True,True,63→46,63→46,True,True,209.5,209.5,0.11486970796249807,0.09772220789454877,1.1754718854331763,1382,1148,0.8306801736613604,9,9,1.0,1.0,False,False
seed1_early_pruning_t75,1,tuning,early_pruning,75,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,False,True,False,2→55,2→55,,,664.0,664.0,1.0000232078600675,0.49332441692240536,2.0271107075921613,9074,5832,0.6427154507383733,37,12,0.16216216216216217,1.0,True,False
seed1_early_t0,1,tuning,early,0,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,False,True,False,0→20,0→20,,,854.5,734.0,1.0000349171459675,0.44393595890142024,2.252655810132366,10330,4815,0.46611810261374637,2284,12,0.005253940455341506,1.0,True,False
seed1_late_t236,1,tuning,late,236,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,True,True,True,35→56,35→37,False,False,668.5,418.5,0.5729820840060711,0.15554229100234807,3.6837703772630004,6571,1886,0.2870187186120834,7,7,1.0,1.0,False,False
seed1_middle_t120,1,tuning,middle,120,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,False,True,False,9→35,9→35,,,644.0,708.5,1.000025707995519,0.4588660839945078,2.1793410820214127,9948,5518,0.5546843586650583,47,12,0.1276595744680851,1.0,True,False
seed2_early_pruning_t10,2,validation,early_pruning,10,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,True,True,True,63→59,63→59,True,False,1346.5,789.0,0.337643459206447,0.18546000006608665,1.8205729488090772,3974,2152,0.5415198792148969,10,10,1.0,1.0,False,False
seed2_early_t0,2,validation,early,0,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,False,True,False,0→35,1→20,,,1177.5,789.0,1.0000374999362975,0.9295516659040004,1.0758277744182716,10297,11913,1.156938914246868,2252,12,0.011101243339253997,1.0,True,False
seed2_few_legal_t64,2,validation,few_legal,64,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,True,True,True,20→2,20→2,True,False,1313.0,1303.0,0.43617874989286065,0.1733361252117902,2.516375333531409,3286,1468,0.44674376141205113,6,6,1.0,1.0,False,False
seed2_late_t60,2,validation,late,60,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,True,True,True,63→52,63→52,True,True,218.0,218.0,0.2428585838060826,0.15006479085423052,1.618358193308581,2717,1695,0.6238498343761502,10,10,1.0,1.0,False,False
seed2_middle_t32,2,validation,middle,32,5,12,full_alpha_beta_d5,selective_alpha_beta_d5_b12,True,True,True,55→20,55→63,False,False,1326.5,1117.5,0.5672564590349793,0.27093145810067654,2.0937268156737643,5851,2713,0.46368142197914886,32,12,1.0,1.0,False,False
seed0_early_pruning_t17,0,tuning,early_pruning,17,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,False,True,False,28→58,28→58,,,369.5,369.5,1.0000304579734802,0.666038041934371,1.5014614706828107,11195,7434,0.6640464493077267,37,16,0.5945945945945946,1.0,True,False
seed0_early_t0,0,tuning,early,0,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,False,True,False,55→20,20→20,,,1195.5,1135.5,1.0000387078616768,0.3901434170547873,2.563259212243078,10310,3587,0.3479146459747818,2248,16,0.02179715302491103,1.0,True,False
seed0_few_legal_t1,0,tuning,few_legal,1,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,True,True,True,35→32,35→32,True,True,419.5,419.5,0.4674687501974404,0.3891564579680562,1.2012360083609672,5255,4347,0.8272121788772597,8,8,1.0,1.0,False,False
seed0_late_t49,0,tuning,late,49,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,False,True,False,11→46,11→46,,,308.0,308.0,1.0000248330179602,0.9787727498915046,1.021712990200035,10917,11256,1.0310524869469635,32,16,0.3125,1.0,True,False
seed0_middle_t27,0,tuning,middle,27,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,True,True,True,63→46,63→46,True,True,209.5,209.5,0.11486970796249807,0.12244387506507337,0.9381417233115991,1382,1278,0.9247467438494935,9,9,1.0,1.0,False,False
seed1_early_pruning_t75,1,tuning,early_pruning,75,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,False,True,False,2→55,2→55,,,664.0,664.0,1.0000232078600675,0.9542367910034955,1.047982238044314,9074,11314,1.2468591580339432,37,16,0.16216216216216217,1.0,True,False
seed1_early_t0,1,tuning,early,0,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,False,True,False,0→20,0→20,,,854.5,734.0,1.0000349171459675,0.8858721670694649,1.1288704559419245,10330,9791,0.9478218780251694,2284,16,0.005253940455341506,1.0,True,False
seed1_late_t236,1,tuning,late,236,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,True,True,True,35→56,35→37,False,False,668.5,624.0,0.5729820840060711,0.20966291590593755,2.7328728188781453,6571,2450,0.3728504032871709,7,7,1.0,1.0,False,False
seed1_middle_t120,1,tuning,middle,120,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,False,True,False,9→35,9→35,,,644.0,644.0,1.000025707995519,0.7198537499643862,1.3892067771335412,9948,8554,0.859871330920788,47,16,0.1276595744680851,1.0,True,False
seed2_early_pruning_t10,2,validation,early_pruning,10,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,True,True,True,63→59,63→59,True,False,1346.5,736.5,0.337643459206447,0.33382379193790257,1.011442166079208,3974,3854,0.9698037242073477,10,10,1.0,1.0,False,False
seed2_early_t0,2,validation,early,0,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,False,False,False,0→35,0→35,,,1177.5,789.0,1.0000374999362975,1.0000467081554234,0.999990792210953,10297,12307,1.1952024861610178,2252,16,0.011101243339253997,0.4375,True,True
seed2_few_legal_t64,2,validation,few_legal,64,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,True,True,True,20→2,20→2,True,True,1313.0,1313.0,0.43617874989286065,0.23659616708755493,1.8435579716363202,3286,2006,0.6104686548995739,6,6,1.0,1.0,False,False
seed2_late_t60,2,validation,late,60,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,True,True,True,63→52,63→52,True,True,218.0,218.0,0.2428585838060826,0.1714194160886109,1.41675073540411,2717,1986,0.7309532572690467,10,10,1.0,1.0,False,False
seed2_middle_t32,2,validation,middle,32,5,16,full_alpha_beta_d5,selective_alpha_beta_d5_b16,True,True,True,55→20,55→63,False,False,1326.5,1117.5,0.5672564590349793,0.39299991680309176,1.443400964685692,5851,4432,0.7574773542984106,32,16,1.0,1.0,False,False
