depth,branch_limit,position_count,full_complete_count,full_complete_rate,selective_complete_count,selective_complete_rate,comparable_count,move_agreement_rate,score_agreement_rate,full_mean_time_sec,selective_mean_time_sec,mean_selective_speedup,full_mean_nodes,selective_mean_nodes,mean_selective_node_ratio
3,8,14,11,0.7857142857142857,14,1.0,11,0.7272727272727273,0.6363636363636364,0.2618523095235495,0.014904282804179405,16.74124895386429,2562.0714285714284,159.85714285714286,0.3405915823321575
3,12,14,11,0.7857142857142857,14,1.0,11,0.7272727272727273,0.6363636363636364,0.2618523095235495,0.023658041709235737,9.308075777543948,2562.0714285714284,251.35714285714286,0.4509403810777522
3,16,14,11,0.7857142857142857,14,1.0,11,0.8181818181818182,0.8181818181818182,0.2618523095235495,0.03459958331326821,6.31090187115592,2562.0714285714284,379.35714285714283,0.5752829118199404
4,8,14,11,0.7857142857142857,14,1.0,11,0.6363636363636364,0.6363636363636364,0.3564367975673771,0.04241662793460169,7.956541770865427,4508.785714285715,516.5714285714286,0.26188515968084636
4,12,14,11,0.7857142857142857,14,1.0,11,1.0,0.7272727272727273,0.3564367975673771,0.081848547710771,4.223784194799482,4508.785714285715,998.8571428571429,0.42174502110979084
4,16,14,11,0.7857142857142857,14,1.0,11,1.0,0.8181818181818182,0.3564367975673771,0.10868094656949065,3.258422192141962,4508.785714285715,1326.857142857143,0.5378579167961567
5,8,14,7,0.5,14,1.0,7,0.8571428571428571,0.42857142857142855,0.6956766518498105,0.16424305660517088,4.092302063540364,7221.928571428572,1881.642857142857,0.31347615061873363
5,12,14,7,0.5,14,1.0,7,0.7142857142857143,0.42857142857142855,0.6956766518498105,0.3615318837608876,2.0661440789178096,7221.928571428572,4159.571428571428,0.5824896689748328
5,16,14,7,0.5,13,0.9285714285714286,7,0.7142857142857143,0.5714285714285714,0.6956766518498105,0.5322190118521186,1.44570616605805,7221.928571428572,6042.571428571428,0.8204486251470495
