agent,games,wins,losses,draws,win_rate,first_win_rate,second_win_rate,mean_match_turns,decision_count,mean_decision_time_sec,max_decision_time_sec,timeout_count,mean_nodes_per_decision,mean_effective_depth,depth_change_count,cutoff_count,beam_pruned_move_count,research_count,null_window_search_count,research_rate,graph_ordering_calls,graph_ordering_changed_first_count,graph_ordering_changed_first_rate,graph_ordering_time_sec
alpha_beta,30,18,12,0,0.6,0.4666666666666667,0.7333333333333333,123.56666666666666,1852,0.3646968353131749,1.000136,62,3503.1085313174945,5.975701943844492,608,1592843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pvs,30,18,12,0,0.6,0.6,0.6,117.63333333333334,1763,0.3555684809982983,1.000075,66,3559.6999432785024,5.947249007373794,634,1597468.0,0.0,30745.0,4097975.0,0.007502485983931088,0.0,0.0,0.0,0.0
beam_negamax,30,9,21,0,0.3,0.3333333333333333,0.26666666666666666,136.4,2049,0.4026816178623719,1.000129,7,5215.482186432406,7.083943387018057,426,0.0,87729886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_pvs,30,9,21,0,0.3,0.26666666666666666,0.3333333333333333,100.73333333333333,1514,0.2871914227212682,1.000066,10,1112.6611624834875,4.8302509907529725,218,415031.0,0.0,15700.0,1108820.0,0.014159196262693675,567924.0,40680.0,0.07162930251230798,238.6570382756181
beam_alpha_beta,30,15,15,0,0.5,0.4666666666666667,0.5333333333333333,154.8,2322,0.10209005727820844,0.808522,0,1167.4099913867356,7.973298880275625,32,970203.0,33418327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beam_pvs,30,21,9,0,0.7,0.7333333333333333,0.6666666666666666,138.4,2073,0.11696615436565364,0.834781,0,1370.1196333815726,7.969126869271587,34,1101015.0,34372801.0,32848.0,967393.0,0.033955176438117705,0.0,0.0,0.0,0.0
