match_id,turn,risk_level,beam_won,same_edge,reference_rank,reference_risk_level,reference_attack_score,reference_survival_score,reference_survival_weight,reference_total_score,reference_opponent_legal_word_count,reference_opponent_safe_word_count,reference_opponent_active_edge_type_count,reference_opponent_safe_edge_type_count,reference_opponent_destination_count,reference_opponent_safe_destination_count,reference_own_safe_word_count,reference_own_safe_edge_type_count,reference_own_safe_destination_count,beam_risk_level,beam_attack_score,beam_survival_score,beam_survival_weight,beam_total_score,beam_opponent_legal_word_count,beam_opponent_safe_word_count,beam_opponent_active_edge_type_count,beam_opponent_safe_edge_type_count,beam_opponent_destination_count,beam_opponent_safe_destination_count,beam_own_safe_word_count,beam_own_safe_edge_type_count,beam_own_safe_destination_count
D20000_seed1_alpha_beta_vs_beam_negamax,2,normal,False,True,2,normal,-2821.5,0.0,0.0,-2821.5,132,115,37,36,37,36,25,18,18,normal,-2821.5,0.0,0.0,-2821.5,132,115,37,36,37,36,25,18,18
D20000_seed1_alpha_beta_vs_beam_negamax,4,normal,False,True,1,normal,-734.0,0.0,0.0,-734.0,36,24,15,14,15,14,25,14,14,normal,-734.0,0.0,0.0,-734.0,36,24,15,14,15,14,25,14,14
D20000_seed1_alpha_beta_vs_beam_negamax,6,normal,False,False,1,normal,-3187.5,0.0,0.0,-3187.5,153,128,40,39,40,39,23,13,13,normal,-3339.0,0.0,0.0,-3339.0,162,140,34,33,34,33,23,13,13
D20000_seed1_alpha_beta_vs_beam_negamax,8,normal,False,False,1,normal,-674.0,0.0,0.0,-674.0,34,22,13,12,13,12,128,39,39,normal,-3319.0,0.0,0.0,-3319.0,161,139,34,33,34,33,128,39,39
D20000_seed1_alpha_beta_vs_beam_negamax,10,normal,False,True,1,normal,-674.0,0.0,0.0,-674.0,34,22,13,12,13,12,127,38,38,normal,-674.0,0.0,0.0,-674.0,34,22,13,12,13,12,127,38,38
D20000_seed1_alpha_beta_vs_beam_negamax,12,normal,False,False,1,normal,-916.5,0.0,0.0,-916.5,40,33,20,19,20,19,126,37,37,normal,-2184.5,0.0,0.0,-2184.5,99,88,33,32,33,32,126,37,37
D20000_seed1_alpha_beta_vs_beam_negamax,14,normal,False,False,1,normal,-916.5,0.0,0.0,-916.5,40,33,20,19,20,19,125,36,36,normal,-2588.5,0.0,0.0,-2588.5,123,100,38,37,38,37,125,36,36
D20000_seed1_alpha_beta_vs_beam_negamax,16,normal,False,True,1,normal,-3586.5,0.0,0.0,-3586.5,176,149,36,35,36,35,21,11,11,normal,-3586.5,0.0,0.0,-3586.5,176,149,36,35,36,35,21,11,11
D20000_seed1_alpha_beta_vs_beam_negamax,18,normal,False,True,1,normal,-4147.0,0.0,0.0,-4147.0,212,166,40,39,40,39,20,10,10,normal,-4147.0,0.0,0.0,-4147.0,212,166,40,39,40,39,20,10,10
D20000_seed1_alpha_beta_vs_beam_negamax,20,normal,False,True,1,normal,-4343.0,0.0,0.0,-4343.0,201,187,48,47,48,47,19,9,9,normal,-4343.0,0.0,0.0,-4343.0,201,187,48,47,48,47,19,9,9
D20000_seed1_alpha_beta_vs_beam_negamax,22,normal,False,False,6,normal,-3443.0,0.0,0.0,-3443.0,158,144,44,43,44,43,124,35,35,normal,-3062.5,0.0,0.0,-3062.5,141,126,41,40,41,40,124,35,35
D20000_seed1_alpha_beta_vs_beam_negamax,24,normal,False,False,2,normal,-3037.5,0.0,0.0,-3037.5,148,123,35,34,35,34,64,19,19,normal,-1047.5,0.0,0.0,-1047.5,46,41,19,18,19,18,64,19,19
D20000_seed1_alpha_beta_vs_beam_negamax,26,normal,False,False,5,normal,-3443.0,0.0,0.0,-3443.0,158,144,44,43,44,43,123,34,34,normal,-3086.5,0.0,0.0,-3086.5,150,123,38,37,38,37,123,34,34
D20000_seed1_alpha_beta_vs_beam_negamax,28,normal,False,False,5,normal,-3443.0,0.0,0.0,-3443.0,158,144,44,43,44,43,122,34,34,normal,-3066.5,0.0,0.0,-3066.5,149,122,38,37,38,37,122,34,34
D20000_seed1_alpha_beta_vs_beam_negamax,30,normal,False,False,5,normal,-3443.0,0.0,0.0,-3443.0,158,144,44,43,44,43,121,34,34,normal,-3036.5,0.0,0.0,-3036.5,148,121,37,36,37,36,121,34,34
D20000_seed1_alpha_beta_vs_beam_negamax,32,normal,False,True,1,normal,-2967.5,0.0,0.0,-2967.5,145,120,34,33,34,33,63,18,18,normal,-2967.5,0.0,0.0,-2967.5,145,120,34,33,34,33,63,18,18
D20000_seed1_alpha_beta_vs_beam_negamax,34,normal,False,False,1,normal,-564.0,0.0,0.0,-564.0,30,18,10,9,10,9,144,43,43,normal,-2164.5,0.0,0.0,-2164.5,98,87,33,32,33,32,144,43,43
D20000_seed1_alpha_beta_vs_beam_negamax,36,normal,False,False,4,normal,-3423.0,0.0,0.0,-3423.0,157,143,44,43,44,43,119,33,33,normal,-3236.5,0.0,0.0,-3236.5,158,131,37,36,37,36,119,33,33
D20000_seed1_alpha_beta_vs_beam_negamax,38,normal,False,False,4,normal,-3423.0,0.0,0.0,-3423.0,157,143,44,43,44,43,118,33,33,normal,-3216.5,0.0,0.0,-3216.5,157,130,37,36,37,36,118,33,33
D20000_seed1_alpha_beta_vs_beam_negamax,40,normal,False,False,4,normal,-3423.0,0.0,0.0,-3423.0,157,143,44,43,44,43,117,33,33,normal,-3196.5,0.0,0.0,-3196.5,156,129,37,36,37,36,117,33,33
D20000_seed1_alpha_beta_vs_beam_negamax,42,normal,False,False,2,normal,-5089.0,0.0,0.0,-5089.0,251,209,52,51,52,51,18,9,9,normal,-4313.0,0.0,0.0,-4313.0,200,186,47,46,47,46,18,9,9
D20000_seed1_alpha_beta_vs_beam_negamax,44,normal,False,False,2,normal,-1027.5,0.0,0.0,-1027.5,45,40,19,18,19,18,89,32,32,normal,-2925.0,0.0,0.0,-2925.0,144,114,37,36,37,36,89,32,32
D20000_seed1_alpha_beta_vs_beam_negamax,46,normal,False,True,1,normal,-2877.5,0.0,0.0,-2877.5,141,116,33,32,33,32,62,18,18,normal,-2877.5,0.0,0.0,-2877.5,141,116,33,32,33,32,62,18,18
D20000_seed1_alpha_beta_vs_beam_negamax,48,normal,False,True,3,normal,-1580.0,0.0,0.0,-1580.0,81,61,18,17,18,17,158,37,37,normal,-1580.0,0.0,0.0,-1580.0,81,61,18,17,18,17,158,37,37
D20000_seed1_alpha_beta_vs_beam_negamax,50,normal,False,True,4,normal,-2847.5,0.0,0.0,-2847.5,140,115,32,31,32,31,138,33,33,normal,-2847.5,0.0,0.0,-2847.5,140,115,32,31,32,31,138,33,33
D20000_seed1_alpha_beta_vs_beam_negamax,52,normal,False,False,5,normal,-2817.5,0.0,0.0,-2817.5,139,114,31,30,31,30,165,38,38,normal,-2269.5,0.0,0.0,-2269.5,109,88,32,31,32,31,165,38,38
D20000_seed1_alpha_beta_vs_beam_negamax,54,normal,False,False,2,normal,-1550.0,0.0,0.0,-1550.0,80,60,17,16,17,16,40,18,18,normal,-4283.0,0.0,0.0,-4283.0,199,185,46,45,46,45,40,18,18
D20000_seed1_alpha_beta_vs_beam_negamax,56,normal,False,True,2,normal,-1550.0,0.0,0.0,-1550.0,80,60,17,16,17,16,95,24,24,normal,-1550.0,0.0,0.0,-1550.0,80,60,17,16,17,16,95,24,24
D20000_seed1_alpha_beta_vs_beam_negamax,58,normal,False,True,6,normal,-2817.5,0.0,0.0,-2817.5,139,114,31,30,31,30,157,36,36,normal,-2817.5,0.0,0.0,-2817.5,139,114,31,30,31,30,157,36,36
D20000_seed1_alpha_beta_vs_beam_negamax,60,normal,False,False,3,normal,-2433.0,0.0,0.0,-2433.0,128,94,24,23,24,23,184,45,45,normal,-3016.5,0.0,0.0,-3016.5,147,120,37,36,37,36,184,45,45
D20000_seed1_alpha_beta_vs_beam_negamax,62,normal,False,True,2,normal,-4243.0,0.0,0.0,-4243.0,197,183,46,45,46,45,59,15,15,normal,-4243.0,0.0,0.0,-4243.0,197,183,46,45,46,45,59,15,15
D20000_seed1_alpha_beta_vs_beam_negamax,64,normal,False,False,2,normal,-2797.5,0.0,0.0,-2797.5,138,113,31,30,31,30,94,23,23,normal,-4213.0,0.0,0.0,-4213.0,196,182,45,44,45,44,94,23,23
D20000_seed1_alpha_beta_vs_beam_negamax,66,normal,False,False,2,normal,-1500.0,0.0,0.0,-1500.0,78,58,16,15,16,15,119,36,36,normal,-2976.5,0.0,0.0,-2976.5,145,118,37,36,37,36,119,36,36
D20000_seed1_alpha_beta_vs_beam_negamax,68,normal,False,True,2,normal,-4193.0,0.0,0.0,-4193.0,195,181,45,44,45,44,58,15,15,normal,-4193.0,0.0,0.0,-4193.0,195,181,45,44,45,44,58,15,15
D20000_seed1_alpha_beta_vs_beam_negamax,70,normal,False,False,2,normal,-1480.0,0.0,0.0,-1480.0,77,57,16,15,16,15,117,36,36,normal,-2936.5,0.0,0.0,-2936.5,143,116,37,36,37,36,117,36,36
D20000_seed1_alpha_beta_vs_beam_negamax,72,normal,False,True,2,normal,-4173.0,0.0,0.0,-4173.0,194,180,45,44,45,44,57,15,15,normal,-4173.0,0.0,0.0,-4173.0,194,180,45,44,45,44,57,15,15
D20000_seed1_alpha_beta_vs_beam_negamax,74,normal,False,True,4,normal,-2876.5,0.0,0.0,-2876.5,141,114,35,34,35,34,115,35,35,normal,-2876.5,0.0,0.0,-2876.5,141,114,35,34,35,34,115,35,35
D20000_seed1_alpha_beta_vs_beam_negamax,76,normal,False,True,4,normal,-2797.5,0.0,0.0,-2797.5,138,113,31,30,31,30,137,33,33,normal,-2797.5,0.0,0.0,-2797.5,138,113,31,30,31,30,137,33,33
D20000_seed1_alpha_beta_vs_beam_negamax,78,normal,False,True,5,normal,-3042.5,0.0,0.0,-3042.5,140,125,41,40,41,40,179,43,43,normal,-3042.5,0.0,0.0,-3042.5,140,125,41,40,41,40,179,43,43
D20000_seed1_alpha_beta_vs_beam_negamax,80,normal,False,False,2,normal,-4123.0,0.0,0.0,-4123.0,192,178,44,43,44,43,56,15,15,normal,-5089.0,0.0,0.0,-5089.0,251,209,52,51,52,51,56,15,15
D20000_seed1_alpha_beta_vs_beam_negamax,82,normal,False,True,1,normal,-5069.0,0.0,0.0,-5069.0,250,208,52,51,52,51,17,8,8,normal,-5069.0,0.0,0.0,-5069.0,250,208,52,51,52,51,17,8,8
D20000_seed1_alpha_beta_vs_beam_negamax,84,normal,False,False,2,normal,-5756.5,0.0,0.0,-5756.5,276,249,53,52,53,52,16,8,8,normal,-5039.0,0.0,0.0,-5039.0,249,207,51,50,51,50,16,8,8
D20000_seed1_alpha_beta_vs_beam_negamax,86,normal,False,True,4,normal,-2846.5,0.0,0.0,-2846.5,140,113,34,33,34,33,87,30,30,normal,-2846.5,0.0,0.0,-2846.5,140,113,34,33,34,33,87,30,30
D20000_seed1_alpha_beta_vs_beam_negamax,88,normal,False,False,4,normal,-2777.5,0.0,0.0,-2777.5,137,112,31,30,31,30,164,37,37,normal,-2826.5,0.0,0.0,-2826.5,139,112,34,33,34,33,164,37,37
D20000_seed1_alpha_beta_vs_beam_negamax,90,normal,False,False,4,normal,-2777.5,0.0,0.0,-2777.5,137,112,31,30,31,30,163,36,36,normal,-3249.0,0.0,0.0,-3249.0,158,136,33,32,33,32,163,36,36
D20000_seed1_alpha_beta_vs_beam_negamax,92,normal,False,False,6,normal,-2777.5,0.0,0.0,-2777.5,137,112,31,30,31,30,113,35,35,normal,-2796.5,0.0,0.0,-2796.5,138,111,33,32,33,32,113,35,35
D20000_seed1_alpha_beta_vs_beam_negamax,94,normal,False,True,5,normal,-3012.5,0.0,0.0,-3012.5,139,124,40,39,40,39,178,43,43,normal,-3012.5,0.0,0.0,-3012.5,139,124,40,39,40,39,178,43,43
D20000_seed1_alpha_beta_vs_beam_negamax,96,normal,False,False,1,normal,-916.5,0.0,0.0,-916.5,40,33,20,19,20,19,112,30,30,normal,-4103.0,0.0,0.0,-4103.0,191,177,44,43,44,43,112,30,30
D20000_seed1_alpha_beta_vs_beam_negamax,98,normal,False,False,2,normal,-1007.5,0.0,0.0,-1007.5,44,39,19,18,19,18,123,38,38,normal,-2776.5,0.0,0.0,-2776.5,137,110,33,32,33,32,123,38,38
D20000_seed1_alpha_beta_vs_beam_negamax,100,normal,False,True,5,normal,-2952.5,0.0,0.0,-2952.5,137,122,38,37,38,37,176,43,43,normal,-2952.5,0.0,0.0,-2952.5,137,122,38,37,38,37,176,43,43
D20000_seed1_alpha_beta_vs_beam_negamax,102,normal,False,False,2,normal,-1440.0,0.0,0.0,-1440.0,75,55,16,15,16,15,39,18,18,normal,-4063.0,0.0,0.0,-4063.0,189,175,44,43,44,43,39,18,18
D20000_seed1_alpha_beta_vs_beam_negamax,104,normal,False,True,2,normal,-977.5,0.0,0.0,-977.5,43,38,18,17,18,17,121,37,37,normal,-977.5,0.0,0.0,-977.5,43,38,18,17,18,17,121,37,37
D20000_seed1_alpha_beta_vs_beam_negamax,106,normal,False,True,2,normal,-4043.0,0.0,0.0,-4043.0,188,174,44,43,44,43,55,15,15,normal,-4043.0,0.0,0.0,-4043.0,188,174,44,43,44,43,55,15,15
D20000_seed1_alpha_beta_vs_beam_negamax,108,normal,False,True,4,normal,-2413.0,0.0,0.0,-2413.0,127,93,24,23,24,23,120,36,36,normal,-2413.0,0.0,0.0,-2413.0,127,93,24,23,24,23,120,36,36
D20000_seed1_alpha_beta_vs_beam_negamax,110,normal,False,False,1,normal,-916.5,0.0,0.0,-916.5,40,33,20,19,20,19,111,30,30,normal,-4013.0,0.0,0.0,-4013.0,187,173,43,42,43,42,111,30,30
D20000_seed1_alpha_beta_vs_beam_negamax,112,normal,False,True,4,normal,-2875.0,0.0,0.0,-2875.0,142,112,36,35,36,35,135,32,32,normal,-2875.0,0.0,0.0,-2875.0,142,112,36,35,36,35,135,32,32
D20000_seed1_alpha_beta_vs_beam_negamax,114,normal,False,False,1,normal,-916.5,0.0,0.0,-916.5,40,33,20,19,20,19,110,30,30,normal,-3993.0,0.0,0.0,-3993.0,186,172,43,42,43,42,110,30,30
D20000_seed1_alpha_beta_vs_beam_negamax,116,normal,False,True,6,normal,-3879.0,0.0,0.0,-3879.0,198,156,37,36,37,36,134,31,31,normal,-3879.0,0.0,0.0,-3879.0,198,156,37,36,37,36,134,31,31
D20000_seed1_alpha_beta_vs_beam_negamax,118,normal,False,False,1,normal,-916.5,0.0,0.0,-916.5,40,33,20,19,20,19,109,30,30,normal,-3973.0,0.0,0.0,-3973.0,185,171,43,42,43,42,109,30,30
D20000_seed1_alpha_beta_vs_beam_negamax,120,normal,False,True,6,normal,-3953.0,0.0,0.0,-3953.0,184,170,43,42,43,42,133,30,30,normal,-3953.0,0.0,0.0,-3953.0,184,170,43,42,43,42,133,30,30
D20000_seed1_alpha_beta_vs_beam_negamax,122,normal,False,True,6,normal,-3923.0,0.0,0.0,-3923.0,183,169,42,41,42,41,132,30,30,normal,-3923.0,0.0,0.0,-3923.0,183,169,42,41,42,41,132,30,30
D20000_seed1_alpha_beta_vs_beam_negamax,124,normal,False,True,1,normal,-896.5,0.0,0.0,-896.5,39,32,20,19,20,19,33,19,19,normal,-896.5,0.0,0.0,-896.5,39,32,20,19,20,19,33,19,19
D20000_seed1_alpha_beta_vs_beam_negamax,126,normal,False,False,6,normal,-2697.5,0.0,0.0,-2697.5,133,108,31,30,31,30,155,36,36,normal,-866.5,0.0,0.0,-866.5,38,31,19,18,19,18,155,36,36
D20000_seed1_alpha_beta_vs_beam_negamax,128,normal,False,True,1,normal,-484.0,0.0,0.0,-484.0,27,15,8,7,8,7,249,52,52,normal,-484.0,0.0,0.0,-484.0,27,15,8,7,8,7,249,52,52
D20000_seed1_alpha_beta_vs_beam_negamax,130,normal,False,True,1,normal,-464.0,0.0,0.0,-464.0,26,14,8,7,8,7,248,52,52,normal,-464.0,0.0,0.0,-464.0,26,14,8,7,8,7,248,52,52
D20000_seed1_alpha_beta_vs_beam_negamax,132,normal,False,False,5,normal,-2697.5,0.0,0.0,-2697.5,133,108,31,30,31,30,247,51,51,normal,-846.5,0.0,0.0,-846.5,37,30,19,18,19,18,247,51,51
D20000_seed1_alpha_beta_vs_beam_negamax,134,normal,False,True,1,normal,-444.0,0.0,0.0,-444.0,25,13,8,7,8,7,47,20,20,normal,-444.0,0.0,0.0,-444.0,25,13,8,7,8,7,47,20,20
D20000_seed1_alpha_beta_vs_beam_negamax,136,normal,False,False,5,normal,-2697.5,0.0,0.0,-2697.5,133,108,31,30,31,30,246,51,51,normal,-816.5,0.0,0.0,-816.5,36,29,18,17,18,17,246,51,51
D20000_seed1_alpha_beta_vs_beam_negamax,138,normal,False,True,1,normal,-424.0,0.0,0.0,-424.0,24,12,8,7,8,7,82,27,27,normal,-424.0,0.0,0.0,-424.0,24,12,8,7,8,7,82,27,27
D20000_seed1_alpha_beta_vs_beam_negamax,140,normal,False,True,5,normal,-2697.5,0.0,0.0,-2697.5,133,108,31,30,31,30,245,51,51,normal,-2697.5,0.0,0.0,-2697.5,133,108,31,30,31,30,245,51,51
D20000_seed1_alpha_beta_vs_beam_negamax,142,normal,False,False,1,normal,-786.5,0.0,0.0,-786.5,35,28,17,16,17,16,168,41,41,normal,-3423.0,0.0,0.0,-3423.0,157,143,44,43,44,43,168,41,41
D20000_seed1_alpha_beta_vs_beam_negamax,144,normal,False,False,1,normal,-5646.5,0.0,0.0,-5646.5,271,244,52,51,52,51,11,7,7,normal,-6524.0,0.0,0.0,-6524.0,316,284,55,54,55,54,11,7,7
D20000_seed1_alpha_beta_vs_beam_negamax,146,caution,False,False,1,caution,-5646.5,606.5235294117647,0.35,-5434.216764705882,271,244,52,51,52,51,10,6,6,caution,-6755.0,362.8588235294118,0.35,-6627.999411764706,328,298,52,51,52,51,10,6,6
D20000_seed1_alpha_beta_vs_beam_negamax,148,caution,False,False,1,caution,-5646.5,606.5117647058823,0.35,-5434.220882352941,271,244,52,51,52,51,9,5,5,caution,-9213.5,366.45599999999996,0.35,-9085.2404,474,401,51,50,51,50,9,5,5
D20000_seed1_alpha_beta_vs_beam_negamax,150,caution,False,False,1,caution,-5646.5,606.5,0.35,-5434.225,271,244,52,51,52,51,8,5,5,caution,-9193.5,348.39,0.35,-9071.5635,473,400,51,50,51,50,8,5,5
D20000_seed1_alpha_beta_vs_beam_negamax,152,caution,False,False,1,caution,-5646.5,606.4882352941177,0.35,-5434.229117647059,271,244,52,51,52,51,7,4,4,caution,-11299.5,335.9258620689655,0.35,-11181.925948275863,589,488,59,58,59,58,7,4,4
D20000_seed1_alpha_beta_vs_beam_negamax,154,caution,False,False,1,caution,-5646.5,606.4764705882353,0.35,-5434.233235294118,271,244,52,51,52,51,6,4,4,caution,-11279.5,331.9051724137931,0.35,-11163.333189655172,588,487,59,58,59,58,6,4,4
D20000_seed1_alpha_beta_vs_beam_negamax,156,danger,False,False,1,danger,-5646.5,664.7176229508198,0.8,-5114.725901639345,271,244,52,51,52,51,5,4,4,danger,-11259.5,361.79999999999995,0.8,-10970.06,587,486,59,58,59,58,5,4,4
D20000_seed1_alpha_beta_vs_beam_negamax,158,danger,False,False,1,danger,-5646.5,664.4631147540983,0.8,-5114.929508196721,271,244,52,51,52,51,4,3,3,danger,-13240.0,349.24791666666664,0.8,-12960.601666666667,696,576,59,58,59,58,4,3,3
D20000_seed1_alpha_beta_vs_beam_negamax,160,danger,False,False,1,danger,-5646.5,664.4311475409836,0.8,-5114.955081967213,271,244,52,51,52,51,3,3,3,danger,-13220.0,331.7133913043478,0.8,-12954.629286956522,695,575,59,58,59,58,3,3,3
D20000_seed1_alpha_beta_vs_beam_negamax,162,near_death,False,False,1,critical,-5646.5,664.3991803278689,1.5,-4649.901229508197,271,244,52,51,52,51,2,2,2,critical,-26083.5,316.70963541666663,1.5,-25608.435546875,1405,1152,65,64,65,64,2,2,2
D20000_seed1_alpha_beta_vs_beam_negamax,164,near_death,False,True,1,critical,-5646.5,664.3549180327868,1.5,-4649.9676229508195,271,244,52,51,52,51,1,1,1,critical,-5646.5,664.3549180327868,1.5,-4649.9676229508195,271,244,52,51,52,51,1,1,1
D20000_seed1_alpha_beta_vs_beam_negamax,166,normal,False,False,10,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,107,29,29,normal,-786.5,0.0,0.0,-786.5,35,28,17,16,17,16,107,29,29
D20000_seed1_alpha_beta_vs_beam_negamax,168,normal,False,True,1,normal,-756.5,0.0,0.0,-756.5,34,27,16,15,16,15,167,41,41,normal,-756.5,0.0,0.0,-756.5,34,27,16,15,16,15,167,41,41
D20000_seed1_alpha_beta_vs_beam_negamax,170,normal,False,True,2,normal,-3393.0,0.0,0.0,-3393.0,156,142,43,42,43,42,106,28,28,normal,-3393.0,0.0,0.0,-3393.0,156,142,43,42,43,42,106,28,28
D20000_seed1_alpha_beta_vs_beam_negamax,172,normal,False,True,1,normal,-3363.0,0.0,0.0,-3363.0,155,141,42,41,42,41,54,14,14,normal,-3363.0,0.0,0.0,-3363.0,155,141,42,41,42,41,54,14,14
D20000_seed1_alpha_beta_vs_beam_negamax,174,normal,False,True,1,normal,-3333.0,0.0,0.0,-3333.0,154,140,41,40,41,40,105,28,28,normal,-3333.0,0.0,0.0,-3333.0,154,140,41,40,41,40,105,28,28
D20000_seed1_alpha_beta_vs_beam_negamax,176,normal,False,True,7,normal,-3293.0,0.0,0.0,-3293.0,152,138,41,40,41,40,139,40,40,normal,-3293.0,0.0,0.0,-3293.0,152,138,41,40,41,40,139,40,40
D20000_seed1_alpha_beta_vs_beam_negamax,178,normal,False,True,7,normal,-3253.0,0.0,0.0,-3253.0,150,136,41,40,41,40,137,40,40,normal,-3253.0,0.0,0.0,-3253.0,150,136,41,40,41,40,137,40,40
D20000_seed1_alpha_beta_vs_beam_negamax,180,normal,False,True,7,normal,-3213.0,0.0,0.0,-3213.0,148,134,41,40,41,40,135,40,40,normal,-3213.0,0.0,0.0,-3213.0,148,134,41,40,41,40,135,40,40
D20000_seed1_alpha_beta_vs_beam_negamax,182,normal,False,False,11,normal,-3853.0,0.0,0.0,-3853.0,180,166,41,40,41,40,133,39,39,normal,-2756.5,0.0,0.0,-2756.5,136,109,33,32,33,32,133,39,39
D20000_seed1_alpha_beta_vs_beam_negamax,184,normal,False,False,11,normal,-11229.5,0.0,0.0,-11229.5,586,485,58,57,58,57,26,14,14,normal,-7018.5,0.0,0.0,-7018.5,361,298,47,46,47,46,26,14,14
D20000_seed1_alpha_beta_vs_beam_negamax,186,normal,False,True,8,normal,-8365.5,0.0,0.0,-8365.5,418,369,53,52,53,52,25,13,13,normal,-8365.5,0.0,0.0,-8365.5,418,369,53,52,53,52,25,13,13
D20000_seed1_alpha_beta_vs_beam_negamax,188,normal,False,False,10,normal,-11229.5,0.0,0.0,-11229.5,586,485,58,57,58,57,24,13,13,normal,-8345.5,0.0,0.0,-8345.5,417,368,53,52,53,52,24,13,13
D20000_seed1_alpha_beta_vs_beam_negamax,190,normal,False,False,9,normal,-11229.5,0.0,0.0,-11229.5,586,485,58,57,58,57,23,12,12,normal,-626.5,0.0,0.0,-626.5,29,22,13,12,13,12,23,12,12
D20000_seed1_alpha_beta_vs_beam_negamax,192,normal,False,True,8,normal,-11229.5,0.0,0.0,-11229.5,586,485,58,57,58,57,21,11,11,normal,-11229.5,0.0,0.0,-11229.5,586,485,58,57,58,57,21,11,11
D20000_seed1_alpha_beta_vs_beam_negamax,194,normal,False,True,8,normal,-11209.5,0.0,0.0,-11209.5,585,484,58,57,58,57,20,11,11,normal,-11209.5,0.0,0.0,-11209.5,585,484,58,57,58,57,20,11,11
D20000_seed1_alpha_beta_vs_beam_negamax,196,normal,False,True,8,normal,-11189.5,0.0,0.0,-11189.5,584,483,58,57,58,57,19,11,11,normal,-11189.5,0.0,0.0,-11189.5,584,483,58,57,58,57,19,11,11
D20000_seed1_alpha_beta_vs_beam_negamax,198,normal,False,False,3,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,18,11,11,normal,-11169.5,0.0,0.0,-11169.5,583,482,58,57,58,57,18,11,11
D20000_seed1_alpha_beta_vs_beam_negamax,200,normal,False,False,3,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,17,11,11,normal,-11149.5,0.0,0.0,-11149.5,582,481,58,57,58,57,17,11,11
D20000_seed1_alpha_beta_vs_beam_negamax,202,normal,False,False,3,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,16,11,11,normal,-11129.5,0.0,0.0,-11129.5,581,480,58,57,58,57,16,11,11
D20000_seed1_alpha_beta_vs_beam_negamax,204,normal,False,True,3,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,15,10,10,normal,-5626.5,0.0,0.0,-5626.5,270,243,52,51,52,51,15,10,10
D20000_seed1_alpha_beta_vs_beam_negamax,206,normal,False,True,1,normal,-2568.5,0.0,0.0,-2568.5,122,99,38,37,38,37,14,9,9,normal,-2568.5,0.0,0.0,-2568.5,122,99,38,37,38,37,14,9,9
D20000_seed1_alpha_beta_vs_beam_negamax,208,near_death,False,True,1,critical,-1000000.0,0.0,0.0,-1000000.0,0,0,0,0,0,0,0,0,0,critical,-1000000.0,0.0,0.0,-1000000.0,0,0,0,0,0,0,0,0,0
D20000_seed1_beam_negamax_vs_alpha_beta,1,normal,False,True,1,normal,-680.0,0.0,0.0,-680.0,25,25,18,18,18,18,16966,2831,66,normal,-680.0,0.0,0.0,-680.0,25,25,18,18,18,18,16966,2831,66
D20000_seed1_beam_negamax_vs_alpha_beta,3,normal,False,True,2,normal,-754.0,0.0,0.0,-754.0,37,25,15,14,15,14,115,36,36,normal,-754.0,0.0,0.0,-754.0,37,25,15,14,15,14,115,36,36
D20000_seed1_beam_negamax_vs_alpha_beta,5,normal,False,True,1,normal,-704.0,0.0,0.0,-704.0,35,23,14,13,14,13,24,14,14,normal,-704.0,0.0,0.0,-704.0,35,23,14,13,14,13,24,14,14
D20000_seed1_beam_negamax_vs_alpha_beta,7,normal,False,False,1,normal,-674.0,0.0,0.0,-674.0,34,22,13,12,13,12,128,39,39,normal,-3062.5,0.0,0.0,-3062.5,141,126,41,40,41,40,128,39,39
D20000_seed1_beam_negamax_vs_alpha_beta,9,normal,False,False,2,normal,-1660.0,0.0,0.0,-1660.0,84,64,20,19,20,19,95,24,24,normal,-2925.0,0.0,0.0,-2925.0,144,114,37,36,37,36,95,24,24
D20000_seed1_beam_negamax_vs_alpha_beta,11,normal,False,False,4,normal,-3443.0,0.0,0.0,-3443.0,158,144,44,43,44,43,64,19,19,normal,-1047.5,0.0,0.0,-1047.5,46,41,19,18,19,18,64,19,19
D20000_seed1_beam_negamax_vs_alpha_beta,13,normal,False,False,3,normal,-3443.0,0.0,0.0,-3443.0,158,144,44,43,44,43,63,18,18,normal,-3929.0,0.0,0.0,-3929.0,200,158,38,37,38,37,63,18,18
D20000_seed1_beam_negamax_vs_alpha_beta,15,normal,False,False,3,normal,-3443.0,0.0,0.0,-3443.0,158,144,44,43,44,43,62,17,17,normal,-3157.5,0.0,0.0,-3157.5,152,127,39,38,39,38,62,17,17
D20000_seed1_beam_negamax_vs_alpha_beta,17,normal,False,True,1,normal,-3339.0,0.0,0.0,-3339.0,162,140,34,33,34,33,22,12,12,normal,-3339.0,0.0,0.0,-3339.0,162,140,34,33,34,33,22,12,12
