match_id,turn,dict_size,remaining_bin,remaining_word_rate,graph_control_won,candidate_count,score_range,score_stddev,best_score_tie_count,distinct_score_count,all_candidates_tied,scc_nearly_whole,reachable_chars_all_same,reachable_edges_nearly_same,feature_contribution,greedy_agreement,alpha_beta_agreement,evaluation_time_sec,scc_time_sec,reachability_time_sec,local_time_sec
D1000_seed0_graph_control_vs_greedy_rep0,1,1000,80-100%,1.0,True,640,1000000015.1291957,265896004.33097914,1,92,False,False,False,False,both,,,0.12338908307719976,0.050905622309073806,0.006426170817576349,0.009267347399145365
D1000_seed0_graph_control_vs_greedy_rep0,3,1000,80-100%,0.998,True,8,0.7165507867645147,0.2858721793635851,1,8,False,False,True,True,local_only,,,0.0018652919679880142,0.0007885420927777886,9.350106120109558e-05,0.0001449991250410676
D1000_seed0_graph_control_vs_greedy_rep0,5,1000,80-100%,0.996,True,6,1.222006539109124,0.3873141311044797,1,6,False,False,True,True,local_only,False,True,0.0013327079359441996,0.0005905848229303956,6.891589146107435e-05,0.00010725005995482206
D1000_seed0_graph_control_vs_greedy_rep0,7,1000,80-100%,0.994,True,11,1000000012.5001111,287479790.4484677,1,11,False,False,False,False,both,,,0.002314917044714093,0.001087876153178513,0.00011483521666377783,0.00017433403991162777
D1000_seed0_graph_control_vs_greedy_rep0,9,1000,80-100%,0.992,True,1,0.0,0.0,1,1,True,False,True,True,neither,,,0.00022608297877013683,9.92499990388751e-05,1.237494871020317e-05,1.7750076949596405e-05
D1000_seed0_graph_control_vs_greedy_rep0,11,1000,80-100%,0.99,True,5,2000000000.0,632455532.0336759,1,5,False,False,False,False,both,,,0.0009041659068316221,0.0004944161046296358,3.575114533305168e-05,5.895807407796383e-05
D1000_seed0_graph_control_vs_monte_carlo_rep0,1,1000,80-100%,1.0,False,640,1000000015.1291957,265896004.33097914,1,92,False,False,False,False,both,,,0.12094341602642089,0.05042883870191872,0.005954463384114206,0.009089031140320003
D1000_seed0_graph_control_vs_monte_carlo_rep0,3,1000,80-100%,0.998,False,8,0.7165507867645147,0.2858721793635851,1,8,False,False,True,True,local_only,,,0.0018929170910269022,0.0007920829812064767,9.608292020857334e-05,0.0001446256646886468
D1000_seed0_graph_control_vs_monte_carlo_rep0,5,1000,80-100%,0.996,False,24,1000000012.4994168,199826315.62316197,1,24,False,False,False,False,both,False,False,0.005251249996945262,0.002396542695350945,0.0002614575205370784,0.00041766499634832144
D1000_seed0_graph_control_vs_monte_carlo_rep0,7,1000,80-100%,0.994,False,1,0.0,0.0,1,1,True,False,True,True,neither,,,0.00023245892953127623,0.00010083394590765238,1.2708944268524647e-05,1.8291990272700787e-05
