remaining_bin,turns,mean_score_range,mean_score_stddev,mean_best_score_tie_count,mean_distinct_score_count,all_candidates_tied_rate,greedy_agreement_rate,greedy_reference_positions,alpha_beta_agreement_rate,alpha_beta_reference_positions
80-100%,121,537190088.7471199,163057253.21266186,1.0,13.454545454545455,0.12396694214876033,0.8,20,0.4,20
