component,mean_time_sec,median_time_sec,p95_time_sec,total_time_sec
evaluation_time_sec,0.010663450093293362,0.0015660410281270742,0.12159029208123684,1.2902774612884969
scc_time_sec,0.004462919239347323,0.0007029562257230282,0.050533555913716555,0.5400132279610261
reachability_time_sec,0.0005321843907514141,8.137593977153301e-05,0.005987703567370772,0.0643943112809211
local_time_sec,0.0008100326238430975,0.00012575008440762758,0.009102948242798448,0.0980139474850148
