agent,games,wins,losses,draws,win_rate,win_rate_ci95_low,win_rate_ci95_high,mean_match_turns,mean_time_sec,timeout_count,invalid_move_count,nodes_per_move,candidate_evaluations_per_move
alpha_beta,2,2,0,0,1.0,0.34238022750665303,1.0,18.5,0.02575784210526316,0,0,424.3157894736842,1307.8947368421052
beam_negamax,2,2,0,0,1.0,0.34238022750665303,1.0,16.5,0.042648882352941175,0,0,642.7058823529412,2147.176470588235
graph_control,18,6,12,0,0.3333333333333333,0.1627877475083369,0.5625053270405489,13.61111111111111,0.010688123966942149,0,0,0.0,54.21487603305785
greedy,2,0,2,0,0.0,0.0,0.6576197724933469,7.5,0.00042000000000000007,0,0,0.0,0.0
minimax,2,2,0,0,1.0,0.34238022750665303,1.0,23.5,0.020815125,0,0,308.875,485.2916666666667
monte_carlo,4,3,1,0,0.75,0.30064184258240184,0.9544127391902995,8.25,0.014608411764705884,0,0,0.0,0.0
pvs,2,2,0,0,1.0,0.34238022750665303,1.0,18.5,0.02785136842105263,0,0,466.42105263157896,1564.6842105263158
random,4,1,3,0,0.25,0.04558726080970055,0.6993581574175981,10.75,9.39047619047619e-05,0,0,0.0,0.0
