matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,edge_index,start_id,end_id,edge_count_before,edge_count_after,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,nodes_searched,leaf_evaluations,completed_root_moves,cutoff_count,pruned_move_count,beam_pruned_move_count,null_window_search_count,research_count,beam_widths_used,evaluated_moves,chain_so_far
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,1,first,greedy,ANY,35,0,35,1,0,,,あ,ぬ,ぬ,1.000164,True,-508.2713636363636,,,,,,,,,,,,,,589,あ→ぬ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,2,second,alpha_beta,ぬ,2443,35,63,4,3,,,ぬ,る,る,1.000019,True,-834.8322058823529,4,3,True,0,34,30,0,0,0,0,0,0,{},0,あ→ぬ -> ぬ→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,3,first,greedy,る,4347,63,63,3,2,,,る,る,る,0.014295,False,-814.4372727272727,,,,,,,,,,,,,,20,あ→ぬ -> ぬ→る -> る→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,4,second,alpha_beta,る,4347,63,63,2,1,,,る,る,る,1.000012,True,-796.084375,3,2,True,36,36,31,0,2,36,0,0,0,{},0,あ→ぬ -> ぬ→る -> る→る -> る→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,5,first,greedy,る,4347,63,63,1,0,,,る,る,る,0.014225,False,-751.1374193548387,,,,,,,,,,,,,,20,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,6,second,alpha_beta,る,4336,63,52,1,0,,,る,ぽ,ぽ,1.000011,True,-1931.7662195121952,2,1,True,0,34,32,1,0,0,0,0,0,{},1,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,7,first,greedy,ぽ,3556,52,20,2,1,,,ぽ,ず,ず,0.014383,False,-621.1830434782609,,,,,,,,,,,,,,21,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,8,second,alpha_beta,ず,1380,20,20,1,0,,,ず,ず,ず,0.464186,False,3121.8080078125,1,1,True,0,13,13,14,0,0,0,0,0,{},14,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,9,first,greedy,ず,1415,20,55,1,0,,,ず,む,む,0.009768,False,-3121.8080078125,,,,,,,,,,,,,,13,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,10,second,alpha_beta,む,3760,55,20,1,0,,,む,ず,ず,1.000006,True,3149.6325735294117,1,1,True,0,31,31,30,0,0,0,0,0,{},30,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,11,first,greedy,ず,1421,20,61,1,0,,,ず,ら,ら,0.009051,False,-3149.6325735294117,,,,,,,,,,,,,,12,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,12,second,alpha_beta,ら,4211,61,63,7,6,,,ら,る,る,1.000008,True,1939.9216463414634,1,1,True,0,29,29,28,0,0,0,0,0,{},28,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,13,first,greedy,る,4330,63,46,1,0,,,る,ぷ,ぷ,0.013609,False,-1939.9216463414634,,,,,,,,,,,,,,18,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,14,second,alpha_beta,ぷ,3148,46,20,1,0,,,ぷ,ず,ず,0.941342,False,3446.776,1,1,True,0,27,27,28,0,0,0,0,0,{},28,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,15,first,greedy,ず,1424,20,64,1,0,,,ず,れ,れ,0.008486,False,-3446.776,,,,,,,,,,,,,,11,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,16,second,alpha_beta,れ,4372,64,20,2,1,,,れ,ず,ず,1.000008,True,3990.0054375,1,1,True,0,31,31,30,0,0,0,0,0,{},30,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,17,first,greedy,ず,1366,20,6,1,0,,,ず,が,が,0.007995,False,-3990.0054375,,,,,,,,,,,,,,10,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,18,second,alpha_beta,が,428,6,20,1,0,,,が,ず,ず,1.000009,True,4264.924216216216,1,1,True,0,30,30,29,0,0,0,0,0,{},29,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,19,first,greedy,ず,1388,20,28,2,1,,,ず,つ,つ,0.007296,False,-4264.924216216216,,,,,,,,,,,,,,9,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,20,second,alpha_beta,つ,1967,28,63,2,1,,,つ,る,る,1.000007,True,2495.824090909091,1,1,True,0,32,32,31,0,0,0,0,0,{},31,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,21,first,greedy,る,4326,63,42,1,0,,,る,び,び,0.013113,False,-2495.824090909091,,,,,,,,,,,,,,17,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,22,second,alpha_beta,び,2876,42,20,2,1,,,び,ず,ず,1.000014,True,4247.4296467391305,1,1,True,0,31,31,30,0,0,0,0,0,{},30,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,23,first,greedy,ず,1388,20,28,1,0,,,ず,つ,つ,0.007279,False,-4247.4296467391305,,,,,,,,,,,,,,9,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,24,second,alpha_beta,つ,1967,28,63,1,0,,,つ,る,る,1.000007,True,3081.5994881889765,1,1,True,0,32,32,31,0,0,0,0,0,{},31,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,25,first,greedy,る,4339,63,55,1,0,,,る,む,む,0.01241,False,-3081.5994881889765,,,,,,,,,,,,,,16,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,26,second,alpha_beta,む,3803,55,63,1,0,,,む,る,る,1.000008,True,3788.1771656050955,1,1,True,0,31,31,30,0,0,0,0,0,{},30,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,27,first,greedy,る,4296,63,12,1,0,,,る,げ,げ,0.011678,False,-3788.1771656050955,,,,,,,,,,,,,,15,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,28,second,alpha_beta,げ,879,12,63,2,1,,,げ,る,る,1.00001,True,3989.6204941860465,1,1,True,0,31,31,30,0,0,0,0,0,{},30,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,29,first,greedy,る,4343,63,59,2,1,,,る,ゆ,ゆ,0.011033,False,-3989.6204941860465,,,,,,,,,,,,,,14,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,30,second,alpha_beta,ゆ,4032,59,20,1,0,,,ゆ,ず,ず,1.000007,True,5324.506188340807,1,1,True,0,32,32,31,0,0,0,0,0,{},31,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,31,first,greedy,ず,1420,20,60,2,1,,,ず,よ,よ,0.006303,False,-5324.506188340807,,,,,,,,,,,,,,8,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,32,second,alpha_beta,よ,4100,60,20,2,1,,,よ,ず,ず,1.000005,True,5307.000135135135,1,1,True,0,33,33,32,0,0,0,0,0,{},32,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,33,first,greedy,ず,1420,20,60,1,0,,,ず,よ,よ,0.006292,False,-5307.000135135135,,,,,,,,,,,,,,8,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,34,second,alpha_beta,よ,4100,60,20,1,0,,,よ,ず,ず,1.000006,True,5970.302727272728,1,1,True,0,34,34,33,0,0,0,0,0,{},33,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,35,first,greedy,ず,1362,20,2,6,5,,,ず,う,う,0.005524,False,-5970.302727272728,,,,,,,,,,,,,,7,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,36,second,alpha_beta,う,156,2,20,2,1,,,う,ず,ず,1.000006,True,5950.735513307985,1,1,True,0,34,34,33,0,0,0,0,0,{},33,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,37,first,greedy,ず,1362,20,2,5,4,,,ず,う,う,0.005439,False,-5950.735513307985,,,,,,,,,,,,,,7,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,38,second,alpha_beta,う,156,2,20,1,0,,,う,ず,ず,1.000007,True,5898.081965648855,1,1,True,0,34,34,33,0,0,0,0,0,{},33,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う -> う→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,39,first,greedy,ず,1362,20,2,4,3,,,ず,う,う,0.005463,False,-5898.081965648855,,,,,,,,,,,,,,7,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,40,second,alpha_beta,う,199,2,63,3,2,,,う,る,る,1.000008,True,3944.1915789473683,1,1,True,0,33,33,32,0,0,0,0,0,{},32,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,41,first,greedy,る,4343,63,59,1,0,,,る,ゆ,ゆ,0.010974,False,-3944.1915789473683,,,,,,,,,,,,,,14,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→ゆ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,42,second,alpha_beta,ゆ,4075,59,63,3,2,,,ゆ,る,る,1.000008,True,4148.006229508197,1,1,True,0,31,31,30,0,0,0,0,0,{},30,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→ゆ -> ゆ→る
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,43,first,greedy,る,4312,63,28,1,0,,,る,つ,つ,0.010306,False,-4148.006229508197,,,,,,,,,,,,,,13,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→ゆ -> ゆ→る -> る→つ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,44,second,alpha_beta,つ,1959,28,55,1,0,,,つ,む,む,1.000006,True,2250.7609677419355,1,1,True,0,32,32,31,0,0,0,0,0,{},31,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→ゆ -> ゆ→る -> る→つ -> つ→む
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,45,first,greedy,む,3750,55,10,1,0,,,む,ぐ,ぐ,0.028377,False,-2250.7609677419355,,,,,,,,,,,,,,38,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→ゆ -> ゆ→る -> る→つ -> つ→む -> む→ぐ
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,46,second,alpha_beta,ぐ,700,10,20,1,0,,,ぐ,ず,ず,1.000009,True,5883.347241379311,1,1,True,0,31,31,30,0,0,0,0,0,{},30,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→ゆ -> ゆ→る -> る→つ -> つ→む -> む→ぐ -> ぐ→ず
greedy vs alpha_beta,greedy,alpha_beta,D20000_seed0_greedy_vs_alpha_beta_0,20000,0,second,ended_with_n,47,first,greedy,ず,1362,20,2,3,2,,,ず,う,う,0.005469,False,-5883.347241379311,,,,,,,,,,,,,,7,あ→ぬ -> ぬ→る -> る→る -> る→る -> る→る -> る→ぽ -> ぽ→ず -> ず→ず -> ず→む -> む→ず -> ず→ら -> ら→る -> る→ぷ -> ぷ→ず -> ず→れ -> れ→ず -> ず→が -> が→ず -> ず→つ -> つ→る -> る→び -> び→ず -> ず→つ -> つ→る -> る→む -> む→る -> る→げ -> げ→る -> る→ゆ -> ゆ→ず -> ず→よ -> よ→ず -> ず→よ -> よ→ず -> ず→う -> う→ず -> ず→う -> う→ず -> ず→う -> う→る -> る→ゆ -> ゆ→る -> る→つ -> つ→む -> む→ぐ -> ぐ→ず -> ず→う
