match_id,turn,risk_level,root_candidate_count,nodes_searched,elapsed_time_sec,null_window_searches,research_count,research_rate,had_research
D10000_seed0_pvs_vs_alpha_beta,31,caution,8,860,0.130259,602,4,0.006644518272425249,True
D10000_seed0_pvs_vs_alpha_beta,33,caution,7,715,0.119856,501,3,0.005988023952095809,True
D10000_seed0_pvs_vs_alpha_beta,35,danger,6,737,0.123892,512,8,0.015625,True
D10000_seed0_pvs_vs_alpha_beta,37,caution,10,1125,0.203316,764,2,0.002617801047120419,True
D10000_seed0_pvs_vs_alpha_beta,39,danger,5,550,0.074781,367,1,0.0027247956403269754,True
D10000_seed0_pvs_vs_alpha_beta,41,danger,4,1262,0.161523,814,9,0.011056511056511056,True
D10000_seed0_pvs_vs_alpha_beta,43,near_death,3,852,0.100449,560,7,0.0125,True
D10000_seed0_pvs_vs_alpha_beta,45,caution,9,1781,0.192614,1100,23,0.02090909090909091,True
D10000_seed0_pvs_vs_alpha_beta,47,caution,8,1154,0.129144,698,15,0.02148997134670487,True
D10000_seed0_pvs_vs_alpha_beta,49,caution,7,1296,0.135405,804,21,0.026119402985074626,True
D10000_seed0_pvs_vs_alpha_beta,51,caution,6,563,0.069371,340,10,0.029411764705882353,True
D10000_seed0_pvs_vs_alpha_beta,53,normal,36,438,0.054154,199,3,0.01507537688442211,True
D10000_seed0_pvs_vs_alpha_beta,55,normal,35,150,0.019419,53,0,0.0,False
D10000_seed0_pvs_vs_alpha_beta,57,danger,5,132,0.018974,54,0,0.0,False
D10000_seed0_pvs_vs_alpha_beta,59,near_death,2,104,0.014252,44,0,0.0,False
D10000_seed0_pvs_vs_alpha_beta,61,near_death,1,0,1e-05,0,0,0.0,False
D10000_seed0_pvs_vs_beam_negamax,1,normal,2248,1793,0.178062,1258,21,0.016693163751987282,True
D10000_seed0_pvs_vs_beam_negamax,3,normal,28,1164,0.123904,842,11,0.013064133016627079,True
D10000_seed0_pvs_vs_beam_negamax,5,normal,39,1072,0.112978,771,11,0.014267185473411154,True
D10000_seed0_pvs_vs_beam_negamax,7,normal,47,1437,0.179215,961,12,0.012486992715920915,True
D10000_seed0_pvs_vs_beam_negamax,9,normal,24,930,0.095986,669,3,0.004484304932735426,True
D10000_seed0_pvs_vs_beam_negamax,11,normal,23,3070,0.705036,2140,30,0.014018691588785047,True
D10000_seed0_pvs_vs_beam_negamax,13,normal,23,1885,0.488941,1317,12,0.009111617312072893,True
D10000_seed0_pvs_vs_beam_negamax,15,normal,32,1802,0.41395,1204,16,0.013289036544850499,True
D10000_seed0_pvs_vs_beam_negamax,17,normal,47,955,0.228487,683,7,0.010248901903367497,True
D10000_seed0_pvs_vs_beam_negamax,19,normal,30,3255,0.694302,2214,41,0.018518518518518517,True
D10000_seed0_pvs_vs_beam_negamax,21,normal,24,3702,0.845581,2503,38,0.015181781861765881,True
D10000_seed0_pvs_vs_beam_negamax,23,normal,23,3808,0.563756,2577,37,0.01435778036476523,True
D10000_seed0_pvs_vs_beam_negamax,25,normal,23,3810,0.481483,2579,37,0.014346645986816595,True
D10000_seed0_pvs_vs_beam_negamax,27,normal,22,3747,0.46715,2568,39,0.015186915887850467,True
D10000_seed0_pvs_vs_beam_negamax,29,normal,22,3747,0.510584,2568,39,0.015186915887850467,True
D10000_seed0_pvs_vs_beam_negamax,31,normal,22,3747,0.544022,2568,39,0.015186915887850467,True
D10000_seed0_pvs_vs_beam_negamax,33,normal,22,3687,0.639674,2520,39,0.015476190476190477,True
D10000_seed0_pvs_vs_beam_negamax,35,normal,26,2703,0.385059,1840,34,0.01847826086956522,True
D10000_seed0_pvs_vs_beam_negamax,37,normal,21,2588,0.357967,1741,27,0.015508328546812177,True
D10000_seed0_pvs_vs_beam_negamax,39,normal,26,2512,0.587697,1677,33,0.01967799642218247,True
D10000_seed0_pvs_vs_beam_negamax,41,normal,24,2205,0.608692,1443,28,0.019404019404019403,True
D10000_seed0_pvs_vs_beam_negamax,43,normal,26,2308,0.656727,1513,32,0.021150033046926635,True
D10000_seed0_pvs_vs_beam_negamax,45,normal,32,1650,0.412306,1096,17,0.01551094890510949,True
D10000_seed0_pvs_vs_beam_negamax,47,normal,43,1409,0.263619,971,5,0.005149330587023687,True
D10000_seed0_pvs_vs_beam_negamax,49,normal,42,2263,0.340219,1588,23,0.014483627204030227,True
D10000_seed0_pvs_vs_beam_negamax,51,normal,25,3135,0.472132,2141,35,0.016347501167678656,True
D10000_seed0_pvs_vs_beam_negamax,53,normal,20,2155,0.374322,1433,28,0.019539427773900907,True
D10000_seed0_pvs_vs_beam_negamax,55,normal,31,2777,0.556721,1822,42,0.02305159165751921,True
D10000_seed0_pvs_vs_beam_negamax,57,normal,31,1288,0.243281,890,10,0.011235955056179775,True
D10000_seed0_pvs_vs_beam_negamax,59,normal,18,1868,0.363473,1252,14,0.011182108626198083,True
D10000_seed0_pvs_vs_beam_negamax,61,normal,36,1056,0.212107,713,12,0.016830294530154277,True
D10000_seed0_pvs_vs_beam_negamax,63,normal,11,1163,0.243436,776,8,0.010309278350515464,True
D10000_seed0_pvs_vs_beam_negamax,65,normal,10,1658,0.356796,1063,14,0.01317027281279398,True
D10000_seed0_pvs_vs_beam_negamax,67,normal,25,1591,0.324274,1037,14,0.013500482160077145,True
D10000_seed0_pvs_vs_beam_negamax,69,normal,14,1086,0.188622,742,4,0.005390835579514825,True
D10000_seed0_pvs_vs_beam_negamax,71,normal,27,1336,0.226855,921,10,0.010857763300760043,True
D10000_seed0_pvs_vs_beam_negamax,73,normal,35,974,0.159539,657,4,0.0060882800608828,True
D10000_seed0_pvs_vs_beam_negamax,75,normal,34,724,0.129611,404,2,0.0049504950495049506,True
D10000_seed0_pvs_vs_beam_negamax,77,normal,20,623,0.106751,405,3,0.007407407407407408,True
D10000_seed0_pvs_vs_beam_negamax,79,normal,39,780,0.122749,516,3,0.005813953488372093,True
D10000_seed0_pvs_vs_beam_negamax,81,normal,46,738,0.117417,479,3,0.006263048016701462,True
D10000_seed0_pvs_vs_beam_negamax,83,normal,41,547,0.089113,347,3,0.008645533141210375,True
D10000_seed0_pvs_vs_beam_negamax,85,normal,19,837,0.142668,527,6,0.011385199240986717,True
D10000_seed0_pvs_vs_beam_negamax,87,normal,33,808,0.124417,495,20,0.04040404040404041,True
D10000_seed0_pvs_vs_beam_negamax,89,normal,40,979,0.169155,566,13,0.022968197879858657,True
D10000_seed0_pvs_vs_beam_negamax,91,normal,32,1060,0.161193,627,11,0.017543859649122806,True
D10000_seed0_pvs_vs_beam_negamax,93,normal,31,938,0.140272,553,7,0.012658227848101266,True
D10000_seed0_pvs_vs_beam_negamax,95,normal,28,932,0.13473,544,11,0.02022058823529412,True
D10000_seed0_pvs_vs_beam_negamax,97,normal,33,1393,0.214782,819,20,0.02442002442002442,True
D10000_seed0_pvs_vs_beam_negamax,99,normal,31,1847,0.270294,1140,29,0.02543859649122807,True
D10000_seed0_pvs_vs_beam_negamax,101,normal,31,322,0.039966,202,1,0.0049504950495049506,True
D10000_seed0_pvs_vs_beam_negamax,103,normal,43,669,0.08472,445,13,0.029213483146067417,True
D10000_seed0_pvs_vs_beam_negamax,105,normal,43,454,0.11404,286,3,0.01048951048951049,True
D10000_seed0_pvs_vs_beam_negamax,107,normal,43,239,0.028814,139,0,0.0,False
D10000_seed0_pvs_vs_beam_negamax,109,normal,50,154,0.014482,91,0,0.0,False
D10000_seed0_pvs_vs_beam_negamax,111,normal,52,85,0.006536,56,0,0.0,False
D20000_seed0_greedy_vs_pvs,2,normal,17,1923,0.190992,1293,20,0.015467904098994586,True
D20000_seed0_greedy_vs_pvs,4,normal,14,1294,0.132685,909,9,0.009900990099009901,True
D20000_seed0_greedy_vs_pvs,6,normal,40,1446,0.159477,1068,17,0.015917602996254682,True
D20000_seed0_greedy_vs_pvs,8,normal,32,2775,0.279056,1918,32,0.016684045881126174,True
D20000_seed0_greedy_vs_pvs,10,normal,20,2419,0.263307,1805,22,0.01218836565096953,True
D20000_seed0_greedy_vs_pvs,12,normal,35,1038,0.140494,772,3,0.0038860103626943004,True
D20000_seed0_greedy_vs_pvs,14,normal,37,998,0.249861,738,2,0.0027100271002710027,True
D20000_seed0_greedy_vs_pvs,16,normal,40,1004,0.269721,720,10,0.013888888888888888,True
D20000_seed0_greedy_vs_pvs,18,normal,49,2155,0.744396,1544,8,0.0051813471502590676,True
D20000_seed0_greedy_vs_pvs,20,normal,19,1140,0.502854,857,5,0.005834305717619603,True
D20000_seed0_greedy_vs_pvs,22,normal,19,1184,0.40667,855,3,0.0035087719298245615,True
D20000_seed0_greedy_vs_pvs,24,normal,21,911,0.252196,659,2,0.0030349013657056147,True
D20000_seed0_greedy_vs_pvs,26,normal,49,1026,0.242472,738,3,0.0040650406504065045,True
D20000_seed0_greedy_vs_pvs,28,normal,28,730,0.174205,525,1,0.0019047619047619048,True
D20000_seed0_greedy_vs_pvs,30,normal,53,863,0.270999,628,2,0.0031847133757961785,True
D20000_seed0_greedy_vs_pvs,32,normal,53,636,0.212766,445,0,0.0,False
D20000_seed0_greedy_vs_pvs,34,normal,56,637,0.211551,445,1,0.0022471910112359553,True
D20000_seed0_greedy_vs_pvs,36,normal,56,694,0.240675,481,4,0.008316008316008316,True
D20000_seed0_greedy_vs_pvs,38,normal,55,1228,0.423437,804,9,0.011194029850746268,True
D20000_seed0_greedy_vs_pvs,40,normal,37,786,0.291471,557,3,0.005385996409335727,True
D20000_seed0_greedy_vs_pvs,42,normal,55,1555,0.443799,1008,13,0.012896825396825396,True
D20000_seed0_greedy_vs_pvs,44,normal,34,1097,0.238942,733,9,0.01227830832196453,True
D20000_seed0_greedy_vs_pvs,46,normal,43,945,0.193176,628,5,0.007961783439490446,True
D20000_seed0_greedy_vs_pvs,48,normal,55,1334,0.243693,865,10,0.011560693641618497,True
D20000_seed0_greedy_vs_pvs,50,normal,42,911,0.154691,631,3,0.004754358161648178,True
D20000_seed0_greedy_vs_pvs,52,normal,49,878,0.14156,606,1,0.0016501650165016502,True
D20000_seed0_greedy_vs_pvs,54,normal,53,888,0.15452,625,4,0.0064,True
D20000_seed0_greedy_vs_pvs,56,normal,54,1432,0.225878,954,11,0.011530398322851153,True
D20000_seed0_greedy_vs_pvs,58,normal,37,818,0.124953,606,3,0.0049504950495049506,True
D20000_seed0_greedy_vs_pvs,60,normal,55,598,0.110872,429,2,0.004662004662004662,True
D20000_seed0_greedy_vs_pvs,62,normal,50,753,0.121848,552,3,0.005434782608695652,True
D20000_seed0_greedy_vs_pvs,64,normal,50,545,0.082912,387,1,0.002583979328165375,True
D20000_seed0_greedy_vs_pvs,66,normal,62,669,0.096744,487,3,0.006160164271047228,True
D20000_seed0_greedy_vs_pvs,68,normal,62,467,0.063436,328,1,0.003048780487804878,True
D20000_seed0_greedy_vs_pvs,70,normal,59,522,0.071295,374,0,0.0,False
D20000_seed0_greedy_vs_pvs,72,normal,59,478,0.063709,336,0,0.0,False
D20000_seed0_greedy_vs_pvs,74,normal,66,375,0.048668,280,0,0.0,False
D20000_seed0_alpha_beta_vs_pvs,2,normal,17,1923,0.166537,1293,20,0.015467904098994586,True
D20000_seed0_alpha_beta_vs_pvs,4,normal,14,1294,0.116252,909,9,0.009900990099009901,True
D20000_seed0_alpha_beta_vs_pvs,6,normal,40,1446,0.14681,1068,17,0.015917602996254682,True
D20000_seed0_alpha_beta_vs_pvs,8,normal,32,2775,0.35365,1918,32,0.016684045881126174,True
D20000_seed0_alpha_beta_vs_pvs,10,normal,20,2419,0.607798,1805,22,0.01218836565096953,True
D20000_seed0_alpha_beta_vs_pvs,12,normal,39,1200,0.287092,899,4,0.004449388209121246,True
D20000_seed0_alpha_beta_vs_pvs,14,normal,38,2592,0.57847,1886,11,0.005832449628844115,True
D20000_seed0_alpha_beta_vs_pvs,16,normal,38,2612,0.479283,1902,11,0.0057833859095688745,True
D20000_seed0_alpha_beta_vs_pvs,18,normal,37,3407,1.000067,2473,18,0.007278608976951072,True
D20000_seed0_alpha_beta_vs_pvs,20,normal,37,1768,0.375835,1264,4,0.0031645569620253164,True
D20000_seed0_alpha_beta_vs_pvs,22,normal,20,1966,0.250537,1457,8,0.00549073438572409,True
D20000_seed0_alpha_beta_vs_pvs,24,normal,37,1726,0.181193,1226,4,0.0032626427406199023,True
D20000_seed0_alpha_beta_vs_pvs,26,normal,19,1910,0.199486,1424,7,0.0049157303370786515,True
D20000_seed0_alpha_beta_vs_pvs,28,normal,40,3442,0.320507,2415,21,0.008695652173913044,True
D20000_seed0_alpha_beta_vs_pvs,30,normal,36,2171,0.197893,1519,16,0.01053324555628703,True
D20000_seed0_alpha_beta_vs_pvs,32,normal,36,1330,0.117609,911,3,0.003293084522502744,True
D20000_seed0_alpha_beta_vs_pvs,34,normal,37,1931,0.176665,1360,9,0.006617647058823529,True
D20000_seed0_alpha_beta_vs_pvs,36,normal,36,1339,0.12004,918,3,0.0032679738562091504,True
D20000_seed0_alpha_beta_vs_pvs,38,normal,11,1243,0.11087,878,2,0.002277904328018223,True
D20000_seed0_alpha_beta_vs_pvs,40,normal,10,1251,0.120847,861,1,0.0011614401858304297,True
D20000_seed0_alpha_beta_vs_pvs,42,normal,9,1251,0.120865,890,2,0.0022471910112359553,True
D20000_seed0_alpha_beta_vs_pvs,44,normal,36,1367,0.134743,953,2,0.002098635886673662,True
D20000_seed0_alpha_beta_vs_pvs,46,normal,35,1355,0.129296,941,2,0.0021253985122210413,True
D20000_seed0_alpha_beta_vs_pvs,48,normal,18,1672,0.180431,1133,2,0.00176522506619594,True
D20000_seed0_alpha_beta_vs_pvs,50,normal,17,1617,0.174783,1120,3,0.0026785714285714286,True
D20000_seed0_alpha_beta_vs_pvs,52,normal,34,1324,0.132622,895,1,0.0011173184357541898,True
D20000_seed0_alpha_beta_vs_pvs,54,normal,9,1247,0.137655,873,4,0.004581901489117984,True
D20000_seed0_alpha_beta_vs_pvs,56,normal,35,1421,0.175694,910,5,0.005494505494505495,True
D20000_seed0_alpha_beta_vs_pvs,58,normal,34,1383,0.166413,893,4,0.004479283314669653,True
D20000_seed0_alpha_beta_vs_pvs,60,normal,16,1161,0.144024,817,3,0.0036719706242350062,True
D20000_seed0_alpha_beta_vs_pvs,62,normal,34,1383,0.159534,893,4,0.004479283314669653,True
D20000_seed0_alpha_beta_vs_pvs,64,normal,16,1161,0.141895,817,3,0.0036719706242350062,True
D20000_seed0_alpha_beta_vs_pvs,66,normal,38,1590,0.168493,1038,6,0.005780346820809248,True
D20000_seed0_alpha_beta_vs_pvs,68,normal,33,1298,0.148286,895,2,0.0022346368715083797,True
D20000_seed0_alpha_beta_vs_pvs,70,normal,16,1161,0.13463,817,3,0.0036719706242350062,True
D20000_seed0_alpha_beta_vs_pvs,72,normal,38,1589,0.165316,1037,6,0.0057859209257473485,True
D20000_seed0_alpha_beta_vs_pvs,74,normal,33,1302,0.158735,899,2,0.002224694104560623,True
D20000_seed0_alpha_beta_vs_pvs,76,normal,16,1171,0.138137,825,3,0.0036363636363636364,True
D20000_seed0_alpha_beta_vs_pvs,78,normal,37,1547,0.167276,1013,6,0.005923000987166831,True
D20000_seed0_alpha_beta_vs_pvs,80,normal,32,1244,0.143121,860,3,0.0034883720930232558,True
D20000_seed0_alpha_beta_vs_pvs,82,normal,31,1386,0.147901,909,6,0.006600660066006601,True
D20000_seed0_alpha_beta_vs_pvs,84,normal,36,1637,0.17409,1081,7,0.0064754856614246065,True
D20000_seed0_alpha_beta_vs_pvs,86,normal,31,1393,0.1507,913,5,0.00547645125958379,True
D20000_seed0_alpha_beta_vs_pvs,88,normal,34,1517,0.156833,981,14,0.014271151885830785,True
D20000_seed0_alpha_beta_vs_pvs,90,normal,47,1170,0.122321,757,4,0.005284015852047556,True
D20000_seed0_alpha_beta_vs_pvs,92,normal,37,1430,0.150505,908,4,0.004405286343612335,True
D20000_seed0_alpha_beta_vs_pvs,94,normal,37,1389,0.145715,875,4,0.004571428571428572,True
D20000_seed0_alpha_beta_vs_pvs,96,normal,32,1348,0.138143,842,4,0.004750593824228029,True
D20000_seed0_alpha_beta_vs_pvs,98,normal,19,951,0.112303,684,5,0.007309941520467836,True
D20000_seed0_alpha_beta_vs_pvs,100,normal,19,954,0.109362,666,3,0.0045045045045045045,True
D20000_seed0_alpha_beta_vs_pvs,102,normal,34,1004,0.114687,685,3,0.004379562043795621,True
D20000_seed0_alpha_beta_vs_pvs,104,normal,56,1062,0.118839,723,5,0.006915629322268326,True
D20000_seed0_alpha_beta_vs_pvs,106,normal,56,1512,0.165454,1001,13,0.012987012987012988,True
D20000_seed0_alpha_beta_vs_pvs,108,normal,56,1511,0.164276,1001,12,0.011988011988011988,True
D20000_seed0_alpha_beta_vs_pvs,110,normal,56,1225,0.130936,826,8,0.009685230024213076,True
D20000_seed0_alpha_beta_vs_pvs,112,normal,53,1139,0.12368,790,7,0.008860759493670886,True
D20000_seed0_alpha_beta_vs_pvs,114,normal,53,879,0.094672,599,4,0.00667779632721202,True
D20000_seed0_alpha_beta_vs_pvs,116,normal,55,1371,0.144137,888,10,0.01126126126126126,True
D20000_seed0_alpha_beta_vs_pvs,118,normal,21,905,0.099822,604,4,0.006622516556291391,True
D20000_seed0_alpha_beta_vs_pvs,120,normal,54,1253,0.13788,821,8,0.0097442143727162,True
D20000_seed0_alpha_beta_vs_pvs,122,normal,38,1042,0.116875,705,5,0.0070921985815602835,True
D20000_seed0_alpha_beta_vs_pvs,124,normal,54,1082,0.123837,697,5,0.007173601147776184,True
D20000_seed0_alpha_beta_vs_pvs,126,normal,38,832,0.094766,590,6,0.010169491525423728,True
D20000_seed0_alpha_beta_vs_pvs,128,normal,53,1307,0.147223,857,8,0.009334889148191364,True
D20000_seed0_alpha_beta_vs_pvs,130,normal,35,733,0.084809,518,5,0.009652509652509652,True
D20000_seed0_alpha_beta_vs_pvs,132,normal,53,952,0.106063,582,8,0.013745704467353952,True
D20000_seed0_alpha_beta_vs_pvs,134,normal,32,1261,0.13788,901,11,0.01220865704772475,True
D20000_seed0_alpha_beta_vs_pvs,136,normal,46,1314,0.144601,949,12,0.012644889357218124,True
D20000_seed0_alpha_beta_vs_pvs,138,normal,42,1202,0.134327,852,9,0.01056338028169014,True
D20000_seed0_alpha_beta_vs_pvs,140,normal,54,1149,0.131056,813,7,0.008610086100861008,True
D20000_seed0_alpha_beta_vs_pvs,142,normal,54,955,0.11191,668,5,0.0074850299401197605,True
D20000_seed0_alpha_beta_vs_pvs,144,normal,28,821,0.094643,593,6,0.01011804384485666,True
D20000_seed0_alpha_beta_vs_pvs,146,normal,50,1259,0.152622,883,16,0.01812004530011325,True
D20000_seed0_alpha_beta_vs_pvs,148,normal,55,1345,0.164596,878,9,0.010250569476082005,True
D20000_seed0_alpha_beta_vs_pvs,150,normal,62,1545,0.199438,1024,19,0.0185546875,True
D20000_seed0_alpha_beta_vs_pvs,152,normal,62,1545,0.201019,1024,19,0.0185546875,True
D20000_seed0_alpha_beta_vs_pvs,154,normal,62,1545,0.198451,1024,19,0.0185546875,True
D20000_seed0_alpha_beta_vs_pvs,156,normal,62,1545,0.19835,1024,19,0.0185546875,True
D20000_seed0_alpha_beta_vs_pvs,158,normal,62,1545,0.196033,1021,18,0.01762977473065622,True
D20000_seed0_alpha_beta_vs_pvs,160,normal,37,1801,0.217487,1140,11,0.009649122807017544,True
D20000_seed0_alpha_beta_vs_pvs,162,normal,32,1218,0.140624,753,7,0.009296148738379814,True
D20000_seed0_alpha_beta_vs_pvs,164,normal,31,771,0.091236,499,5,0.01002004008016032,True
D20000_seed0_alpha_beta_vs_pvs,166,normal,43,1434,0.169137,955,10,0.010471204188481676,True
D20000_seed0_alpha_beta_vs_pvs,168,normal,43,1315,0.161367,876,11,0.012557077625570776,True
D20000_seed0_alpha_beta_vs_pvs,170,normal,53,1122,0.143942,742,10,0.013477088948787063,True
D20000_seed0_alpha_beta_vs_pvs,172,normal,55,800,0.103213,531,6,0.011299435028248588,True
D20000_seed0_alpha_beta_vs_pvs,174,normal,52,802,0.099066,529,7,0.013232514177693762,True
D20000_seed0_alpha_beta_vs_pvs,176,normal,52,774,0.094705,511,6,0.011741682974559686,True
D20000_seed0_alpha_beta_vs_pvs,178,normal,52,486,0.064798,320,1,0.003125,True
D20000_seed0_alpha_beta_vs_pvs,180,normal,52,478,0.069705,322,2,0.006211180124223602,True
D20000_seed0_alpha_beta_vs_pvs,182,normal,52,637,0.09303,439,6,0.01366742596810934,True
D20000_seed0_alpha_beta_vs_pvs,184,normal,52,1011,0.144983,680,23,0.033823529411764704,True
D20000_seed0_alpha_beta_vs_pvs,186,normal,54,830,0.119894,530,15,0.02830188679245283,True
D20000_seed0_alpha_beta_vs_pvs,188,normal,50,743,0.103337,469,11,0.023454157782515993,True
D20000_seed0_alpha_beta_vs_pvs,190,normal,62,671,0.089415,423,12,0.028368794326241134,True
D20000_seed0_alpha_beta_vs_pvs,192,normal,62,370,0.042631,227,5,0.022026431718061675,True
D20000_seed0_alpha_beta_vs_pvs,194,normal,60,189,0.018849,101,0,0.0,False
D20000_seed0_alpha_beta_vs_pvs,196,normal,59,140,0.011444,77,0,0.0,False
D20000_seed0_alpha_beta_vs_pvs,198,normal,55,85,0.005968,56,0,0.0,False
D20000_seed0_beam_negamax_vs_pvs,2,normal,17,1923,0.153889,1293,20,0.015467904098994586,True
D20000_seed0_beam_negamax_vs_pvs,4,normal,14,1294,0.113491,909,9,0.009900990099009901,True
D20000_seed0_beam_negamax_vs_pvs,6,normal,32,2459,0.219775,1658,27,0.016284680337756333,True
D20000_seed0_beam_negamax_vs_pvs,8,normal,38,2559,0.227744,1734,30,0.01730103806228374,True
D20000_seed0_beam_negamax_vs_pvs,10,normal,38,2531,0.386068,1710,30,0.017543859649122806,True
D20000_seed0_beam_negamax_vs_pvs,12,normal,32,2336,0.67748,1557,27,0.017341040462427744,True
D20000_seed0_beam_negamax_vs_pvs,14,normal,39,2073,0.529632,1453,23,0.015829318651066758,True
D20000_seed0_beam_negamax_vs_pvs,16,normal,12,1913,0.382711,1414,15,0.010608203677510608,True
D20000_seed0_beam_negamax_vs_pvs,18,normal,35,1771,0.327216,1305,12,0.009195402298850575,True
D20000_seed0_beam_negamax_vs_pvs,20,normal,37,1581,0.30298,1154,11,0.009532062391681109,True
D20000_seed0_beam_negamax_vs_pvs,22,normal,40,1446,0.356312,1036,13,0.012548262548262547,True
D20000_seed0_beam_negamax_vs_pvs,24,normal,49,2607,0.981459,1734,38,0.02191464821222607,True
D20000_seed0_beam_negamax_vs_pvs,26,normal,29,2777,0.639878,1857,40,0.021540118470651588,True
D20000_seed0_beam_negamax_vs_pvs,28,normal,41,1695,0.212088,1143,13,0.011373578302712161,True
D20000_seed0_beam_negamax_vs_pvs,30,normal,41,1171,0.123609,787,3,0.0038119440914866584,True
D20000_seed0_beam_negamax_vs_pvs,32,normal,53,937,0.098542,647,3,0.00463678516228748,True
D20000_seed0_beam_negamax_vs_pvs,34,normal,53,867,0.086424,598,3,0.005016722408026756,True
D20000_seed0_beam_negamax_vs_pvs,36,normal,56,867,0.083129,598,3,0.005016722408026756,True
D20000_seed0_beam_negamax_vs_pvs,38,normal,56,873,0.081587,603,3,0.004975124378109453,True
D20000_seed0_beam_negamax_vs_pvs,40,normal,55,1904,0.159619,1302,16,0.01228878648233487,True
D20000_seed0_beam_negamax_vs_pvs,42,normal,37,1243,0.112112,838,3,0.003579952267303103,True
D20000_seed0_beam_negamax_vs_pvs,44,normal,55,1983,0.169918,1344,24,0.017857142857142856,True
D20000_seed0_beam_negamax_vs_pvs,46,normal,41,2158,0.183813,1382,18,0.013024602026049204,True
D20000_seed0_beam_negamax_vs_pvs,48,normal,34,2481,0.214508,1637,25,0.015271838729383017,True
D20000_seed0_beam_negamax_vs_pvs,50,normal,38,1819,0.158324,1241,16,0.0128928283642224,True
D20000_seed0_beam_negamax_vs_pvs,52,normal,34,2430,0.205686,1590,25,0.015723270440251572,True
D20000_seed0_beam_negamax_vs_pvs,54,normal,38,1819,0.162998,1241,16,0.0128928283642224,True
D20000_seed0_beam_negamax_vs_pvs,56,normal,34,2681,0.231154,1777,30,0.016882386043894203,True
D20000_seed0_beam_negamax_vs_pvs,58,normal,37,2861,0.256292,2080,28,0.013461538461538462,True
D20000_seed0_beam_negamax_vs_pvs,60,normal,34,2846,0.249666,1947,21,0.01078582434514638,True
D20000_seed0_beam_negamax_vs_pvs,62,normal,37,1916,0.175706,1330,27,0.02030075187969925,True
D20000_seed0_beam_negamax_vs_pvs,64,normal,19,2042,0.189113,1466,14,0.009549795361527967,True
D20000_seed0_beam_negamax_vs_pvs,66,normal,38,2347,0.21662,1687,21,0.012448132780082987,True
D20000_seed0_beam_negamax_vs_pvs,68,normal,38,2400,0.21989,1700,27,0.01588235294117647,True
D20000_seed0_beam_negamax_vs_pvs,70,normal,50,1465,0.131117,1014,10,0.009861932938856016,True
D20000_seed0_beam_negamax_vs_pvs,72,normal,48,1627,0.157443,1020,7,0.006862745098039216,True
D20000_seed0_beam_negamax_vs_pvs,74,normal,35,989,0.10019,680,1,0.0014705882352941176,True
D20000_seed0_beam_negamax_vs_pvs,76,normal,54,866,0.084792,597,2,0.0033500837520938024,True
D20000_seed0_beam_negamax_vs_pvs,78,normal,40,3709,0.328422,2502,49,0.01958433253397282,True
D20000_seed0_beam_negamax_vs_pvs,80,normal,40,3740,0.332764,2547,49,0.019238319591676482,True
D20000_seed0_beam_negamax_vs_pvs,82,normal,40,2329,0.212203,1560,22,0.014102564102564103,True
D20000_seed0_beam_negamax_vs_pvs,84,normal,46,903,0.089422,641,4,0.0062402496099844,True
D20000_seed0_beam_negamax_vs_pvs,86,normal,53,1947,0.179862,1264,23,0.01819620253164557,True
D20000_seed0_beam_negamax_vs_pvs,88,normal,39,1455,0.136895,959,22,0.022940563086548488,True
D20000_seed0_beam_negamax_vs_pvs,90,normal,34,1143,0.109383,806,16,0.019851116625310174,True
D20000_seed0_beam_negamax_vs_pvs,92,normal,34,1025,0.09906,717,13,0.01813110181311018,True
D20000_seed0_beam_negamax_vs_pvs,94,normal,40,2865,0.260578,1909,27,0.014143530644316397,True
D20000_seed0_beam_negamax_vs_pvs,96,normal,48,2074,0.189201,1342,34,0.02533532041728763,True
D20000_seed0_beam_negamax_vs_pvs,98,normal,39,2596,0.23454,1688,31,0.018364928909952605,True
D20000_seed0_beam_negamax_vs_pvs,100,normal,37,1933,0.178783,1248,19,0.015224358974358974,True
D20000_seed0_beam_negamax_vs_pvs,102,normal,37,2149,0.201856,1417,26,0.01834862385321101,True
D20000_seed0_beam_negamax_vs_pvs,104,normal,32,1894,0.175508,1203,20,0.01662510390689942,True
D20000_seed0_beam_negamax_vs_pvs,106,normal,48,1608,0.149217,991,16,0.016145307769929364,True
D20000_seed0_beam_negamax_vs_pvs,108,normal,32,1798,0.16476,1119,21,0.01876675603217158,True
D20000_seed0_beam_negamax_vs_pvs,110,normal,47,962,0.093484,591,6,0.01015228426395939,True
D20000_seed0_beam_negamax_vs_pvs,112,normal,29,1226,0.123831,789,13,0.016476552598225603,True
D20000_seed0_beam_negamax_vs_pvs,114,normal,33,853,0.082308,500,6,0.012,True
D20000_seed0_beam_negamax_vs_pvs,116,normal,33,853,0.083776,500,6,0.012,True
D20000_seed0_beam_negamax_vs_pvs,118,normal,32,857,0.083425,504,6,0.011904761904761904,True
D20000_seed0_beam_negamax_vs_pvs,120,normal,31,786,0.078342,455,6,0.013186813186813187,True
D20000_seed0_beam_negamax_vs_pvs,122,normal,38,1592,0.169118,989,12,0.012133468149646108,True
D20000_seed0_beam_negamax_vs_pvs,124,normal,29,1213,0.119211,779,13,0.01668806161745828,True
D20000_seed0_beam_negamax_vs_pvs,126,normal,28,1369,0.129263,866,8,0.009237875288683603,True
