profile,position_id,ply,beam_width,ordering_call_count,mean_top_score_gap_at_ply
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,2,3,6,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,3,1,1,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,3,2,17,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,4,1,4,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,4,2,13,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,5,1,2,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,5,2,24,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,6,1,9,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,6,2,15,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,7,1,3,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t403,7,2,27,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,0,2,1,986891.0
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,1,6,1,1000200.0
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,2,1,1,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,2,3,5,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,3,1,1,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,3,2,4,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,4,1,1,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,4,2,7,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,5,2,7,143505.5
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,6,1,1,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,6,2,13,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,7,1,4,inf
gap_conservative,log_seed1_D10000_seed1_balanced_beam_pvs_vs_beam_alpha_beta_t402,7,2,9,inf
gap_responsive,seed0_early_t0,0,18,1,0.0
gap_responsive,seed0_early_t0,1,4,18,1477.8055555555557
gap_responsive,seed0_early_t0,2,2,30,470.56666666666666
gap_responsive,seed0_early_t0,3,1,60,692.65
gap_responsive,seed0_early_t0,4,1,60,710.7833333333333
gap_responsive,seed0_early_t0,5,1,60,607.3666666666667
gap_responsive,seed0_early_t0,6,1,55,513.05
gap_responsive,seed0_early_t0,6,2,5,513.05
gap_responsive,seed0_early_t0,7,1,58,524.4076923076923
gap_responsive,seed0_early_t0,7,2,7,524.4076923076923
gap_responsive,seed0_middle_t27,0,6,1,926.0
gap_responsive,seed0_middle_t27,1,4,6,483.9166666666667
gap_responsive,seed0_middle_t27,2,2,12,794.2083333333334
gap_responsive,seed0_middle_t27,3,1,18,847.3611111111111
gap_responsive,seed0_middle_t27,4,1,18,1221.138888888889
gap_responsive,seed0_middle_t27,5,1,18,920.0833333333334
gap_responsive,seed0_middle_t27,6,1,18,1279.6666666666667
gap_responsive,seed0_middle_t27,7,1,18,542.8333333333334
gap_responsive,seed0_late_t49,0,6,1,80.0
gap_responsive,seed0_late_t49,1,4,6,399.4166666666667
gap_responsive,seed0_late_t49,2,2,14,906.1428571428571
gap_responsive,seed0_late_t49,3,1,28,728.0178571428571
gap_responsive,seed0_late_t49,4,1,28,1019.75
gap_responsive,seed0_late_t49,5,1,28,990.8392857142857
gap_responsive,seed0_late_t49,6,1,28,878.4642857142857
gap_responsive,seed0_late_t49,7,1,27,860.0178571428571
gap_responsive,seed0_late_t49,7,2,1,860.0178571428571
gap_responsive,seed0_few_legal_t1,0,6,1,2142.0
gap_responsive,seed0_few_legal_t1,1,4,6,428.1666666666667
gap_responsive,seed0_few_legal_t1,2,2,11,816.4090909090909
gap_responsive,seed0_few_legal_t1,3,1,22,768.1363636363636
gap_responsive,seed0_few_legal_t1,4,1,22,880.1363636363636
gap_responsive,seed0_few_legal_t1,5,1,21,604.3181818181819
gap_responsive,seed0_few_legal_t1,5,2,1,604.3181818181819
gap_responsive,seed0_few_legal_t1,6,1,21,528.5434782608696
gap_responsive,seed0_few_legal_t1,6,2,2,528.5434782608696
gap_responsive,seed0_few_legal_t1,7,1,22,474.6
gap_responsive,seed0_few_legal_t1,7,2,3,474.6
gap_responsive,seed0_early_pruning_t17,0,6,1,766.0
gap_responsive,seed0_early_pruning_t17,1,4,6,501.8333333333333
gap_responsive,seed0_early_pruning_t17,2,2,18,580.6842105263158
gap_responsive,seed0_early_pruning_t17,2,4,1,580.6842105263158
gap_responsive,seed0_early_pruning_t17,3,1,34,777.7571428571429
gap_responsive,seed0_early_pruning_t17,3,2,1,777.7571428571429
gap_responsive,seed0_early_pruning_t17,4,1,36,1044.9027777777778
gap_responsive,seed0_early_pruning_t17,5,1,36,860.4722222222222
gap_responsive,seed0_early_pruning_t17,6,1,35,722.0972222222222
gap_responsive,seed0_early_pruning_t17,6,2,1,722.0972222222222
gap_responsive,seed0_early_pruning_t17,7,1,37,424.7027027027027
gap_responsive,seed1_early_t0,0,18,1,0.0
gap_responsive,seed1_early_t0,1,4,18,698.9444444444445
gap_responsive,seed1_early_t0,2,2,48,362.3541666666667
gap_responsive,seed1_early_t0,3,1,85,589.8941176470588
gap_responsive,seed1_early_t0,4,1,85,635.4529411764706
gap_responsive,seed1_early_t0,5,1,85,613.5
gap_responsive,seed1_early_t0,6,1,85,285.1823529411765
gap_responsive,seed1_early_t0,7,1,85,458.3176470588235
gap_responsive,seed1_middle_t120,0,6,1,27.5
gap_responsive,seed1_middle_t120,1,4,6,949.4166666666666
gap_responsive,seed1_middle_t120,2,2,15,1035.2666666666667
gap_responsive,seed1_middle_t120,3,1,28,766.0535714285714
gap_responsive,seed1_middle_t120,4,1,28,677.1428571428571
gap_responsive,seed1_middle_t120,5,1,28,607.6607142857143
gap_responsive,seed1_middle_t120,6,1,28,535.1428571428571
gap_responsive,seed1_middle_t120,7,1,28,553.1428571428571
gap_responsive,seed1_late_t236,0,6,1,1117.0
gap_responsive,seed1_late_t236,1,4,6,570.3333333333334
gap_responsive,seed1_late_t236,2,2,19,867.578947368421
gap_responsive,seed1_late_t236,3,1,34,908.0882352941177
gap_responsive,seed1_late_t236,4,1,34,622.75
gap_responsive,seed1_late_t236,5,1,34,488.8235294117647
gap_responsive,seed1_late_t236,6,1,34,576.5588235294117
gap_responsive,seed1_late_t236,7,1,34,676.8676470588235
gap_responsive,seed1_early_pruning_t75,0,6,1,997.0
gap_responsive,seed1_early_pruning_t75,1,4,6,694.1666666666666
gap_responsive,seed1_early_pruning_t75,2,2,21,827.7142857142857
gap_responsive,seed1_early_pruning_t75,3,1,38,838.2894736842105
gap_responsive,seed1_early_pruning_t75,4,1,36,851.9473684210526
gap_responsive,seed1_early_pruning_t75,4,2,2,851.9473684210526
gap_responsive,seed1_early_pruning_t75,5,1,35,598.825
gap_responsive,seed1_early_pruning_t75,5,2,3,598.825
gap_responsive,seed1_early_pruning_t75,5,3,2,598.825
gap_responsive,seed1_early_pruning_t75,6,1,36,505.63953488372096
gap_responsive,seed1_early_pruning_t75,6,2,5,505.63953488372096
gap_responsive,seed1_early_pruning_t75,6,3,2,505.63953488372096
gap_responsive,seed1_early_pruning_t75,7,1,45,491.9270833333333
gap_responsive,seed1_early_pruning_t75,7,2,3,491.9270833333333
gap_responsive,seed2_early_t0,0,18,1,0.0
gap_responsive,seed2_early_t0,1,4,18,430.8333333333333
gap_responsive,seed2_early_t0,2,2,26,263.88461538461536
gap_responsive,seed2_early_t0,3,1,52,430.9423076923077
gap_responsive,seed2_early_t0,4,1,52,491.3076923076923
gap_responsive,seed2_early_t0,5,1,52,258.1730769230769
gap_responsive,seed2_early_t0,6,1,52,569.3461538461538
gap_responsive,seed2_early_t0,7,1,52,470.86538461538464
gap_responsive,seed2_middle_t32,0,6,1,41.5
gap_responsive,seed2_middle_t32,1,4,6,248.25
gap_responsive,seed2_middle_t32,2,2,9,181.08333333333334
gap_responsive,seed2_middle_t32,2,4,3,181.08333333333334
gap_responsive,seed2_middle_t32,3,1,24,528.8125
gap_responsive,seed2_middle_t32,4,1,23,276.0208333333333
gap_responsive,seed2_middle_t32,4,2,1,276.0208333333333
gap_responsive,seed2_middle_t32,5,1,24,511.1
gap_responsive,seed2_middle_t32,5,2,1,511.1
gap_responsive,seed2_middle_t32,6,1,25,544.42
gap_responsive,seed2_middle_t32,7,1,25,738.26
gap_responsive,seed2_late_t60,0,6,1,684.5
gap_responsive,seed2_late_t60,1,4,2,184.25
gap_responsive,seed2_late_t60,1,8,4,184.25
gap_responsive,seed2_late_t60,2,2,19,431.6
gap_responsive,seed2_late_t60,2,4,6,431.6
gap_responsive,seed2_late_t60,3,1,34,271.6714285714286
gap_responsive,seed2_late_t60,3,2,1,271.6714285714286
gap_responsive,seed2_late_t60,4,1,36,820.8194444444445
gap_responsive,seed2_late_t60,5,1,32,408.34722222222223
gap_responsive,seed2_late_t60,5,3,4,408.34722222222223
gap_responsive,seed2_late_t60,6,1,38,649.3409090909091
gap_responsive,seed2_late_t60,6,3,6,649.3409090909091
gap_responsive,seed2_late_t60,7,1,43,422.375
gap_responsive,seed2_late_t60,7,3,1,422.375
gap_responsive,seed2_few_legal_t64,0,6,1,48.0
gap_responsive,seed2_few_legal_t64,1,4,4,265.9
gap_responsive,seed2_few_legal_t64,1,8,1,265.9
gap_responsive,seed2_few_legal_t64,2,2,18,436.02777777777777
gap_responsive,seed2_few_legal_t64,3,1,24,360.16
gap_responsive,seed2_few_legal_t64,3,2,1,360.16
gap_responsive,seed2_few_legal_t64,4,1,26,519.7692307692307
gap_responsive,seed2_few_legal_t64,5,1,26,703.4615384615385
gap_responsive,seed2_few_legal_t64,6,1,26,523.0192307692307
gap_responsive,seed2_few_legal_t64,7,1,26,416.0
gap_responsive,seed2_early_pruning_t10,0,6,1,684.5
gap_responsive,seed2_early_pruning_t10,1,4,6,245.91666666666666
gap_responsive,seed2_early_pruning_t10,2,2,16,438.71875
gap_responsive,seed2_early_pruning_t10,3,1,24,375.5833333333333
gap_responsive,seed2_early_pruning_t10,4,1,24,470.4166666666667
gap_responsive,seed2_early_pruning_t10,5,1,24,332.7291666666667
gap_responsive,seed2_early_pruning_t10,6,1,24,488.6875
gap_responsive,seed2_early_pruning_t10,7,1,24,456.25
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t453,0,6,1,1000825.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t453,1,1,1,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t453,1,4,5,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t453,2,1,3,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t453,2,2,2,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t453,3,1,4,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t453,4,1,3,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t453,5,1,2,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t453,6,1,1,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t452,0,2,1,995602.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t452,1,4,1,1000825.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t452,2,1,1,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t452,2,2,3,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t452,3,1,3,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t451,0,6,1,757.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t451,1,2,1,166686.83333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t451,1,4,5,166686.83333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t451,2,2,6,664659.1666666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t451,3,1,9,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t451,4,1,8,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t451,5,1,4,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t451,6,1,3,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t451,7,1,2,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t450,0,2,1,995582.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t450,1,4,1,757.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t450,2,2,4,249892.125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t450,3,1,4,996910.25
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t450,4,1,4,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t450,5,1,3,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t449,0,6,1,128.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t449,1,2,1,166745.58333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t449,1,4,5,166745.58333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t449,2,2,6,498105.5833333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t449,3,1,9,221905.61111111112
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t449,4,1,9,664547.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t449,5,1,9,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t449,6,1,8,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t449,7,1,4,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t448,0,3,1,10.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t448,1,4,2,427.75
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t448,2,2,4,199997.6
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t448,2,3,1,199997.6
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t448,3,1,6,332298.5833333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t448,4,1,6,663977.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t448,5,1,6,832304.5833333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t448,6,1,6,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t448,7,1,3,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,0,6,1,98.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,1,3,1,696.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,1,4,5,696.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,2,2,5,590.2142857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,2,3,2,590.2142857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,3,1,9,76858.84615384616
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,3,2,4,76858.84615384616
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,4,1,12,142508.2857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,4,2,2,142508.2857142857
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,5,1,16,435846.9375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,6,1,13,561157.28125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,6,2,3,561157.28125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t447,7,1,19,inf
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,0,4,1,3204.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,1,4,3,298.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,2,2,5,1529.75
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,2,3,1,1529.75
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,3,1,8,492.94444444444446
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,3,2,1,492.94444444444446
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,4,1,6,199845.85
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,4,2,4,199845.85
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,5,1,11,83286.75
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,5,2,1,83286.75
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,6,1,13,765970.1923076923
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t446,7,1,13,845621.8846153846
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,0,6,1,68.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,1,4,6,1017.8333333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,2,2,8,1308.625
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,3,1,13,1304.1785714285713
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,3,2,1,1304.1785714285713
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,4,1,13,647.4
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,4,2,2,647.4
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,5,1,11,117402.41176470589
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,5,2,6,117402.41176470589
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,6,1,17,210302.13157894736
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,6,2,2,210302.13157894736
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t445,7,1,21,474333.0714285714
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,0,6,1,255.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,1,4,6,686.8333333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,2,2,12,1871.0833333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,3,1,18,729.1666666666666
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,4,1,12,1625.3333333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,4,2,6,1625.3333333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,5,1,21,258.3125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,5,2,3,258.3125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,6,1,18,442579.27777777775
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,6,2,9,442579.27777777775
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,7,1,30,90959.04545454546
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t444,7,2,3,90959.04545454546
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,0,6,1,367.0
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,1,4,6,421.3333333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,2,2,12,1413.4166666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,3,1,20,1196.975
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,4,1,16,1249.05
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,4,2,4,1249.05
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,5,1,18,579.375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,5,2,6,579.375
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,6,1,23,265669.81666666665
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,6,2,7,265669.81666666665
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,7,1,28,161779.0945945946
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t443,7,2,9,161779.0945945946
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,0,6,1,185.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,1,4,6,631.5833333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,2,2,12,1553.0833333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,3,1,20,756.825
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,4,1,15,1691.075
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,4,2,5,1691.075
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,5,1,22,221.98
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,5,2,3,221.98
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,6,1,18,355889.125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,6,2,10,355889.125
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,7,1,33,83385.11111111111
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t442,7,2,3,83385.11111111111
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,0,6,1,185.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,1,4,6,546.0833333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,2,2,15,1194.8333333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,3,1,24,1058.5416666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,4,1,20,1463.3541666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,4,2,4,1463.3541666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,5,1,22,396.5357142857143
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,5,2,6,396.5357142857143
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,6,1,24,234601.91176470587
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,6,2,10,234601.91176470587
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,7,1,34,142549.90476190476
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t441,7,2,8,142549.90476190476
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,0,6,1,185.5
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,1,4,6,546.0833333333334
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,2,2,15,1194.8333333333333
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,3,1,24,1058.5416666666667
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,4,1,20,1464.1875
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,4,2,4,1464.1875
gap_responsive,log_seed2_D10000_seed2_balanced_beam_pvs_vs_beam_alpha_beta_t440,5,1,22,396.5357142857143
