agent,games,wins,losses,draws,win_rate,first_win_rate,second_win_rate,mean_match_turns,decision_count,mean_decision_time_sec,max_decision_time_sec,timeout_count,mean_nodes_per_decision,mean_effective_depth,depth_change_count,cutoff_count,beam_pruned_move_count,research_count,null_window_search_count,research_rate,graph_ordering_calls,graph_ordering_changed_first_count,graph_ordering_changed_first_rate,graph_ordering_time_sec
alpha_beta,36,26,10,0,0.7222222222222222,0.7222222222222222,0.7222222222222222,119.66666666666667,2150,0.12775788883720932,0.619919,0,1231.5902325581396,5.0,0,530209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pvs,36,27,9,0,0.75,0.7222222222222222,0.7777777777777778,118.63888888888889,2131,0.13099062130455186,0.733627,0,1285.3904270295636,5.0,0,658719.0,0.0,24146.0,1812116.0,0.01332475404444307,0.0,0.0,0.0,0.0
beam_negamax,36,22,14,0,0.6111111111111112,0.7777777777777778,0.4444444444444444,121.05555555555556,2177,0.09702930546623795,0.254568,0,1224.86724850712,5.0,0,0.0,21161527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_control,36,0,36,0,0.0,0.0,0.0,46.05555555555556,838,0.03124685799522673,1.006288,12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
graph_pvs,36,8,28,0,0.2222222222222222,0.2222222222222222,0.2222222222222222,142.0,2561,0.36662934439672007,1.000114,50,1542.4096056228036,5.0,0,970190.0,0.0,31776.0,2620332.0,0.01212670760804356,1314339.0,96243.0,0.07322540075277383,512.2210392637644
beam_alpha_beta,36,22,14,0,0.6111111111111112,0.7777777777777778,0.4444444444444444,122.5,2203,0.023420766227871086,0.181541,0,281.2337721289151,5.0,0,170262.0,6281190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beam_pvs,36,21,15,0,0.5833333333333334,0.7222222222222222,0.4444444444444444,120.80555555555556,2173,0.027884567878508973,0.181598,0,343.9019788311091,5.0,0,242412.0,7873332.0,15707.0,306551.0,0.051237803823833555,0.0,0.0,0.0,0.0
