agent,games,wins,losses,draws,win_rate,win_rate_ci95_low,win_rate_ci95_high,first_win_rate,second_win_rate,decision_count,mean_decision_time_sec,max_decision_time_sec,timeout_count,mean_nodes,mean_effective_depth,depth_change_count,mode_switch_count,fallback_count,exact_attempt_count,exact_success_count,exact_timeout_count,exact_limit_count,null_window_search_count,research_count,beam_pruned_move_count
beam_alpha_beta,180,120,60,0,0.6666666666666666,0.5949523288522202,0.7314158385072421,0.7,0.6333333333333333,9309,0.24729310602642604,1.093079,23,2398.9665914706197,8.519497260715436,922,0,0,0,0,0,0,0,0,265942002
branch_switch_alpha_beta,30,8,22,0,0.26666666666666666,0.14182663319596317,0.4444796169518888,0.4,0.13333333333333333,1504,0.3501139640957447,1.003794,206,2854.6815159574467,7.647606382978723,512,0,0,0,0,0,0,0,0,29627380
dynamic_beam_alpha_beta,30,12,18,0,0.4,0.24590628116801852,0.5767963974667752,0.4666666666666667,0.3333333333333333,870,0.41941093218390807,1.00044,132,3440.332183908046,5.352873563218391,419,0,0,0,0,0,0,0,0,46854
dynamic_beam_pvs,30,12,18,0,0.4,0.24590628116801852,0.5767963974667752,0.3333333333333333,0.4666666666666667,856,0.4098504871495327,1.001743,151,3517.1390186915887,5.369158878504673,435,0,0,0,0,0,0,2117309,6167,47362
endgame_exact_hybrid,30,16,14,0,0.5333333333333333,0.36142299619873297,0.6976761109230025,0.5333333333333333,0.5333333333333333,3123,0.2654623048350945,1.001055,7,2453.009606147935,8.306436119116235,322,0,0,14,14,0,0,0,0,87627804
integrated_adaptive_hybrid,30,5,25,0,0.16666666666666666,0.0733654237184855,0.3356435050641603,0.2,0.13333333333333333,1466,0.4221738485675307,1.44651,195,2405.712141882674,4.860845839017736,720,0,0,25,25,0,0,1990099,8217,20191
research_adaptive_beam,30,7,23,0,0.23333333333333334,0.11792388144489496,0.40928326158122164,0.26666666666666666,0.2,1520,0.41500858881578945,1.007203,183,2526.471052631579,5.032894736842105,728,0,0,0,0,0,0,2524628,10312,23722
