runtime,dict_size,seed,first_agent,second_agent,winner,loss_reason,turn_count,first_avg_time_sec,second_avg_time_sec,first_timeout_count,second_timeout_count,match_elapsed_time_sec
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,greedy,alpha_beta,second,ended_with_n,81,0.00023079265715418066,0.09041065620258451,0,0,3.626950458972715
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,greedy,beam_negamax,second,ended_with_n,99,0.00019418835639953614,0.11238707570900798,0,0,5.518326541990973
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,greedy,pvs,second,ended_with_n,81,0.00023831294781369406,0.09115604364778847,0,0,3.6572603749809787
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,alpha_beta,greedy,first,ended_with_n,78,0.08619707157142842,2.868805462733293e-05,0,0,3.363799542072229
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,alpha_beta,beam_negamax,first,ended_with_n,208,0.10933737545789111,0.08847124041998401,0,0,20.575623583048582
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,alpha_beta,pvs,second,ended_with_n,229,0.14951348697017555,0.2031234412090526,0,0,40.35465370793827
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,beam_negamax,greedy,first,ended_with_n,96,0.1105383437704101,3.662070715411877e-05,0,0,5.308811250026338
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,beam_negamax,alpha_beta,second,ended_with_n,215,0.0979067592545309,0.11175661413303672,0,0,22.536333000054583
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,beam_negamax,pvs,second,ended_with_n,215,0.0979037819995062,0.12283832203622942,0,0,23.721511916955933
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,pvs,greedy,first,ended_with_n,78,0.08444160895828062,2.8034236329870346e-05,0,0,3.295091083040461
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,pvs,alpha_beta,second,ended_with_n,229,0.18348020690635009,0.1707457884004454,0,0,40.57027391693555
/Users/onumagakuto/Documents/最強しりとり/shiritori_ai/data/dictionaries/D20000_L2-12_seed1.runtime.json,20000,1,pvs,beam_negamax,first,ended_with_n,208,0.1146207291290361,0.0882573485600565,0,0,21.102688333019614
