remaining_bin,turns,mean_score_range,mean_score_stddev,mean_best_score_tie_count,mean_distinct_score_count,all_candidates_tied_rate,greedy_agreement_rate,greedy_reference_positions,alpha_beta_agreement_rate,alpha_beta_reference_positions
80-100%,121,1.5197011085075602,0.42668067766431106,0.9917355371900827,12.909090909090908,0.1487603305785124,0.72,100,0.47,100
