match_id,turn,dict_size,remaining_bin,remaining_word_rate,graph_control_won,candidate_count,score_range,score_stddev,best_score_tie_count,distinct_score_count,all_candidates_tied,all_candidate_score_range_including_terminal,scc_nearly_whole,reachable_chars_all_same,reachable_edges_nearly_same,feature_contribution,greedy_agreement,alpha_beta_agreement,evaluation_time_sec,scc_time_sec,reachability_time_sec,local_time_sec
D1000_seed0_graph_control_vs_alpha_beta_rep0,17,1000,80-100%,0.984,False,7,0.7264098086795077,0.2863602696846801,1,7,False,0.7264098086795077,False,True,True,local_only,,,0.0016047920798882842,0.0007063749944791198,8.120900020003319e-05,0.00012654089368879795
D1000_seed0_graph_control_vs_alpha_beta_rep0,19,1000,80-100%,0.982,False,4,0.5954986107916547,0.2537814574302248,1,3,False,1000000010.9306439,False,False,False,both,,,0.0008272079285234213,0.0004067501286044717,3.629096318036318e-05,6.1584054492414e-05
D1000_seed0_graph_control_vs_pvs_rep0,1,1000,80-100%,1.0,False,640,5.228282950672865,0.7044603582312916,1,91,False,1000000015.1291957,False,False,False,both,,,0.1238213749602437,0.051344808540306985,0.006107044173404574,0.00923375494312495
D1000_seed0_graph_control_vs_pvs_rep0,3,1000,80-100%,0.998,False,8,0.7165507867645147,0.2858721793635851,1,8,False,0.7165507867645147,False,True,True,local_only,,,0.002127832965925336,0.0008390407310798764,0.00010020914487540722,0.00015341502148658037
D1000_seed0_graph_control_vs_pvs_rep0,5,1000,80-100%,0.996,False,7,1.186151355116289,0.3518505429888044,1,7,False,1.186151355116289,False,True,True,local_only,,,0.001717416918836534,0.0007347911596298218,8.854176849126816e-05,0.00013433292042464018
D1000_seed0_graph_control_vs_pvs_rep0,7,1000,80-100%,0.994,False,4,2.4794838251347695,0.9896151619926641,1,4,False,2.4794838251347695,False,True,True,local_only,True,False,0.0010246250312775373,0.0004245828604325652,5.120900459587574e-05,7.687497418373823e-05
D1000_seed0_graph_control_vs_pvs_rep0,9,1000,80-100%,0.992,False,1,0.0,0.0,1,1,True,0.0,False,True,True,neither,,,0.00026466697454452515,0.00010666600428521633,1.562491524964571e-05,2.1582935005426407e-05
D1000_seed0_graph_control_vs_pvs_rep0,11,1000,80-100%,0.99,False,7,0.7972520369029326,0.29338754731864003,1,6,False,1000000011.2886262,False,False,False,both,,,0.0016066660173237324,0.0007337919669225812,7.704400923103094e-05,0.00011554185766726732
D1000_seed0_graph_control_vs_pvs_rep0,13,1000,80-100%,0.988,False,4,0.6146321792346203,0.22787116780279612,1,4,False,0.6146321792346203,False,True,True,local_only,,,0.0010458329925313592,0.0004204170545563102,5.1832059398293495e-05,8.841697126626968e-05
D1000_seed0_graph_control_vs_pvs_rep0,15,1000,80-100%,0.986,False,5,2.2676486937583746,0.8308727598512745,1,5,False,2.2676486937583746,False,True,True,local_only,,,0.0012889589415863156,0.0005278339376673102,6.445799954235554e-05,0.00010050006676465273
D1000_seed0_graph_control_vs_pvs_rep0,17,1000,80-100%,0.984,False,7,0.7264098086795077,0.2863602696846801,1,7,False,0.7264098086795077,False,True,True,local_only,,,0.0017125000013038516,0.0007233759388327599,8.854211773723364e-05,0.00013404188212007284
D1000_seed0_graph_control_vs_pvs_rep0,19,1000,80-100%,0.982,False,4,0.5954986107916547,0.2537814574302248,1,3,False,1000000010.9306439,False,False,False,both,True,False,0.0009740840177983046,0.00045175012201070786,4.2082974687218666e-05,6.745907012373209e-05
D1000_seed0_graph_control_vs_beam_negamax_rep0,1,1000,80-100%,1.0,False,640,5.228282950672865,0.7044603582312916,1,91,False,1000000015.1291957,False,False,False,both,,,0.13025062496308237,0.0536557505838573,0.006944617722183466,0.009919486823491752
D1000_seed0_graph_control_vs_beam_negamax_rep0,3,1000,80-100%,0.998,False,12,1.2139655236317157,0.37752292525939474,1,11,False,1000000011.1792594,False,False,False,both,,,0.002963040955364704,0.001253669150173664,0.0001374994171783328,0.00022046000231057405
D1000_seed0_graph_control_vs_beam_negamax_rep0,5,1000,80-100%,0.996,False,2,0.2794152423614982,0.1397076211807491,1,2,False,0.2794152423614982,False,True,True,local_only,,,0.0005378329660743475,0.00021020800340920687,2.7458067052066326e-05,3.791600465774536e-05
D1000_seed0_graph_control_vs_beam_negamax_rep0,7,1000,80-100%,0.994,False,7,1.0224507726375016,0.3393542647545992,1,7,False,1.0224507726375016,False,True,True,local_only,,,0.0017667909851297736,0.0007423320785164833,9.000010322779417e-05,0.00014445686247199774
D1000_seed0_graph_control_vs_beam_negamax_rep0,9,1000,80-100%,0.992,False,20,3.804319436213312,0.7610257337540988,1,19,False,1000000013.7867525,False,False,False,both,,,0.004617708036676049,0.002153626992367208,0.000231998972594738,0.00037745782174170017
D1000_seed0_graph_control_vs_beam_negamax_rep0,11,1000,80-100%,0.99,False,9,0.7286142829332789,0.23447001210401927,1,8,False,1000000010.8392007,False,False,False,both,True,False,0.0020384580129757524,0.0009187922114506364,9.750202298164368e-05,0.00017108314204961061
D1000_seed0_graph_control_vs_beam_negamax_rep0,13,1000,80-100%,0.988,False,9,2.939252374776684,0.9154238443366498,1,8,False,1000000013.3894585,False,False,False,both,,,0.0021148340310901403,0.00095979287289083,9.866931941360235e-05,0.000177083071321249
D1000_seed0_graph_control_vs_beam_negamax_rep0,15,1000,80-100%,0.986,False,11,2.0886471012555834,0.5658737472882619,1,10,False,1000000012.6752563,False,False,False,both,,,0.002472749911248684,0.0011601230362430215,0.00012004293967038393,0.000179499969817698
D1000_seed0_graph_control_vs_beam_negamax_rep0,17,1000,80-100%,0.984,False,1,0.0,0.0,1,1,True,0.0,False,True,True,neither,,,0.00023020897060632706,0.00010070798452943563,1.2499978765845299e-05,1.7874990589916706e-05
D1000_seed0_graph_control_vs_beam_negamax_rep0,19,1000,80-100%,0.982,False,5,0.7717289766156732,0.279895896327002,1,5,False,0.7717289766156732,False,True,True,local_only,,,0.0011518329847604036,0.0004921680083498359,5.920801777392626e-05,8.762406650930643e-05
D1000_seed0_graph_control_vs_beam_negamax_rep0,21,1000,80-100%,0.98,False,19,1.3933334369094332,0.36286206038060614,1,18,False,1000000011.6908267,False,False,False,both,,,0.004061041981913149,0.0018692510202527046,0.0002078763209283352,0.0003270842134952545
D1000_seed0_graph_control_vs_beam_negamax_rep0,23,1000,80-100%,0.978,False,8,0.9581709475364608,0.3066907752856197,1,7,False,1000000011.670256,False,False,False,both,,,0.0017523340648040175,0.0007944598328322172,8.458399679511786e-05,0.00012791715562343597
