component,mean_time_sec,median_time_sec,p95_time_sec,total_time_sec
evaluation_time_sec,0.011156434858071594,0.0016600409289821982,0.12815308291465044,1.349928617826663
scc_time_sec,0.0046370776075762045,0.0007233759388327599,0.05266670463606715,0.5610863905167207
reachability_time_sec,0.0005620616807579255,8.371076546609402e-05,0.00616850086953491,0.06800946337170899
local_time_sec,0.0008482860510953325,0.0001282928278669715,0.009623120771721005,0.10264261218253523
