config_id,agent,depth,branch_limit,beam_widths,profile,position_id,seed,split,category,turn,sequence_index,remaining_word_count,legal_edge_count,risk_level,selected_edge,start_id,end_id,score,elapsed_time_sec,timed_out,nodes_searched,leaf_evaluations,ordering_evaluations,root_candidate_count,completed_root_moves,root_completion_rate,effective_depth,depth_before,depth_after,depth_changed,depth_change_reason,recovery_streak,cutoff_count,pruned_move_count,beam_pruned_move_count,null_window_searches,research_count,research_rate,beam_widths_used,legal_move_generation_time_sec,candidate_evaluation_time_sec,candidate_sort_time_sec,root_ordering_time_sec,recursive_ordering_time_sec,leaf_evaluation_time_sec,recursive_other_time_sec,other_time_sec,baseline_move_agreement,alpha_beta_reference_config,alpha_beta_move_agreement,alpha_beta_score_agreement,alpha_beta_reference_rank,alpha_beta_reference_retained_at_root
beam_negamax_d5_w8-6-4-2,beam_negamax,5,,8-6-4-2,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,597.0,0.15019608312286437,True,666,363,6337,1686,6,0.0035587188612099642,5,5,5,False,adaptive_disabled,0,0,0,5662,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",0.00047224992886185646,0.05682299891486764,0.00430158362723887,0.013985957950353622,0.047823179280385375,0.07835637917742133,0.009398941416293383,0.0001593753695487976,True,alpha_beta_d5_b16,True,True,1,True
beam_negamax_d5_w8-6-4-2,beam_negamax,5,,8-6-4-2,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→63,63,63,1047.5,0.03605050011537969,False,180,82,1313,2,2,1.0,5,5,5,False,adaptive_disabled,0,0,0,1133,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",2.13750172406435e-05,0.01223587105050683,0.001090456498786807,0.00014745909720659256,0.013375008944422007,0.01969920820556581,0.002608116716146469,0.00019933213479816914,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w8-6-4-2,beam_negamax,5,,8-6-4-2,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→28,11,28,999997.0,0.15006691683083773,True,716,299,5436,23,5,0.21739130434782608,5,5,5,False,adaptive_disabled,0,0,0,4715,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",1.2750038877129555e-05,0.0543296302203089,0.004606491420418024,0.00021970807574689388,0.05950891226530075,0.07878200779668987,0.011497663799673319,4.587485454976559e-05,True,alpha_beta_d5_b16,False,False,1,True
beam_negamax_d5_w8-6-4-2,beam_negamax,5,,8-6-4-2,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,209.0,0.15013583307154477,True,467,255,4592,1678,3,0.0017878426698450535,5,5,5,False,adaptive_disabled,0,0,0,4118,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",0.0005587500054389238,0.044714626390486956,0.004160210490226746,0.016914666863158345,0.032606203807517886,0.09248512261547148,0.007467798423022032,0.00010329135693609715,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w8-6-4-2,beam_negamax,5,,8-6-4-2,fixed,seed1_middle_t120,1,tuning,middle,120,,90,37,normal,9→20,9,20,799.5,0.15006716595962644,True,705,358,5094,37,6,0.16216216216216217,5,5,5,False,adaptive_disabled,0,0,0,4320,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",2.4833017960190773e-05,0.045395592926070094,0.0046197474002838135,0.0004624580033123493,0.05047358572483063,0.08810540940612555,0.010953962802886963,4.691700451076031e-05,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w8-6-4-2,beam_negamax,5,,8-6-4-2,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.04829249996691942,False,247,114,1739,3,3,1.0,5,5,5,False,adaptive_disabled,0,0,0,1459,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2}",8.041970431804657e-06,0.01576841459609568,0.0024767527356743813,6.091711111366749e-05,0.01850546128116548,0.025967837776988745,0.003684741910547018,6.54999166727066e-05,True,alpha_beta_d5_b16,True,True,1,True
beam_negamax_d5_w12-8-4-2,beam_negamax,5,,12-8-4-2,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,597.0,0.15010283282026649,True,657,358,6282,1686,6,0.0035587188612099642,5,5,5,False,adaptive_disabled,0,0,0,5611,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2}",0.0007265829481184483,0.055249500554054976,0.0045920938719064,0.012643750058487058,0.048138539772480726,0.0787134503480047,0.009774759877473116,0.00010574981570243835,True,alpha_beta_d5_b16,True,True,1,True
beam_negamax_d5_w12-8-4-2,beam_negamax,5,,12-8-4-2,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→63,63,63,1047.5,0.05761054204776883,False,230,104,1681,2,2,1.0,5,5,5,False,adaptive_disabled,0,0,0,1451,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2}",7.791910320520401e-06,0.014971164287999272,0.0015197924803942442,4.9165915697813034e-05,0.01668808818794787,0.03683241247199476,0.003978457301855087,5.4626259952783585e-05,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w12-8-4-2,beam_negamax,5,,12-8-4-2,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→58,11,58,787.5,0.15016354201361537,True,795,333,6055,23,4,0.17391304347826086,5,5,5,False,adaptive_disabled,0,0,0,5248,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2}",1.987488940358162e-05,0.04949800414033234,0.004772787215188146,0.00026241689920425415,0.05473120626993477,0.0824382456485182,0.012622632086277008,8.916622027754784e-05,False,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w12-8-4-2,beam_negamax,5,,12-8-4-2,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,209.0,0.15036458289250731,True,482,263,4727,1678,3,0.0017878426698450535,5,5,5,False,adaptive_disabled,0,0,0,4233,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2}",0.0010493339505046606,0.044892870588228106,0.004402807215228677,0.012325416086241603,0.03761503705754876,0.08771950099617243,0.011350669898092747,0.00030462490394711494,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w12-8-4-2,beam_negamax,5,,12-8-4-2,fixed,seed1_middle_t120,1,tuning,middle,120,,90,37,normal,9→20,9,20,799.5,0.15013012499548495,True,684,350,4966,37,5,0.13513513513513514,5,5,5,False,adaptive_disabled,0,0,0,4213,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2}",2.6999972760677338e-05,0.04740358726121485,0.004176331451162696,0.00034845806658267975,0.05202349694445729,0.08796553849242628,0.009693797677755356,7.183384150266647e-05,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w12-8-4-2,beam_negamax,5,,12-8-4-2,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.06316875014454126,False,354,169,2416,3,3,1.0,5,5,5,False,adaptive_disabled,0,0,0,2023,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2}",1.0542105883359909e-05,0.018487957771867514,0.0026576705276966095,6.737490184605122e-05,0.02143679093569517,0.034548928029835224,0.00701107201166451,9.404215961694717e-05,True,alpha_beta_d5_b16,True,True,1,True
beam_negamax_d5_w12-8-6-4,beam_negamax,5,,12-8-6-4,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,-90.0,0.15022795903496444,True,379,285,3419,1686,0,0.0,5,5,5,False,adaptive_disabled,0,0,0,3026,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4}",0.0007620409596711397,0.04022966744378209,0.0030996284913271666,0.02010924997739494,0.0246382518671453,0.09362781816162169,0.010923096910119057,0.00016750115901231766,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w12-8-6-4,beam_negamax,5,,12-8-6-4,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→63,63,63,1047.5,0.15151720796711743,True,514,358,2332,2,1,0.5,5,5,5,False,adaptive_disabled,0,0,0,1809,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4}",6.875023245811462e-06,0.0366635003592819,0.005973752122372389,5.329097621142864e-05,0.04314674413762987,0.09884252538904548,0.009360730415210128,0.00010704202577471733,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w12-8-6-4,beam_negamax,5,,12-8-6-4,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→58,11,58,-767.0,0.15006054192781448,True,852,543,3910,23,0,0.0,5,5,5,False,adaptive_disabled,0,0,0,3046,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4}",4.8582907766103745e-05,0.031684257090091705,0.003472951939329505,0.000218832865357399,0.036092922324314713,0.10307192918844521,0.010551231447607279,7.704319432377815e-05,False,alpha_beta_d5_b16,True,True,1,True
beam_negamax_d5_w12-8-6-4,beam_negamax,5,,12-8-6-4,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,758.5,0.15020787506364286,True,557,418,4086,1678,1,0.0005959475566150178,5,5,5,False,adaptive_disabled,0,0,0,3508,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4}",0.0005250000394880772,0.037891454761847854,0.002973793540149927,0.015486709075048566,0.025817159563302994,0.10042759170755744,0.007796789752319455,0.0001546249259263277,True,alpha_beta_d5_b16,True,True,1,True
beam_negamax_d5_w12-8-6-4,beam_negamax,5,,12-8-6-4,fixed,seed1_middle_t120,1,tuning,middle,120,,90,37,normal,9→20,9,20,768.0,0.1500751250423491,True,678,478,3049,37,2,0.05405405405405406,5,5,5,False,adaptive_disabled,0,0,0,2299,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4}",3.7624966353178024e-05,0.028402296593412757,0.002997293835505843,0.00043424987234175205,0.031510459491983056,0.1072122494224459,0.01082245702855289,5.8084260672330856e-05,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w12-8-6-4,beam_negamax,5,,12-8-6-4,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.15019537508487701,True,715,502,3107,3,1,0.3333333333333333,5,5,5,False,adaptive_disabled,0,0,0,2331,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4}",1.3250159099698067e-05,0.0271485794801265,0.004221660550683737,0.0001427088864147663,0.031847466714680195,0.1083817183971405,0.009672023821622133,0.00013820710591971874,True,alpha_beta_d5_b16,True,True,1,True
beam_negamax_d5_w16-12-8-4,beam_negamax,5,,16-12-8-4,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,597.0,0.15013045887462795,True,640,481,4534,1686,1,0.0005931198102016608,5,5,5,False,adaptive_disabled,0,0,0,3868,0,0,0.0,"{""0"": 16, ""1"": 12, ""2"": 8, ""3"": 4, ""4"": 4}",0.0005140830762684345,0.04146074829623103,0.004438290139660239,0.016893583117052913,0.029571764636784792,0.09269474865868688,0.010356195736676455,0.00010008364915847778,True,alpha_beta_d5_b16,True,True,1,True
beam_negamax_d5_w16-12-8-4,beam_negamax,5,,16-12-8-4,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→63,63,63,1047.5,0.15006866701878607,True,774,539,3526,2,1,0.5,5,5,5,False,adaptive_disabled,0,0,0,2734,0,0,0.0,"{""0"": 16, ""1"": 12, ""2"": 8, ""3"": 4, ""4"": 4}",6.624963134527206e-06,0.03257629228755832,0.0033630395773798227,4.787510260939598e-05,0.0364380010869354,0.10352976084686816,0.009995112894102931,5.129212513566017e-05,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w16-12-8-4,beam_negamax,5,,16-12-8-4,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→58,11,58,-767.0,0.15008208411745727,True,681,432,3164,23,0,0.0,5,5,5,False,adaptive_disabled,0,0,0,2456,0,0,0.0,"{""0"": 16, ""1"": 12, ""2"": 8, ""3"": 4, ""4"": 4}",4.0082959458231926e-05,0.03406446077860892,0.003889497835189104,0.0004261250142008066,0.03857295634225011,0.10039046825841069,0.010591784492135048,6.066705100238323e-05,False,alpha_beta_d5_b16,True,True,1,True
beam_negamax_d5_w16-12-8-4,beam_negamax,5,,16-12-8-4,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,-140.0,0.15010533388704062,True,610,460,4313,1678,0,0.0,5,5,5,False,adaptive_disabled,0,0,0,3675,0,0,0.0,"{""0"": 16, ""1"": 12, ""2"": 8, ""3"": 4, ""4"": 4}",0.0007935829926282167,0.036082835868000984,0.0028751634526997805,0.014047916978597641,0.025356793077662587,0.10124904452823102,0.008570912526920438,8.708378300070763e-05,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w16-12-8-4,beam_negamax,5,,16-12-8-4,fixed,seed1_middle_t120,1,tuning,middle,120,,90,37,normal,9→20,9,20,799.5,0.15009779087267816,True,812,581,3595,37,2,0.05405405405405406,5,5,5,False,adaptive_disabled,0,0,0,2708,0,0,0.0,"{""0"": 16, ""1"": 12, ""2"": 8, ""3"": 4, ""4"": 4}",1.9333092495799065e-05,0.024674597894772887,0.0035040825605392456,0.0002732919529080391,0.028695581713691354,0.1115151981357485,0.00953605305403471,5.833292379975319e-05,True,alpha_beta_d5_b16,True,False,1,True
beam_negamax_d5_w16-12-8-4,beam_negamax,5,,16-12-8-4,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.15017312509007752,True,844,598,3585,3,1,0.3333333333333333,5,5,5,False,adaptive_disabled,0,0,0,2672,0,0,0.0,"{""0"": 16, ""1"": 12, ""2"": 8, ""3"": 4, ""4"": 4}",1.1458992958068848e-05,0.028215374797582626,0.0034097065217792988,9.504100307822227e-05,0.03260250482708216,0.10706820688210428,0.010280122281983495,0.00011579110287129879,True,alpha_beta_d5_b16,True,True,1,True
beam_negamax_d6_w8-6-4-2,beam_negamax,6,,8-6-4-2,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,-597.0,0.15012262505479157,True,637,331,6310,1686,3,0.0017793594306049821,6,6,6,False,adaptive_disabled,0,0,0,5664,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.00043358304537832737,0.051064582308754325,0.004877964733168483,0.010874375002458692,0.04637862183153629,0.0824072144459933,0.009934579720720649,9.42510087043047e-05,True,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w8-6-4-2,beam_negamax,6,,8-6-4-2,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→59,63,59,-569.0,0.06798866600729525,False,335,142,2526,2,2,1.0,6,6,6,False,adaptive_disabled,0,0,0,2191,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",7.666880264878273e-06,0.02353083319030702,0.0021441278513520956,5.183299072086811e-05,0.026101621333509684,0.036587253445759416,0.005080833099782467,0.00015945825725793839,False,alpha_beta_d6_b16,False,False,1,True
beam_negamax_d6_w8-6-4-2,beam_negamax,6,,8-6-4-2,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→58,11,58,999993.0,0.15006454195827246,True,779,327,6213,23,3,0.13043478260869565,6,6,6,False,adaptive_disabled,0,0,0,5410,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.4292076230049133e-05,0.056629289872944355,0.0048148371279239655,0.00021787500008940697,0.06194705027155578,0.07695503905415535,0.010886327596381307,4.395795986056328e-05,False,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w8-6-4-2,beam_negamax,6,,8-6-4-2,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,-179.0,0.1521189589984715,True,517,268,5020,1678,2,0.0011918951132300357,6,6,6,False,adaptive_disabled,0,0,0,4489,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.0008204169571399689,0.05242204014211893,0.0036185728386044502,0.020348167046904564,0.03665134450420737,0.08729953831061721,0.0067374922800809145,0.00026199989952147007,True,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w8-6-4-2,beam_negamax,6,,8-6-4-2,fixed,seed1_middle_t120,1,tuning,middle,120,,90,37,normal,9→20,9,20,1831.25,0.15007099998183548,True,402,181,3366,37,3,0.08108108108108109,6,6,6,False,adaptive_disabled,0,0,0,2896,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",3.38749960064888e-05,0.05966586689464748,0.003596873953938484,0.0024397920351475477,0.061424588318914175,0.0702226278372109,0.015897033968940377,5.308282561600208e-05,True,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w8-6-4-2,beam_negamax,6,,8-6-4-2,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.08297591679729521,False,406,159,3348,3,3,1.0,6,6,6,False,adaptive_disabled,0,0,0,2863,0,0,0.0,"{""0"": 8, ""1"": 6, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",5.749985575675964e-06,0.039311878150328994,0.0028122044168412685,5.366699770092964e-05,0.04255825444124639,0.03440400189720094,0.005852909758687019,0.00010133371688425541,True,alpha_beta_d6_b16,True,True,1,True
beam_negamax_d6_w12-8-4-2,beam_negamax,6,,12-8-4-2,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,-597.0,0.15064720809459686,True,526,273,5504,1686,2,0.0011862396204033216,6,6,6,False,adaptive_disabled,0,0,0,4965,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.0010487500112503767,0.05721861612983048,0.004453837871551514,0.020385082811117172,0.041806657798588276,0.07996895466931164,0.007261387538164854,0.00017637526616454124,True,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w12-8-4-2,beam_negamax,6,,12-8-4-2,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→59,63,59,-569.0,0.06928616622462869,False,427,182,3250,2,2,1.0,6,6,6,False,adaptive_disabled,0,0,0,2823,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.0708114132285118e-05,0.025097962003201246,0.0021791195031255484,6.812508217990398e-05,0.027584825176745653,0.03650766215287149,0.004939137725159526,0.00017570797353982925,False,alpha_beta_d6_b16,False,False,1,True
beam_negamax_d6_w12-8-4-2,beam_negamax,6,,12-8-4-2,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→58,11,58,-677.0,0.15005412511527538,True,766,331,6149,23,2,0.08695652173913043,6,6,6,False,adaptive_disabled,0,0,0,5356,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.4374963939189911e-05,0.051977588096633554,0.004997549345716834,0.0002336660400032997,0.05789552675560117,0.07938642636872828,0.012481921818107367,4.2209168896079063e-05,False,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w12-8-4-2,beam_negamax,6,,12-8-4-2,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,-179.0,0.150112709030509,True,538,280,5168,1678,2,0.0011918951132300357,6,6,6,False,adaptive_disabled,0,0,0,4601,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",0.0004598749801516533,0.043819624464958906,0.003974540159106255,0.014414125122129917,0.0340884979814291,0.09359812014736235,0.007435048930346966,0.00011704186908900738,True,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w12-8-4-2,beam_negamax,6,,12-8-4-2,fixed,seed1_middle_t120,1,tuning,middle,120,,90,37,normal,9→20,9,20,1831.25,0.15019887499511242,True,753,345,6153,37,3,0.08108108108108109,6,6,6,False,adaptive_disabled,0,0,0,5287,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",5.9042125940322876e-05,0.05574766080826521,0.005154311889782548,0.0003468750510364771,0.06139003951102495,0.07706372113898396,0.011171281337738037,0.0001679158303886652,True,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w12-8-4-2,beam_negamax,6,,12-8-4-2,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.09940066700801253,False,598,244,4836,3,3,1.0,6,6,6,False,adaptive_disabled,0,0,0,4135,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2, ""4"": 2, ""5"": 2}",1.6124919056892395e-05,0.04157799482345581,0.004232663661241531,9.900005534291267e-05,0.04637958109378815,0.04283688263967633,0.009985703276470304,8.337502367794514e-05,True,alpha_beta_d6_b16,True,True,1,True
beam_negamax_d6_w12-8-6-4,beam_negamax,6,,12-8-6-4,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,-90.0,0.15018949983641505,True,538,401,4091,1686,0,0.0,6,6,6,False,adaptive_disabled,0,0,0,3528,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4, ""5"": 4}",0.0007389169186353683,0.03788120928220451,0.0034711193293333054,0.018686208175495267,0.023189885541796684,0.09827272221446037,0.009134558262303472,0.0001672087237238884,True,alpha_beta_d6_b16,True,True,1,True
beam_negamax_d6_w12-8-6-4,beam_negamax,6,,12-8-6-4,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→63,63,63,-786.5,0.15007287496700883,True,676,448,3079,2,1,0.5,6,6,6,False,adaptive_disabled,0,0,0,2389,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4, ""5"": 4}",8.125090971589088e-06,0.030264716362580657,0.0035661240108311176,0.0001905001699924469,0.034264410147443414,0.10463462304323912,0.010923050809651613,5.216570571064949e-05,True,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w12-8-6-4,beam_negamax,6,,12-8-6-4,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→58,11,58,-767.0,0.15007125004194677,True,692,435,3182,23,0,0.0,6,6,6,False,adaptive_disabled,0,0,0,2462,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4, ""5"": 4}",2.354104071855545e-05,0.030262744054198265,0.004311411641538143,0.0002455830108374357,0.03519054572097957,0.10350957559421659,0.011049878550693393,5.212612450122833e-05,False,alpha_beta_d6_b16,True,True,1,True
beam_negamax_d6_w12-8-6-4,beam_negamax,6,,12-8-6-4,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,-140.0,0.15019333292730153,True,465,347,3715,1678,0,0.0,6,6,6,False,adaptive_disabled,0,0,0,3227,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4, ""5"": 4}",0.000657874858006835,0.0480117870029062,0.006130712805315852,0.024097667075693607,0.030658744275569916,0.08718329947441816,0.007467248244211078,0.000128498999401927,True,alpha_beta_d6_b16,True,True,1,True
beam_negamax_d6_w12-8-6-4,beam_negamax,6,,12-8-6-4,fixed,seed1_middle_t120,1,tuning,middle,120,,90,37,normal,9→20,9,20,-738.0,0.15085724997334182,True,617,432,3063,37,1,0.02702702702702703,6,6,6,False,adaptive_disabled,0,0,0,2390,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4, ""5"": 4}",4.9084192141890526e-05,0.02972466847859323,0.0038316682912409306,0.000801165821030736,0.035560746444389224,0.1041999903973192,0.010123721323907375,0.00012254179455339909,True,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w12-8-6-4,beam_negamax,6,,12-8-6-4,fixed,seed1_late_t236,1,tuning,late,236,,4,3,danger,35→63,35,63,-999996.0,0.1501995411235839,True,744,503,3431,3,1,0.3333333333333333,6,6,6,False,adaptive_disabled,0,0,0,2603,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 6, ""3"": 4, ""4"": 4, ""5"": 4}",9.58307646214962e-06,0.032478248002007604,0.004625129047781229,6.200000643730164e-05,0.03823883249424398,0.09793770918622613,0.013838291401043534,0.00011312495917081833,True,alpha_beta_d6_b16,True,True,1,True
beam_negamax_d6_w16-12-8-4,beam_negamax,6,,16-12-8-4,fixed,seed0_early_t0,0,tuning,early,0,,5000,1686,normal,1→35,1,35,-90.0,0.15034204185940325,True,431,321,3577,1686,0,0.0,6,6,6,False,adaptive_disabled,0,0,0,3120,0,0,0.0,"{""0"": 16, ""1"": 12, ""2"": 8, ""3"": 4, ""4"": 4, ""5"": 4}",0.001089292112737894,0.034438165836036205,0.00392795680090785,0.014357208041474223,0.024571576388552785,0.10153928655199707,0.008635512087494135,0.00014916667714715004,True,alpha_beta_d6_b16,True,True,1,True
beam_negamax_d6_w16-12-8-4,beam_negamax,6,,16-12-8-4,fixed,seed0_middle_t27,0,tuning,middle,27,,2,2,critical,63→63,63,63,-30.0,0.1502833750564605,True,181,121,876,2,0,0.0,6,6,6,False,adaptive_disabled,0,0,0,685,0,0,0.0,"{""0"": 16, ""1"": 12, ""2"": 8, ""3"": 4, ""4"": 4, ""5"": 4}",9.291106835007668e-06,0.012486414983868599,0.0015314945485442877,0.0001193750649690628,0.014201829908415675,0.12860436737537384,0.007200135616585612,0.0001483759842813015,True,alpha_beta_d6_b16,True,False,1,True
beam_negamax_d6_w16-12-8-4,beam_negamax,6,,16-12-8-4,fixed,seed0_late_t49,0,tuning,late,49,,78,23,normal,11→58,11,58,-767.0,0.15015200013294816,True,486,305,2213,23,0,0.0,6,6,6,False,adaptive_disabled,0,0,0,1697,0,0,0.0,"{""0"": 16, ""1"": 12, ""2"": 8, ""3"": 4, ""4"": 4, ""5"": 4}",1.2791948392987251e-05,0.025248335674405098,0.005907164188101888,0.00044904183596372604,0.03244542144238949,0.0990080451592803,0.018162533408030868,7.416633889079094e-05,False,alpha_beta_d6_b16,True,True,1,True
beam_negamax_d6_w16-12-8-4,beam_negamax,6,,16-12-8-4,fixed,seed1_early_t0,1,tuning,early,0,,5000,1678,normal,13→35,13,35,-140.0,0.15016633295454085,True,244,181,2762,1678,0,0.0,6,6,6,False,adaptive_disabled,0,0,0,2492,0,0,0.0,"{""0"": 16, ""1"": 12, ""2"": 8, ""3"": 4, ""4"": 4, ""5"": 4}",0.0006360828410834074,0.056264042388647795,0.00454483600333333,0.037471374962478876,0.023789832601323724,0.08148920955136418,0.006671707844361663,0.00010812515392899513,True,alpha_beta_d6_b16,True,True,1,True
