matchup,first_agent,second_agent,match_id,dict_size,random_seed,winner,loss_reason,turn,player,agent,required_start_char,edge_index,start_id,end_id,edge_count_before,edge_count_after,previous_word,word,start_char,end_char,next_required_start_char,elapsed_time_sec,timed_out,score,effective_depth,next_depth,adaptive_depth,pruned_count,nodes_searched,leaf_evaluations,ordering_evaluations,full_survival_evaluations,simple_survival_evaluations,completed_root_moves,ordering_time_sec,evaluation_time_sec,search_time_sec,total_search_time_sec,elapsed_ratio,risk_level,attack_score,survival_score,survival_weight,total_score,opponent_legal_word_count,opponent_safe_word_count,opponent_active_edge_type_count,opponent_safe_edge_type_count,opponent_destination_count,opponent_safe_destination_count,own_safe_word_count,own_safe_edge_type_count,own_safe_destination_count,root_candidate_count,searched_root_candidate_count,cutoff_count,pruned_move_count,beam_pruned_move_count,null_window_search_count,null_window_searches,research_count,research_rate,beam_widths_used,evaluated_moves,chain_so_far
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,18,second,pvs,る,4343,63,59,2,1,,,る,ゆ,ゆ,0.155953,False,-704.0,4,4,False,8383,1632,1383,10016,0,0,12,0.02603084605652839,0.12116016610525548,0.15590154204983264,0.15595329203642905,0.15595329203642905,normal,-4059.5,0.0,0.0,-4059.5,193,172,43,42,43,42,26,12,12,13,12,191,8383,0,1374,1374,8,0.005822416302765648,{},12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,19,first,beam_negamax,ゆ,4075,59,63,3,2,,,ゆ,る,る,0.083102,False,-636.5,4,4,False,0,1260,768,13760,0,0,12,0.035590166226029396,0.04200912592932582,0.0829671670217067,0.08310191705822945,0.08310191705822945,normal,-686.5,0.0,0.0,-686.5,32,25,13,12,13,12,172,42,42,43,12,0,0,12500,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,20,second,pvs,る,4343,63,59,1,0,,,る,ゆ,ゆ,0.151515,False,-704.0,4,4,False,8278,1599,1356,9899,0,0,12,0.02561454090755433,0.11734925152268261,0.15146408299915493,0.15151541703380644,0.15151541703380644,normal,-4039.5,0.0,0.0,-4039.5,192,171,43,42,43,42,25,12,12,13,12,185,8278,0,1349,1349,6,0.004447739065974796,{},12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,21,first,beam_negamax,ゆ,4075,59,63,2,1,,,ゆ,る,る,0.083714,False,-590.0,4,4,False,0,1260,768,13658,0,0,12,0.03481347463093698,0.0433597550727427,0.0835830420255661,0.08371358399745077,0.08371358399745077,normal,-656.5,0.0,0.0,-656.5,31,24,12,11,12,11,171,42,42,43,12,0,0,12398,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,22,second,pvs,る,4286,63,2,3,2,,,る,う,う,0.133819,False,-704.0,4,4,False,8220,1450,1209,9699,0,0,12,0.02437624940648675,0.10187217267230153,0.133776375092566,0.1338192499242723,0.1338192499242723,normal,-6039.0,0.0,0.0,-6039.0,286,264,56,55,56,55,24,11,11,12,12,186,8220,0,1202,1202,6,0.004991680532445923,{},12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,23,first,beam_negamax,う,199,2,63,3,2,,,う,る,る,0.082674,False,-590.0,4,4,False,0,1260,768,13564,0,0,12,0.03415630361996591,0.043000450590625405,0.08250691695138812,0.08267383300699294,0.08267383300699294,normal,-636.5,0.0,0.0,-636.5,30,23,12,11,12,11,264,55,55,56,12,0,0,12304,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,24,second,pvs,る,4286,63,2,2,1,,,る,う,う,0.133809,False,-704.0,4,4,False,8238,1455,1212,9721,0,0,12,0.024455171776935458,0.10172412020619959,0.13376879191491753,0.13380937499459833,0.13380937499459833,normal,-6019.0,0.0,0.0,-6019.0,285,263,56,55,56,55,23,11,11,12,12,188,8238,0,1204,1204,7,0.005813953488372093,{},12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,25,first,beam_negamax,う,199,2,63,2,1,,,う,る,る,0.082996,False,-566.5,4,4,False,0,1260,768,13563,0,0,12,0.03420000243932009,0.04322286997921765,0.08284024999011308,0.08299595804419369,0.08299595804419369,normal,-616.5,0.0,0.0,-616.5,29,22,12,11,12,11,263,55,55,56,12,0,0,12303,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,26,second,pvs,る,4286,63,2,1,0,,,る,う,う,0.1231,False,-704.0,4,4,False,7059,1330,1121,8424,0,0,12,0.02118816482834518,0.09484314639121294,0.12305720802396536,0.12310029100626707,0.12310029100626707,normal,-5999.0,0.0,0.0,-5999.0,284,262,56,55,56,55,22,11,11,12,12,156,7059,0,1114,1114,6,0.005385996409335727,{},12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,27,first,beam_negamax,う,199,2,63,1,0,,,う,る,る,0.08122,False,-536.5,4,4,False,0,1260,768,13427,0,0,12,0.03383028518874198,0.041898147319443524,0.08106341690290719,0.08122029202058911,0.08122029202058911,normal,-586.5,0.0,0.0,-586.5,28,21,11,10,11,10,262,55,55,56,12,0,0,12167,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,28,second,pvs,る,4293,63,9,1,0,,,る,く,く,0.103387,False,-704.0,4,4,False,5956,1122,938,7107,0,0,11,0.01799792074598372,0.07944451400544494,0.10334237501956522,0.10338704194873571,0.10338704194873571,normal,-6747.0,0.0,0.0,-6747.0,324,298,55,54,55,54,21,10,10,11,11,132,5956,0,928,928,9,0.009698275862068966,{},11,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,29,first,beam_negamax,く,675,9,63,8,7,,,く,る,る,0.078269,False,-506.5,4,4,False,0,1260,768,13377,0,0,12,0.033842495759017766,0.03903088753577322,0.07811716594733298,0.07826924999244511,0.07826924999244511,normal,-556.5,0.0,0.0,-556.5,27,20,10,9,10,9,298,54,54,55,12,0,0,12117,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,30,second,pvs,る,4346,63,62,1,0,,,る,り,り,0.085282,False,-704.0,4,4,False,5154,898,736,6083,0,0,10,0.0159201204078272,0.06443908158689737,0.08524295804090798,0.0852822499582544,0.0852822499582544,normal,-6949.5,0.0,0.0,-6949.5,359,298,42,41,42,41,20,9,9,10,10,114,5154,0,730,730,5,0.00684931506849315,{},10,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,31,first,beam_negamax,り,4279,62,63,14,13,,,り,る,る,0.082146,False,-486.5,4,4,False,0,1260,768,13636,0,0,12,0.03569937287829816,0.04090015986002982,0.08202400000300258,0.0821462080348283,0.0821462080348283,normal,-526.5,0.0,0.0,-526.5,26,19,9,8,9,8,298,41,41,42,12,0,0,12376,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,32,second,pvs,る,4303,63,19,6,5,,,る,す,す,0.073424,False,-704.0,4,4,False,4379,772,627,5176,0,0,9,0.013366246363148093,0.05588124960195273,0.07338741701096296,0.07342391600832343,0.07342391600832343,normal,-8116.5,0.0,0.0,-8116.5,405,358,52,51,52,51,19,8,8,9,9,101,4379,0,622,622,4,0.006430868167202572,{},9,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,33,first,beam_negamax,す,1355,19,63,21,20,,,す,る,る,0.080849,False,-466.5,4,4,False,0,1260,768,13740,0,0,12,0.035454884986393154,0.03994888952001929,0.08069354097824544,0.08084858290385455,0.08084858290385455,normal,-506.5,0.0,0.0,-506.5,25,18,9,8,9,8,358,51,51,52,12,0,0,12480,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す -> す→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,34,second,pvs,る,4303,63,19,5,4,,,る,す,す,0.073026,False,-704.0,4,4,False,4379,772,627,5176,0,0,9,0.013232047320343554,0.05558292369823903,0.07299224997404963,0.07302587502636015,0.07302587502636015,normal,-8096.5,0.0,0.0,-8096.5,404,357,52,51,52,51,18,8,8,9,9,101,4379,0,622,622,4,0.006430868167202572,{},9,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す -> す→る -> る→す
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,35,first,beam_negamax,す,1355,19,63,20,19,,,す,る,る,0.079457,False,-446.5,4,4,False,0,1260,768,13740,0,0,12,0.03486926108598709,0.03918175236321986,0.07930941705126315,0.07945683295838535,0.07945683295838535,normal,-486.5,0.0,0.0,-486.5,24,17,9,8,9,8,357,51,51,52,12,0,0,12480,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す -> す→る -> る→す -> す→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,36,second,pvs,る,4303,63,19,4,3,,,る,す,す,0.072658,False,-704.0,4,4,False,4379,772,627,5176,0,0,9,0.013180290348827839,0.055314947734586895,0.07262529199942946,0.07265824999194592,0.07265824999194592,normal,-8076.5,0.0,0.0,-8076.5,403,356,52,51,52,51,17,8,8,9,9,101,4379,0,622,622,4,0.006430868167202572,{},9,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す -> す→る -> る→す -> す→る -> る→す
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,37,first,beam_negamax,す,1355,19,63,19,18,,,す,る,る,0.079276,False,-426.5,4,4,False,0,1260,768,13740,0,0,12,0.034827797557227314,0.03908306045923382,0.07912633405067027,0.07927570806350559,0.07927570806350559,normal,-466.5,0.0,0.0,-466.5,23,16,9,8,9,8,356,51,51,52,12,0,0,12480,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,38,second,pvs,る,4303,63,19,3,2,,,る,す,す,0.072536,False,-704.0,4,4,False,4379,772,627,5176,0,0,9,0.013212745310738683,0.05517304188106209,0.07250233402010053,0.07253649993799627,0.07253649993799627,normal,-8056.5,0.0,0.0,-8056.5,402,355,52,51,52,51,16,8,8,9,9,101,4379,0,622,622,4,0.006430868167202572,{},9,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,39,first,beam_negamax,す,1355,19,63,18,17,,,す,る,る,0.080637,False,-406.5,4,4,False,0,1260,768,13740,0,0,12,0.0354487030999735,0.03987224737647921,0.0804843750083819,0.08063729095738381,0.08063729095738381,normal,-446.5,0.0,0.0,-446.5,22,15,9,8,9,8,355,51,51,52,12,0,0,12480,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,40,second,pvs,る,4303,63,19,2,1,,,る,す,す,0.073531,False,-704.0,4,4,False,4379,772,627,5176,0,0,9,0.013463745010085404,0.05587784724775702,0.07349583297036588,0.07353120902553201,0.07353120902553201,normal,-8036.5,0.0,0.0,-8036.5,401,354,52,51,52,51,15,8,8,9,9,101,4379,0,622,622,4,0.006430868167202572,{},9,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,41,first,beam_negamax,す,1355,19,63,17,16,,,す,る,る,0.081708,False,-376.5,4,4,False,0,1260,768,13739,0,0,12,0.03591558744665235,0.0402464319486171,0.08155029197223485,0.08170762506779283,0.08170762506779283,normal,-426.5,0.0,0.0,-426.5,21,14,9,8,9,8,354,51,51,52,12,0,0,12479,0,0,0,0.0,"{""0"": 12, ""1"": 8, ""2"": 4, ""3"": 2}",12,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る
beam_negamax vs pvs,beam_negamax,pvs,D20000_seed0_beam_negamax_vs_pvs_0,20000,0,first,ended_with_n,42,second,pvs,る,4303,63,19,1,0,,,る,す,す,0.070384,False,-704.0,4,4,False,4346,758,617,5131,0,0,9,0.013003081548959017,0.05337406636681408,0.07034520793240517,0.07038395805284381,0.07038395805284381,normal,-8016.5,0.0,0.0,-8016.5,400,353,52,51,52,51,14,8,8,9,9,93,4346,0,609,609,7,0.011494252873563218,{},9,あ→ぬ -> ぬ→る -> る→る -> る→ぽ -> ぽ→る -> る→ぷ -> ぷ→る -> る→び -> び→る -> る→む -> む→る -> る→げ -> げ→る -> る→つ -> つ→る -> る→な -> な→る -> る→ゆ -> ゆ→る -> る→ゆ -> ゆ→る -> る→う -> う→る -> る→う -> う→る -> る→う -> う→る -> る→く -> く→る -> る→り -> り→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す -> す→る -> る→す
